time,"V(B1|XDUT)","V(B2|XDUT)","P(B1|XDUT)","P(B2|XDUT)"
3.390000e-11,-5.000009e-06,3.057061e-06,7.041133e+00,7.035495e+00
3.400000e-11,-1.541052e-06,7.619714e-06,7.040160e+00,7.037095e+00
3.410000e-11,1.875093e-06,1.139571e-05,7.040216e+00,7.039937e+00
3.420000e-11,5.039980e-06,1.414643e-05,7.041256e+00,7.043750e+00
3.430000e-11,7.768452e-06,1.572211e-05,7.043176e+00,7.048206e+00
3.440000e-11,9.909112e-06,1.606864e-05,7.045823e+00,7.052946e+00
3.450000e-11,1.135237e-05,1.522669e-05,7.049005e+00,7.057610e+00
3.460000e-11,1.203559e-05,1.332359e-05,7.052504e+00,7.061864e+00
3.470000e-11,1.194524e-05,1.055918e-05,7.056090e+00,7.065421e+00
3.480000e-11,1.111588e-05,7.186962e-06,7.059537e+00,7.068063e+00
3.490000e-11,9.626347e-06,3.492314e-06,7.062636e+00,7.069651e+00
3.500000e-11,7.593388e-06,-2.304612e-07,7.065207e+00,7.070133e+00
3.510000e-11,5.163291e-06,-3.700552e-06,7.067110e+00,7.069544e+00
3.520000e-11,2.502029e-06,-6.670921e-06,7.068251e+00,7.067997e+00
3.530000e-11,-2.154406e-07,-8.945114e-06,7.068588e+00,7.065669e+00
3.540000e-11,-2.816092e-06,-1.038955e-05,7.068130e+00,7.062788e+00
3.550000e-11,-5.139363e-06,-1.094055e-05,7.066936e+00,7.059612e+00
3.560000e-11,-7.046713e-06,-1.060589e-05,7.065111e+00,7.056405e+00
3.570000e-11,-8.429669e-06,-9.460728e-06,7.062795e+00,7.053419e+00
3.580000e-11,-9.215930e-06,-7.638707e-06,7.060156e+00,7.050877e+00
3.590000e-11,-9.373145e-06,-5.318788e-06,7.057377e+00,7.048952e+00
3.600000e-11,-8.910162e-06,-2.709180e-06,7.054646e+00,7.047761e+00
3.610000e-11,-7.875647e-06,-2.966371e-08,7.052141e+00,7.047359e+00
3.620000e-11,-6.354148e-06,2.506197e-06,7.050018e+00,7.047732e+00
3.630000e-11,-4.459873e-06,4.707518e-06,7.048407e+00,7.048810e+00
3.640000e-11,-2.328582e-06,6.419963e-06,7.047399e+00,7.050470e+00
3.650000e-11,-1.081498e-07,7.536020e-06,7.047040e+00,7.052550e+00
3.660000e-11,2.051539e-06,8.001023e-06,7.047337e+00,7.054864e+00
3.670000e-11,4.008653e-06,7.814679e-06,7.048247e+00,7.057218e+00
3.680000e-11,5.638737e-06,7.028199e-06,7.049693e+00,7.059427e+00
3.690000e-11,6.842651e-06,5.737527e-06,7.051561e+00,7.061325e+00
3.700000e-11,7.552598e-06,4.073402e-06,7.053714e+00,7.062783e+00
3.710000e-11,7.735874e-06,2.189210e-06,7.055998e+00,7.063712e+00
3.720000e-11,7.396128e-06,2.477031e-07,7.058258e+00,7.064072e+00
3.730000e-11,6.572135e-06,-1.592347e-06,7.060343e+00,7.063870e+00
3.740000e-11,5.334226e-06,-3.188511e-06,7.062118e+00,7.063156e+00
3.750000e-11,3.778692e-06,-4.425192e-06,7.063475e+00,7.062022e+00
3.760000e-11,2.020601e-06,-5.221502e-06,7.064337e+00,7.060586e+00
3.770000e-11,1.855322e-07,-5.536044e-06,7.064662e+00,7.058986e+00
3.780000e-11,-1.599177e-06,-5.368346e-06,7.064446e+00,7.057366e+00
3.790000e-11,-3.213109e-06,-4.756973e-06,7.063724e+00,7.055862e+00
3.800000e-11,-4.550779e-06,-3.774596e-06,7.062561e+00,7.054596e+00
3.810000e-11,-5.528482e-06,-2.520531e-06,7.061053e+00,7.053663e+00
3.820000e-11,-6.089515e-06,-1.111455e-06,7.059317e+00,7.053127e+00
3.830000e-11,-6.207465e-06,3.288848e-07,7.057481e+00,7.053015e+00
3.840000e-11,-5.887335e-06,1.680075e-06,7.055677e+00,7.053318e+00
3.850000e-11,-5.164481e-06,2.834706e-06,7.054029e+00,7.053993e+00
3.860000e-11,-4.101423e-06,3.706540e-06,7.052649e+00,7.054969e+00
3.870000e-11,-2.782811e-06,4.236575e-06,7.051625e+00,7.056153e+00
3.880000e-11,-1.308915e-06,4.396610e-06,7.051019e+00,7.057438e+00
3.890000e-11,2.118721e-07,4.190127e-06,7.050859e+00,7.058715e+00
3.900000e-11,1.670936e-06,3.650560e-06,7.051145e+00,7.059880e+00
3.910000e-11,2.967183e-06,2.837204e-06,7.051841e+00,7.060843e+00
3.920000e-11,4.014038e-06,1.829214e-06,7.052886e+00,7.061535e+00
3.930000e-11,4.745212e-06,7.182758e-07,7.054196e+00,7.061911e+00
3.940000e-11,5.118850e-06,-3.994257e-07,7.055669e+00,7.061955e+00
3.950000e-11,5.119793e-06,-1.431238e-06,7.057198e+00,7.061680e+00
3.960000e-11,4.759867e-06,-2.295454e-06,7.058671e+00,7.061124e+00
3.970000e-11,4.076218e-06,-2.927521e-06,7.059988e+00,7.060345e+00
3.980000e-11,3.127897e-06,-3.284618e-06,7.061061e+00,7.059420e+00
3.990000e-11,1.990982e-06,-3.348275e-06,7.061822e+00,7.058434e+00
4.000000e-11,7.526417e-07,-3.124916e-06,7.062228e+00,7.057472e+00
4.010000e-11,-4.954190e-07,-2.644347e-06,7.062263e+00,7.056615e+00
4.020000e-11,-1.663639e-06,-1.956393e-06,7.061937e+00,7.055934e+00
4.030000e-11,-2.670943e-06,-1.126022e-06,7.061288e+00,7.055478e+00
4.040000e-11,-3.450298e-06,-2.274114e-07,7.060372e+00,7.055281e+00
4.050000e-11,-3.953118e-06,6.625084e-07,7.059266e+00,7.055349e+00
4.060000e-11,-4.152231e-06,1.470494e-06,7.058057e+00,7.055669e+00
4.070000e-11,-4.043221e-06,2.132872e-06,7.056834e+00,7.056208e+00
4.080000e-11,-3.644090e-06,2.600401e-06,7.055689e+00,7.056915e+00
4.090000e-11,-2.993301e-06,2.841753e-06,7.054701e+00,7.057726e+00
4.100000e-11,-2.146377e-06,2.845392e-06,7.053936e+00,7.058573e+00
4.110000e-11,-1.171337e-06,2.619747e-06,7.053444e+00,7.059386e+00
4.120000e-11,-1.433515e-07,2.191740e-06,7.053251e+00,7.060101e+00
4.130000e-11,8.609914e-07,1.603873e-06,7.053361e+00,7.060664e+00
4.140000e-11,1.769343e-06,9.101417e-07,7.053757e+00,7.061036e+00
4.150000e-11,2.518773e-06,1.711878e-07,7.054398e+00,7.061195e+00
4.160000e-11,3.060081e-06,-5.509129e-07,7.055232e+00,7.061136e+00
4.170000e-11,3.360959e-06,-1.197774e-06,7.056191e+00,7.060874e+00
4.180000e-11,3.407797e-06,-1.719333e-06,7.057201e+00,7.060438e+00
4.190000e-11,3.206048e-06,-2.077630e-06,7.058187e+00,7.059872e+00
4.200000e-11,2.779173e-06,-2.249467e-06,7.059079e+00,7.059228e+00
4.210000e-11,2.166307e-06,-2.227767e-06,7.059815e+00,7.058561e+00
4.220000e-11,1.418842e-06,-2.021559e-06,7.060348e+00,7.057930e+00
4.230000e-11,5.962382e-07,-1.654657e-06,7.060646e+00,7.057384e+00
4.240000e-11,-2.386139e-07,-1.163164e-06,7.060697e+00,7.056967e+00
4.250000e-11,-1.024127e-06,-5.920655e-07,7.060507e+00,7.056708e+00
4.260000e-11,-1.704495e-06,8.793630e-09,7.060098e+00,7.056623e+00
4.270000e-11,-2.233593e-06,5.889804e-07,7.059509e+00,7.056714e+00
4.280000e-11,-2.578047e-06,1.101642e-06,7.058791e+00,7.056968e+00
4.290000e-11,-2.719255e-06,1.507228e-06,7.058000e+00,7.057357e+00
4.300000e-11,-2.654259e-06,1.776469e-06,7.057199e+00,7.057847e+00
4.310000e-11,-2.395427e-06,1.892404e-06,7.056447e+00,7.058394e+00
4.320000e-11,-1.969009e-06,1.851319e-06,7.055797e+00,7.058951e+00
4.330000e-11,-1.412708e-06,1.662553e-06,7.055295e+00,7.059474e+00
4.340000e-11,-7.724789e-07,1.347249e-06,7.054971e+00,7.059921e+00
4.350000e-11,-9.881287e-08,9.361729e-07,7.054843e+00,7.060259e+00
4.360000e-11,5.571842e-07,4.668273e-07,7.054913e+00,7.060467e+00
4.370000e-11,1.147626e-06,-1.988408e-08,7.055169e+00,7.060532e+00
4.380000e-11,1.631298e-06,-4.831489e-07,7.055584e+00,7.060456e+00
4.390000e-11,1.976489e-06,-8.856059e-07,7.056123e+00,7.060251e+00
4.400000e-11,2.162995e-06,-1.196302e-06,7.056741e+00,7.059940e+00
4.410000e-11,2.183195e-06,-1.393015e-06,7.057389e+00,7.059555e+00
4.420000e-11,2.042133e-06,-1.463786e-06,7.058019e+00,7.059130e+00
4.430000e-11,1.756652e-06,-1.407538e-06,7.058585e+00,7.058703e+00
4.440000e-11,1.353682e-06,-1.233789e-06,7.059048e+00,7.058311e+00
4.450000e-11,8.678310e-07,-9.614880e-07,7.059378e+00,7.057985e+00
4.460000e-11,3.385068e-07,-6.171177e-07,7.059556e+00,7.057752e+00
4.470000e-11,-1.932164e-07,-2.322281e-07,7.059577e+00,7.057627e+00
4.480000e-11,-6.877291e-07,1.593636e-07,7.059444e+00,7.057617e+00
4.490000e-11,-1.109788e-06,5.244693e-07,7.059175e+00,7.057721e+00
4.500000e-11,-1.430982e-06,8.332776e-07,7.058796e+00,7.057924e+00
4.510000e-11,-1.631584e-06,1.061728e-06,7.058339e+00,7.058206e+00
4.520000e-11,-1.701690e-06,1.193329e-06,7.057842e+00,7.058542e+00
4.530000e-11,-1.641568e-06,1.220283e-06,7.057343e+00,7.058902e+00
4.540000e-11,-1.461235e-06,1.143850e-06,7.056881e+00,7.059253e+00
4.550000e-11,-1.179306e-06,9.739486e-07,7.056488e+00,7.059568e+00
4.560000e-11,-8.212463e-07,7.280445e-07,7.056191e+00,7.059820e+00
4.570000e-11,-4.171713e-07,4.294484e-07,7.056007e+00,7.059991e+00
4.580000e-11,6.223275e-10,1.051803e-07,7.055946e+00,7.060069e+00
4.590000e-11,4.001877e-07,-2.164086e-07,7.056007e+00,7.060052e+00
4.600000e-11,7.523314e-07,-5.080524e-07,7.056180e+00,7.059943e+00
4.610000e-11,1.032708e-06,-7.458240e-07,7.056446e+00,7.059755e+00
4.620000e-11,1.223456e-06,-9.110453e-07,7.056783e+00,7.059508e+00
4.630000e-11,1.314276e-06,-9.917038e-07,7.057162e+00,7.059225e+00
4.640000e-11,1.302880e-06,-9.832743e-07,7.057552e+00,7.058932e+00
4.650000e-11,1.194813e-06,-8.888927e-07,7.057924e+00,7.058654e+00
4.660000e-11,1.002688e-06,-7.188850e-07,7.058251e+00,7.058415e+00
4.670000e-11,7.449144e-07,-4.897090e-07,7.058511e+00,7.058237e+00
4.680000e-11,4.440348e-07,-2.224111e-07,7.058687e+00,7.058132e+00
4.690000e-11,1.248281e-07,5.926006e-08,7.058772e+00,7.058109e+00
4.700000e-11,-1.876802e-07,3.309171e-07,7.058762e+00,7.058169e+00
4.710000e-11,-4.701368e-07,5.695980e-07,7.058663e+00,7.058304e+00
4.720000e-11,-7.025675e-07,7.556590e-07,7.058488e+00,7.058502e+00
4.730000e-11,-8.697500e-07,8.743427e-07,7.058253e+00,7.058745e+00
4.740000e-11,-9.621622e-07,9.169004e-07,7.057980e+00,7.059012e+00
4.750000e-11,-9.764506e-07,8.811856e-07,7.057691e+00,7.059279e+00
4.760000e-11,-9.154041e-07,7.716841e-07,7.057410e+00,7.059525e+00
4.770000e-11,-7.874549e-07,5.989921e-07,7.057156e+00,7.059728e+00
4.780000e-11,-6.057669e-07,3.787990e-07,7.056949e+00,7.059872e+00
4.790000e-11,-3.869982e-07,1.304715e-07,7.056802e+00,7.059947e+00
4.800000e-11,-1.498494e-07,-1.246348e-07,7.056722e+00,7.059947e+00
4.810000e-11,8.648195e-08,-3.649914e-07,7.056713e+00,7.059873e+00
4.820000e-11,3.038133e-07,-5.706876e-07,7.056772e+00,7.059732e+00
4.830000e-11,4.863415e-07,-7.250504e-07,7.056890e+00,7.059539e+00
4.840000e-11,6.217576e-07,-8.159631e-07,7.057055e+00,7.059309e+00
4.850000e-11,7.020369e-07,-8.367823e-07,7.057252e+00,7.059063e+00
4.860000e-11,7.238563e-07,-7.867855e-07,7.057465e+00,7.058821e+00
4.870000e-11,6.886237e-07,-6.711233e-07,7.057675e+00,7.058605e+00
4.880000e-11,6.021351e-07,-5.002890e-07,7.057867e+00,7.058431e+00
4.890000e-11,4.739036e-07,-2.891599e-07,7.058027e+00,7.058315e+00
4.900000e-11,3.162273e-07,-5.569718e-08,7.058145e+00,7.058265e+00
4.910000e-11,1.430834e-07,1.805821e-07,7.058213e+00,7.058285e+00
4.920000e-11,-3.105782e-08,4.002317e-07,7.058229e+00,7.058372e+00
4.930000e-11,-1.924010e-07,5.854651e-07,7.058196e+00,7.058520e+00
4.940000e-11,-3.288848e-07,7.215798e-07,7.058118e+00,7.058716e+00
4.950000e-11,-4.310524e-07,7.981020e-07,7.058005e+00,7.058943e+00
4.960000e-11,-4.926745e-07,8.095657e-07,7.057867e+00,7.059182e+00
4.970000e-11,-5.110847e-07,7.558700e-07,7.057718e+00,7.059415e+00
4.980000e-11,-4.872154e-07,6.421953e-07,7.057569e+00,7.059623e+00
4.990000e-11,-4.253435e-07,4.784928e-07,7.057433e+00,7.059789e+00
