time,"V(OUT1)","V(B1|XDCSFQ)","V(B2|XDCSFQ)","V(B3|XDCSFQ)","P(B1|XDCSFQ)","P(B2|XDCSFQ)","P(B3|XDCSFQ)"
4.470000e-11,-7.298147e-06,-3.928672e-04,2.093592e-05,-4.507130e-06,-2.644169e+00,6.469803e+00,6.863511e+00
4.480000e-11,-5.385752e-06,-4.438047e-04,2.219162e-05,-1.586617e-06,-2.771845e+00,6.476309e+00,6.862608e+00
4.490000e-11,-3.175119e-06,-5.042300e-04,2.340346e-05,1.423154e-06,-2.916546e+00,6.483218e+00,6.862595e+00
4.500000e-11,-7.358288e-07,-5.756829e-04,2.508336e-05,4.384359e-06,-3.081394e+00,6.490602e+00,6.863479e+00
4.510000e-11,2.171826e-06,-6.579190e-04,2.910619e-05,7.257561e-06,-3.269618e+00,6.498960e+00,6.865244e+00
4.520000e-11,5.164871e-06,-7.511613e-04,3.633261e-05,9.990250e-06,-3.484521e+00,6.509105e+00,6.867856e+00
4.530000e-11,8.244637e-06,-8.546532e-04,4.720625e-05,1.255801e-05,-3.729282e+00,6.522050e+00,6.871271e+00
4.540000e-11,1.142231e-05,-9.652507e-04,6.189217e-05,1.497694e-05,-4.006399e+00,6.538902e+00,6.875443e+00
4.550000e-11,1.471307e-05,-1.075988e-03,8.030003e-05,1.730436e-05,-4.316733e+00,6.560786e+00,6.880339e+00
4.560000e-11,1.813257e-05,-1.175080e-03,1.020592e-04,1.963105e-05,-4.658212e+00,6.588754e+00,6.885947e+00
4.570000e-11,2.169186e-05,-1.246415e-03,1.264714e-04,2.206692e-05,-5.024524e+00,6.623696e+00,6.892287e+00
4.580000e-11,2.539140e-05,-1.272511e-03,1.524620e-04,2.472156e-05,-5.404399e+00,6.666228e+00,6.899408e+00
4.590000e-11,2.921591e-05,-1.239635e-03,1.785628e-04,2.768266e-05,-5.782135e+00,6.716576e+00,6.907389e+00
4.600000e-11,3.313150e-05,-1.142725e-03,2.029569e-04,3.099555e-05,-6.139528e+00,6.774472e+00,6.916328e+00
4.610000e-11,3.708402e-05,-9.872505e-04,2.236058e-04,3.464728e-05,-6.458646e+00,6.839066e+00,6.926327e+00
4.620000e-11,4.099724e-05,-7.871964e-04,2.384454e-04,3.855739e-05,-6.724480e+00,6.908899e+00,6.937470e+00
4.630000e-11,4.477022e-05,-5.608372e-04,2.456137e-04,4.257620e-05,-6.926699e+00,6.981930e+00,6.949809e+00
4.640000e-11,4.827546e-05,-3.267272e-04,2.436632e-04,4.649047e-05,-7.060290e+00,7.055633e+00,6.963339e+00
4.650000e-11,5.135959e-05,-1.012709e-04,2.317172e-04,5.003562e-05,-7.125335e+00,7.127139e+00,6.977985e+00
4.660000e-11,5.384812e-05,1.020900e-04,2.095543e-04,5.291333e-05,-7.126337e+00,7.193424e+00,6.993586e+00
4.670000e-11,5.555429e-05,2.727610e-04,1.776231e-04,5.481313e-05,-7.071417e+00,7.251499e+00,7.009889e+00
4.680000e-11,5.629144e-05,4.027086e-04,1.370076e-04,5.543652e-05,-6.971535e+00,7.298611e+00,7.026554e+00
4.690000e-11,5.588727e-05,4.864774e-04,8.936606e-05,5.452168e-05,-6.839695e+00,7.332418e+00,7.043153e+00
4.700000e-11,5.419883e-05,5.215787e-04,3.685995e-05,5.186714e-05,-6.690093e+00,7.351154e+00,7.059193e+00
4.710000e-11,5.112702e-05,5.089780e-04,-1.792163e-05,4.735272e-05,-6.537123e+00,7.353769e+00,7.074131e+00
4.720000e-11,4.662987e-05,4.532764e-04,-7.204957e-05,4.095643e-05,-6.394313e+00,7.340045e+00,7.087407e+00
4.730000e-11,4.073391e-05,3.623361e-04,-1.223691e-04,3.276663e-05,-6.273311e+00,7.310683e+00,7.098470e+00
4.740000e-11,3.354286e-05,2.463933e-04,-1.656574e-04,2.298870e-05,-6.183066e+00,7.267338e+00,7.106815e+00
4.750000e-11,2.524251e-05,1.169187e-04,-1.988344e-04,1.194611e-05,-6.129300e+00,7.212612e+00,7.112016e+00
4.760000e-11,1.610064e-05,-1.449368e-05,-2.192240e-04,7.511980e-08,-6.114314e+00,7.149962e+00,7.113765e+00
4.770000e-11,6.460973e-06,-1.370584e-04,-2.248433e-04,-1.208747e-05,-6.137082e+00,7.083533e+00,7.111900e+00
4.780000e-11,-3.269356e-06,-2.415386e-04,-2.146782e-04,-2.392462e-05,-6.193600e+00,7.017902e+00,7.106431e+00
4.790000e-11,-1.263850e-05,-3.208412e-04,-1.888935e-04,-3.476815e-05,-6.277432e+00,6.957761e+00,7.097566e+00
4.800000e-11,-2.117386e-05,-3.704740e-04,-1.489288e-04,-4.393661e-05,-6.380422e+00,6.907546e+00,7.085710e+00
4.810000e-11,-2.840986e-05,-3.888047e-04,-9.744829e-05,-5.078110e-05,-6.493512e+00,6.871068e+00,7.071472e+00
4.820000e-11,-3.391792e-05,-3.770289e-04,-3.814284e-05,-5.473631e-05,-6.607583e+00,6.851182e+00,7.055638e+00
4.830000e-11,-3.733666e-05,-3.388108e-04,2.459333e-05,-5.537279e-05,-6.714239e+00,6.849535e+00,7.039143e+00
4.840000e-11,-3.840053e-05,-2.796547e-04,8.606982e-05,-5.244513e-05,-6.806441e+00,6.866421e+00,7.023021e+00
4.850000e-11,-3.696438e-05,-2.061484e-04,1.417394e-04,-4.593015e-05,-6.878934e+00,6.900762e+00,7.008343e+00
4.860000e-11,-3.302190e-05,-1.252343e-04,1.876155e-04,-3.604946e-05,-6.928467e+00,6.950214e+00,6.996148e+00
4.870000e-11,-2.671552e-05,-4.361131e-05,2.206166e-04,-2.327198e-05,-6.953812e+00,7.011388e+00,6.987368e+00
4.880000e-11,-1.833644e-05,3.269569e-05,2.387941e-04,-8.294169e-06,-6.955638e+00,7.080151e+00,6.982762e+00
4.890000e-11,-8.313806e-06,9.862556e-05,2.414216e-04,8.001753e-06,-6.936267e+00,7.151977e+00,6.982847e+00
4.900000e-11,2.806590e-06,1.502752e-04,2.289443e-04,2.460815e-05,-6.899370e+00,7.222296e+00,6.987861e+00
4.910000e-11,1.439292e-05,1.850365e-04,2.028183e-04,4.046535e-05,-6.849588e+00,7.286821e+00,6.997729e+00
4.920000e-11,2.576530e-05,2.016866e-04,1.652842e-04,5.454057e-05,-6.792138e+00,7.341810e+00,7.012066e+00
4.930000e-11,3.623855e-05,2.004161e-04,1.191218e-04,6.590441e-05,-6.732390e+00,7.384270e+00,7.030196e+00
4.940000e-11,4.516644e-05,1.827684e-04,6.742659e-05,7.379756e-05,-6.675451e+00,7.412082e+00,7.051188e+00
4.950000e-11,5.198442e-05,1.514724e-04,1.342392e-05,7.768204e-05,-6.625788e+00,7.424072e+00,7.073921e+00
4.960000e-11,5.624720e-05,1.101711e-04,-3.967557e-05,7.727343e-05,-6.586916e+00,7.420032e+00,7.097152e+00
4.970000e-11,5.765856e-05,6.307167e-05,-8.879480e-05,7.255350e-05,-6.561183e+00,7.400698e+00,7.119593e+00
4.980000e-11,5.609109e-05,1.455677e-05,-1.311020e-04,6.376462e-05,-6.549656e+00,7.367696e+00,7.139990e+00
4.990000e-11,5.159460e-05,-3.119979e-05,-1.641323e-04,5.138907e-05,-6.552134e+00,7.323447e+00,7.157199e+00
5.000000e-11,4.439316e-05,-7.057594e-05,-1.859264e-04,3.611690e-05,-6.567256e+00,7.271035e+00,7.170251e+00
5.010000e-11,3.487129e-05,-1.007729e-04,-1.951793e-04,1.880587e-05,-6.592711e+00,7.214027e+00,7.178412e+00
5.020000e-11,2.355100e-05,-1.199950e-04,-1.913784e-04,4.356175e-07,-6.625503e+00,7.156257e+00,7.181220e+00
5.030000e-11,1.106136e-05,-1.275254e-04,-1.749002e-04,-1.794227e-05,-6.662266e+00,7.101571e+00,7.178521e+00
5.040000e-11,-1.897222e-06,-1.236986e-04,-1.470365e-04,-3.525801e-05,-6.699578e+00,7.053557e+00,7.170480e+00
5.050000e-11,-1.459216e-05,-1.097784e-04,-1.099301e-04,-5.048085e-05,-6.734253e+00,7.015284e+00,7.157573e+00
5.060000e-11,-2.629953e-05,-8.776640e-05,-6.641674e-05,-6.267868e-05,-6.763590e+00,6.989072e+00,7.140575e+00
5.070000e-11,-3.634506e-05,-6.016600e-05,-1.978833e-05,-7.107795e-05,-6.785557e+00,6.976327e+00,7.120510e+00
5.080000e-11,-4.414360e-05,-2.973217e-05,2.649434e-05,-7.512010e-05,-6.798902e+00,6.977445e+00,7.098605e+00
5.090000e-11,-4.923534e-05,7.706243e-07,6.910464e-05,-7.450913e-05,-6.803194e+00,6.991816e+00,7.076210e+00
5.100000e-11,-5.131655e-05,2.878545e-05,1.051322e-04,-6.924454e-05,-6.798794e+00,7.017903e+00,7.054718e+00
5.110000e-11,-5.026244e-05,5.214484e-05,1.323123e-04,-5.963410e-05,-6.786764e+00,7.053401e+00,7.035474e+00
5.120000e-11,-4.613974e-05,6.921114e-05,1.491779e-04,-4.628262e-05,-6.768734e+00,7.095453e+00,7.019684e+00
5.130000e-11,-3.920705e-05,7.897062e-05,1.551236e-04,-3.005553e-05,-6.746727e+00,7.140893e+00,7.008332e+00
5.140000e-11,-2.990184e-05,8.107738e-05,1.503815e-04,-1.201927e-05,-6.722968e+00,7.186502e+00,7.002114e+00
5.150000e-11,-1.881418e-05,7.584463e-05,1.359233e-04,6.636711e-06,-6.699684e+00,7.229239e+00,7.001385e+00
5.160000e-11,-6.648478e-06,6.418381e-05,1.133135e-04,2.468868e-05,-6.678922e+00,7.266439e+00,7.006144e+00
5.170000e-11,5.823947e-06,4.749682e-05,8.453736e-05,4.096966e-05,-6.662379e+00,7.295963e+00,7.016029e+00
5.180000e-11,1.781783e-05,2.753126e-05,5.182785e-05,5.445391e-05,-6.651288e+00,7.316304e+00,7.030355e+00
5.190000e-11,2.858800e-05,6.212576e-06,1.750673e-05,6.432710e-05,-6.646333e+00,7.326630e+00,7.048161e+00
5.200000e-11,3.747993e-05,-1.453059e-05,-1.615387e-05,7.003666e-05,-6.647624e+00,7.326800e+00,7.068283e+00
5.210000e-11,4.397251e-05,-3.293190e-05,-4.704887e-05,7.131914e-05,-6.654726e+00,7.317326e+00,7.089438e+00
5.220000e-11,4.770984e-05,-4.752899e-05,-7.334047e-05,6.820459e-05,-6.666721e+00,7.299311e+00,7.110305e+00
5.230000e-11,4.851980e-05,-5.726995e-05,-9.354477e-05,6.100003e-05,-6.682320e+00,7.274357e+00,7.129618e+00
5.240000e-11,4.641894e-05,-6.157726e-05,-1.066056e-04,5.025600e-05,-6.699994e+00,7.244444e+00,7.146236e+00
5.250000e-11,4.160434e-05,-6.036659e-05,-1.119528e-04,3.672108e-05,-6.718113e+00,7.211795e+00,7.159214e+00
5.260000e-11,3.443419e-05,-5.402217e-05,-1.095370e-04,2.128872e-05,-6.735096e+00,7.178723e+00,7.167852e+00
5.270000e-11,2.539956e-05,-4.333496e-05,-9.983501e-05,4.940503e-06,-6.749536e+00,7.147476e+00,7.171732e+00
5.280000e-11,1.509010e-05,-2.941210e-05,-8.381623e-05,-1.131178e-05,-6.760307e+00,7.120081e+00,7.170734e+00
5.290000e-11,4.156025e-06,-1.356800e-05,-6.286974e-05,-2.648301e-05,-6.766646e+00,7.098214e+00,7.165037e+00
5.300000e-11,-6.731265e-06,2.792931e-06,-3.869423e-05,-3.966937e-05,-6.768193e+00,7.083087e+00,7.155102e+00
5.310000e-11,-1.691832e-05,1.829258e-05,-1.316006e-05,-5.009923e-05,-6.765003e+00,7.075379e+00,7.141642e+00
5.320000e-11,-2.580688e-05,3.168673e-05,1.184288e-05,-5.717824e-05,-6.757521e+00,7.075209e+00,7.125573e+00
5.330000e-11,-3.288781e-05,4.195707e-05,3.455592e-05,-6.052615e-05,-6.746528e+00,7.082152e+00,7.107956e+00
5.340000e-11,-3.777025e-05,4.838230e-05,5.348523e-05,-6.000212e-05,-6.733063e+00,7.095301e+00,7.089929e+00
5.350000e-11,-4.020442e-05,5.058375e-05,6.750546e-05,-5.571548e-05,-6.718328e+00,7.113358e+00,7.072633e+00
5.360000e-11,-4.009632e-05,4.854277e-05,7.592468e-05,-4.801979e-05,-6.703583e+00,7.134757e+00,7.057141e+00
5.370000e-11,-3.751301e-05,4.258860e-05,7.850712e-05,-3.748890e-05,-6.690041e+00,7.157793e+00,7.044383e+00
5.380000e-11,-3.267749e-05,3.335824e-05,7.545584e-05,-2.487615e-05,-6.678769e+00,7.180757e+00,7.035091e+00
5.390000e-11,-2.595289e-05,2.173196e-05,6.736136e-05,-1.105945e-05,-6.670610e+00,7.202057e+00,7.029753e+00
5.400000e-11,-1.781681e-05,8.750781e-06,5.512591e-05,3.023290e-06,-6.666117e+00,7.220324e+00,7.028587e+00
5.410000e-11,-8.827427e-06,-4.476497e-06,3.987301e-05,1.644253e-05,-6.665527e+00,7.234490e+00,7.031528e+00
5.420000e-11,4.160632e-07,-1.686802e-05,2.285205e-05,2.834332e-05,-6.668747e+00,7.243841e+00,7.038250e+00
5.430000e-11,9.315378e-06,-2.745695e-05,5.345222e-06,3.800346e-05,-6.675382e+00,7.248041e+00,7.048189e+00
5.440000e-11,1.731412e-05,-3.546548e-05,-1.141805e-05,4.487904e-05,-6.684778e+00,7.247128e+00,7.060594e+00
5.450000e-11,2.393436e-05,-4.035908e-05,-2.633588e-05,4.863410e-05,-6.696085e+00,7.241488e+00,7.074580e+00
5.460000e-11,2.880618e-05,-4.187751e-05,-3.849598e-05,4.915325e-05,-6.708338e+00,7.231811e+00,7.089199e+00
5.470000e-11,3.168790e-05,-4.004143e-05,-4.722351e-05,4.653751e-05,-6.720533e+00,7.219019e+00,7.103499e+00
5.480000e-11,3.247635e-05,-3.513592e-05,-5.211328e-05,4.108555e-05,-6.731715e+00,7.204198e+00,7.116589e+00
5.490000e-11,3.120687e-05,-2.767398e-05,-5.304503e-05,3.326308e-05,-6.741049e+00,7.188513e+00,7.127690e+00
5.500000e-11,2.804397e-05,-1.834452e-05,-5.018021e-05,2.366405e-05,-6.747876e+00,7.173119e+00,7.136184e+00
5.510000e-11,2.326428e-05,-7.950165e-06,-4.394006e-05,1.296680e-05,-6.751762e+00,7.159087e+00,7.141642e+00
5.520000e-11,1.723343e-05,2.659854e-06,-3.496568e-05,1.888470e-06,-6.752519e+00,7.147327e+00,7.143844e+00
5.530000e-11,1.037909e-05,1.265655e-05,-2.406257e-05,-8.860046e-06,-6.750207e+00,7.138532e+00,7.142783e+00
5.540000e-11,3.161825e-06,2.129316e-05,-1.213391e-05,-1.861640e-05,-6.745123e+00,7.133143e+00,7.138658e+00
5.550000e-11,-3.954246e-06,2.795831e-05,-1.082500e-07,-2.680472e-05,-6.737765e+00,7.131325e+00,7.131853e+00
5.560000e-11,-1.052973e-05,3.221711e-05,1.113221e-05,-3.296763e-05,-6.728786e+00,7.132973e+00,7.122907e+00
5.570000e-11,-1.617565e-05,3.383745e-05,2.081631e-05,-3.679092e-05,-6.718939e+00,7.137740e+00,7.112472e+00
5.580000e-11,-2.057542e-05,3.280028e-05,2.833631e-05,-3.811948e-05,-6.709012e+00,7.145069e+00,7.101272e+00
5.590000e-11,-2.350206e-05,2.929302e-05,3.328387e-05,-3.696336e-05,-6.699769e+00,7.154254e+00,7.090051e+00
5.600000e-11,-2.482967e-05,2.368718e-05,3.546775e-05,-3.349326e-05,-6.691890e+00,7.164500e+00,7.079526e+00
5.610000e-11,-2.453846e-05,1.650215e-05,3.491307e-05,-2.802536e-05,-6.685921e+00,7.174988e+00,7.070341e+00
5.620000e-11,-2.271300e-05,8.358483e-06,3.184387e-05,-2.099635e-05,-6.682238e+00,7.184935e+00,7.063026e+00
5.630000e-11,-1.953360e-05,-7.515672e-08,2.665211e-05,-1.293033e-05,-6.681026e+00,7.193649e+00,7.057968e+00
5.640000e-11,-1.526151e-05,-8.136788e-06,1.985676e-05,-4.400086e-06,-6.682270e+00,7.200576e+00,7.055391e+00
5.650000e-11,-1.021889e-05,-1.522297e-05,1.205730e-05,4.014226e-06,-6.685768e+00,7.205328e+00,7.055345e+00
5.660000e-11,-4.765035e-06,-2.083355e-05,3.885428e-06,1.176552e-05,-6.691154e+00,7.207699e+00,7.057713e+00
5.670000e-11,7.292493e-07,-2.460586e-05,-4.041732e-06,1.837625e-05,-6.697934e+00,7.207670e+00,7.062225e+00
5.680000e-11,5.907154e-06,-2.633625e-05,-1.116386e-05,2.346821e-05,-6.705529e+00,7.205399e+00,7.068483e+00
5.690000e-11,1.044936e-05,-2.598779e-05,-1.701310e-05,2.678341e-05,-6.713325e+00,7.201196e+00,7.075994e+00
5.700000e-11,1.409379e-05,-2.368448e-05,-2.124132e-05,2.819535e-05,-6.720721e+00,7.195492e+00,7.084209e+00
5.710000e-11,1.665029e-05,-1.969336e-05,-2.363788e-05,2.771009e-05,-6.727176e+00,7.188802e+00,7.092561e+00
5.720000e-11,1.800958e-05,-1.439668e-05,-2.413716e-05,2.545820e-05,-6.732244e+00,7.181683e+00,7.100502e+00
5.730000e-11,1.814600e-05,-8.256973e-06,-2.281563e-05,2.167868e-05,-6.735606e+00,7.174688e+00,7.107540e+00
5.740000e-11,1.711459e-05,-1.778112e-06,-1.987903e-05,1.669685e-05,-6.737087e+00,7.168330e+00,7.113269e+00
5.750000e-11,1.504282e-05,4.534554e-06,-1.564071e-05,1.089817e-05,-6.736662e+00,7.163042e+00,7.117386e+00
5.760000e-11,1.211828e-05,1.021209e-05,-1.049290e-05,4.700046e-06,-6.734452e+00,7.159154e+00,7.119710e+00
5.770000e-11,8.573227e-06,1.485532e-05,-4.873342e-06,-1.476614e-06,-6.730706e+00,7.156871e+00,7.120186e+00
5.780000e-11,4.667274e-06,1.816152e-05,7.700509e-07,-7.234224e-06,-6.725778e+00,7.156265e+00,7.118879e+00
5.790000e-11,6.694385e-07,1.994277e-05,6.013540e-06,-1.222249e-05,-6.720096e+00,7.157282e+00,7.115968e+00
5.800000e-11,-3.159394e-06,2.013507e-05,1.048825e-05,-1.615827e-05,-6.714123e+00,7.159745e+00,7.111724e+00
5.810000e-11,-6.582569e-06,1.879772e-05,1.390490e-05,-1.884043e-05,-6.708324e+00,7.163383e+00,7.106493e+00
5.820000e-11,-9.401487e-06,1.610350e-05,1.607081e-05,-2.015899e-05,-6.703129e+00,7.167851e+00,7.100666e+00
5.830000e-11,-1.146642e-05,1.232044e-05,1.689853e-05,-2.009822e-05,-6.698902e+00,7.172764e+00,7.094652e+00
5.840000e-11,-1.268381e-05,7.787097e-06,1.640575e-05,-1.873348e-05,-6.695915e+00,7.177724e+00,7.088852e+00
5.850000e-11,-1.301970e-05,2.883404e-06,1.470733e-05,-1.622235e-05,-6.694335e+00,7.182357e+00,7.083633e+00
5.860000e-11,-1.249918e-05,-2.000469e-06,1.200057e-05,-1.279046e-05,-6.694214e+00,7.186333e+00,7.079302e+00
5.870000e-11,-1.120199e-05,-6.494600e-06,8.545501e-06,-8.713281e-06,-6.695489e+00,7.189389e+00,7.076094e+00
5.880000e-11,-9.254696e-06,-1.027679e-05,4.641895e-06,-4.295173e-06,-6.697996e+00,7.191348e+00,7.074154e+00
5.890000e-11,-6.820010e-06,-1.309496e-05,6.049833e-07,1.526662e-07,-6.701484e+00,7.192123e+00,7.073539e+00
5.900000e-11,-4.084153e-06,-1.478294e-05,-3.258341e-06,4.333786e-06,-6.705642e+00,7.191722e+00,7.074211e+00
5.910000e-11,-1.243165e-06,-1.526879e-05,-6.671253e-06,7.985948e-06,-6.710120e+00,7.190236e+00,7.076053e+00
5.920000e-11,1.510778e-06,-1.457540e-05,-9.405320e-06,1.089717e-05,-6.714566e+00,7.187836e+00,7.078875e+00
5.930000e-11,4.002084e-06,-1.281380e-05,-1.129438e-05,1.291736e-05,-6.718643e+00,7.184748e+00,7.082432e+00
5.940000e-11,6.082629e-06,-1.017015e-05,-1.224329e-05,1.396489e-05,-6.722063e+00,7.181239e+00,7.086446e+00
5.950000e-11,7.640118e-06,-6.887765e-06,-1.223112e-05,1.402802e-05,-6.724598e+00,7.177591e+00,7.090626e+00
5.960000e-11,8.603507e-06,-3.245868e-06,-1.130892e-05,1.316143e-05,-6.726100e+00,7.174085e+00,7.094686e+00
5.970000e-11,8.945262e-06,4.631914e-07,-9.592272e-06,1.147842e-05,-6.726507e+00,7.170973e+00,7.098364e+00
5.980000e-11,8.680547e-06,3.956486e-06,-7.249558e-06,9.139683e-06,-6.725841e+00,7.168467e+00,7.101441e+00
5.990000e-11,7.863591e-06,6.981202e-06,-4.486784e-06,6.339617e-06,-6.724205e+00,7.166723e+00,7.103751e+00
6.000000e-11,6.581684e-06,9.332073e-06,-1.530370e-06,3.291404e-06,-6.721770e+00,7.165831e+00,7.105188e+00
6.010000e-11,4.947395e-06,1.086446e-05,1.390756e-06,2.117555e-07,-6.718757e+00,7.165816e+00,7.105710e+00
6.020000e-11,3.089610e-06,1.150230e-05,4.062339e-06,-2.693562e-06,-6.715423e+00,7.166634e+00,7.105338e+00
6.030000e-11,1.144092e-06,1.124061e-05,6.299963e-06,-5.242615e-06,-6.712034e+00,7.168182e+00,7.104152e+00
6.040000e-11,-7.558449e-07,1.014250e-05,7.961135e-06,-7.287872e-06,-6.708850e+00,7.170311e+00,7.102281e+00
6.050000e-11,-2.487923e-06,8.331248e-06,8.953526e-06,-8.723943e-06,-6.706101e+00,7.172835e+00,7.099890e+00
6.060000e-11,-3.948283e-06,5.978127e-06,9.238981e-06,-9.492141e-06,-6.703974e+00,7.175547e+00,7.097170e+00
6.070000e-11,-5.057240e-06,3.287163e-06,8.833249e-06,-9.581737e-06,-6.702599e+00,7.178241e+00,7.094322e+00
6.080000e-11,-5.763140e-06,4.780894e-07,7.801753e-06,-9.027985e-06,-6.702044e+00,7.180719e+00,7.091544e+00
6.090000e-11,-6.044160e-06,-2.231102e-06,6.251974e-06,-7.907173e-06,-6.702311e+00,7.182812e+00,7.089017e+00
6.100000e-11,-5.908039e-06,-4.640632e-06,4.323252e-06,-6.329181e-06,-6.703340e+00,7.184385e+00,7.086892e+00
6.110000e-11,-5.389849e-06,-6.583202e-06,2.174906e-06,-4.428140e-06,-6.705016e+00,7.185350e+00,7.085287e+00
6.120000e-11,-4.548051e-06,-7.935061e-06,-2.636150e-08,-2.351934e-06,-6.707182e+00,7.185666e+00,7.084275e+00
6.130000e-11,-3.459198e-06,-8.623182e-06,-2.118841e-06,-2.513271e-07,-6.709651e+00,7.185342e+00,7.083887e+00
6.140000e-11,-2.211689e-06,-8.628204e-06,-3.957134e-06,1.730505e-06,-6.712222e+00,7.184433e+00,7.084108e+00
6.150000e-11,-8.990860e-07,-7.983150e-06,-5.421682e-06,3.467312e-06,-6.714696e+00,7.183031e+00,7.084884e+00
6.160000e-11,3.865429e-07,-6.768263e-06,-6.425957e-06,4.857380e-06,-6.716892e+00,7.181263e+00,7.086127e+00
6.170000e-11,1.560773e-06,-5.102564e-06,-6.920933e-06,5.828967e-06,-6.718657e+00,7.179271e+00,7.087722e+00
6.180000e-11,2.552073e-06,-3.132965e-06,-6.896665e-06,6.343329e-06,-6.719881e+00,7.177210e+00,7.089539e+00
6.190000e-11,3.305844e-06,-1.021873e-06,-6.380995e-06,6.395262e-06,-6.720495e+00,7.175231e+00,7.091440e+00
6.200000e-11,3.787039e-06,1.065703e-06,-5.435627e-06,6.011294e-06,-6.720484e+00,7.173470e+00,7.093291e+00
6.210000e-11,3.981275e-06,2.974583e-06,-4.149942e-06,5.245826e-06,-6.719878e+00,7.172042e+00,7.094971e+00
6.220000e-11,3.894464e-06,4.570486e-06,-2.633137e-06,4.175614e-06,-6.718750e+00,7.171033e+00,7.096377e+00
6.230000e-11,3.551090e-06,5.749008e-06,-1.005311e-06,2.893102e-06,-6.717210e+00,7.170493e+00,7.097431e+00
6.240000e-11,2.991339e-06,6.441946e-06,6.117744e-07,1.499137e-06,-6.715391e+00,7.170437e+00,7.098086e+00
6.250000e-11,2.267363e-06,6.620645e-06,2.103571e-06,9.558861e-08,-6.713444e+00,7.170844e+00,7.098324e+00
6.260000e-11,1.438976e-06,6.296233e-06,3.370616e-06,-1.221606e-06,-6.711519e+00,7.171663e+00,7.098156e+00
6.270000e-11,5.691228e-07,5.516891e-06,4.334861e-06,-2.368562e-06,-6.709760e+00,7.172814e+00,7.097620e+00
6.280000e-11,-2.805707e-07,4.362478e-06,4.944089e-06,-3.278356e-06,-6.708290e+00,7.174199e+00,7.096777e+00
6.290000e-11,-1.053875e-06,2.937044e-06,5.174200e-06,-3.904493e-06,-6.707205e+00,7.175709e+00,7.095706e+00
6.300000e-11,-1.703411e-06,1.359872e-06,5.029328e-06,-4.222777e-06,-6.706568e+00,7.177231e+00,7.094493e+00
6.310000e-11,-2.193288e-06,-2.441872e-07,4.539922e-06,-4.231561e-06,-6.706405e+00,7.178658e+00,7.093232e+00
6.320000e-11,-2.500810e-06,-1.754332e-06,3.759063e-06,-3.950445e-06,-6.706706e+00,7.179895e+00,7.092011e+00
6.330000e-11,-2.617171e-06,-3.062653e-06,2.757391e-06,-3.417617e-06,-6.707427e+00,7.180866e+00,7.090912e+00
6.340000e-11,-2.547173e-06,-4.081558e-06,1.617104e-06,-2.686064e-06,-6.708494e+00,7.181517e+00,7.090001e+00
6.350000e-11,-2.308032e-06,-4.749305e-06,4.254946e-07,-1.819012e-06,-6.709812e+00,7.181820e+00,7.089329e+00
6.360000e-11,-1.927403e-06,-5.033307e-06,-7.314655e-07,-8.849277e-07,-6.711271e+00,7.181773e+00,7.088926e+00
6.370000e-11,-1.440821e-06,-4.931084e-06,-1.775079e-06,4.753255e-08,-6.712756e+00,7.181398e+00,7.088801e+00
6.380000e-11,-8.887522e-07,-4.468928e-06,-2.639009e-06,9.142755e-07,-6.714156e+00,7.180738e+00,7.088945e+00
6.390000e-11,-3.134915e-07,-3.698486e-06,-3.273213e-06,1.659907e-06,-6.715372e+00,7.179855e+00,7.089329e+00
6.400000e-11,2.438641e-07,-2.691653e-06,-3.646507e-06,2.241003e-06,-6.716323e+00,7.178822e+00,7.089911e+00
6.410000e-11,7.461701e-07,-1.534226e-06,-3.747668e-06,2.628335e-06,-6.716950e+00,7.177719e+00,7.090637e+00
6.420000e-11,1.162536e-06,-3.188693e-07,-3.585081e-06,2.807971e-06,-6.717224e+00,7.176625e+00,7.091448e+00
6.430000e-11,1.470042e-06,8.620610e-07,-3.185029e-06,2.781235e-06,-6.717141e+00,7.175615e+00,7.092282e+00
6.440000e-11,1.654799e-06,1.923306e-06,-2.588822e-06,2.563617e-06,-6.716723e+00,7.174754e+00,7.093079e+00
6.450000e-11,1.712301e-06,2.792620e-06,-1.849034e-06,2.182774e-06,-6.716019e+00,7.174092e+00,7.093787e+00
6.460000e-11,1.647124e-06,3.415438e-06,-1.025161e-06,1.675817e-06,-6.715092e+00,7.173664e+00,7.094362e+00
6.470000e-11,1.472002e-06,3.758008e-06,-1.790401e-07,1.086134e-06,-6.714022e+00,7.173485e+00,7.094774e+00
6.480000e-11,1.206416e-06,3.808843e-06,6.296233e-07,4.599869e-07,-6.712893e+00,7.173553e+00,7.095005e+00
6.490000e-11,8.748008e-07,3.578458e-06,1.347313e-06,-1.568679e-07,-6.711792e+00,7.173848e+00,7.095050e+00
6.500000e-11,5.045408e-07,3.097510e-06,1.930070e-06,-7.222977e-07,-6.710798e+00,7.174338e+00,7.094918e+00
6.510000e-11,1.238844e-07,2.413538e-06,2.345986e-06,-1.200464e-06,-6.709977e+00,7.174976e+00,7.094631e+00
6.520000e-11,-2.400582e-07,1.586624e-06,2.576672e-06,-1.563887e-06,-6.709383e+00,7.175711e+00,7.094219e+00
6.530000e-11,-5.631112e-07,6.843435e-07,2.617702e-06,-1.794804e-06,-6.709046e+00,7.176486e+00,7.093718e+00
