time,"V(T)","V(N0)","V(2)","V(6)","V(8)","V(9)","V(13)","V(Q1)","V(Q2)"
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.000000e-14,1.236326e-05,9.368428e-06,1.154576e-05,1.219654e-05,1.492602e-05,1.680826e-05,1.238291e-05,1.352222e-05,1.591884e-05
2.000000e-14,8.459448e-06,6.629786e-06,8.162043e-06,8.543412e-06,1.015204e-05,1.130110e-05,8.332605e-06,9.302469e-06,1.068183e-05
3.000000e-14,8.623231e-06,6.907844e-06,8.495294e-06,8.841639e-06,1.032261e-05,1.138492e-05,8.402790e-06,9.516430e-06,1.074997e-05
4.000000e-14,8.788638e-06,7.179327e-06,8.817665e-06,9.132020e-06,1.050993e-05,1.147897e-05,8.483259e-06,9.730135e-06,1.083166e-05
5.000000e-14,8.956475e-06,7.445727e-06,9.130737e-06,9.415667e-06,1.071450e-05,1.158348e-05,8.574203e-06,9.944623e-06,1.092707e-05
6.000000e-14,9.127515e-06,7.708519e-06,9.436098e-06,9.693711e-06,1.093675e-05,1.169856e-05,8.675750e-06,1.016089e-05,1.103629e-05
7.000000e-14,9.302483e-06,7.969110e-06,9.735273e-06,9.967243e-06,1.117701e-05,1.182433e-05,8.788002e-06,1.037989e-05,1.115937e-05
8.000000e-14,9.482054e-06,8.228821e-06,1.002970e-05,1.023730e-05,1.143559e-05,1.196087e-05,8.911046e-06,1.060248e-05,1.129632e-05
9.000000e-14,9.666855e-06,8.488884e-06,1.032073e-05,1.050487e-05,1.171277e-05,1.210825e-05,9.044955e-06,1.082948e-05,1.144716e-05
1.000000e-13,9.857467e-06,8.750445e-06,1.060963e-05,1.077087e-05,1.200878e-05,1.226653e-05,9.189794e-06,1.106164e-05,1.161189e-05
1.100000e-13,1.005443e-05,9.014564e-06,1.089757e-05,1.103616e-05,1.232384e-05,1.243575e-05,9.345619e-06,1.129965e-05,1.179050e-05
1.200000e-13,1.025822e-05,9.282224e-06,1.118564e-05,1.130156e-05,1.265812e-05,1.261593e-05,9.512475e-06,1.154414e-05,1.198296e-05
1.300000e-13,1.046931e-05,9.554329e-06,1.147485e-05,1.156784e-05,1.301179e-05,1.280710e-05,9.690400e-06,1.179568e-05,1.218925e-05
1.400000e-13,1.068809e-05,9.831711e-06,1.176616e-05,1.183569e-05,1.338496e-05,1.300925e-05,9.879423e-06,1.205480e-05,1.240931e-05
1.500000e-13,1.091494e-05,1.011513e-05,1.206042e-05,1.210579e-05,1.377774e-05,1.322239e-05,1.007956e-05,1.232199e-05,1.264310e-05
1.600000e-13,1.115020e-05,1.040529e-05,1.235845e-05,1.237873e-05,1.419019e-05,1.344647e-05,1.029084e-05,1.259766e-05,1.289053e-05
1.700000e-13,1.139418e-05,1.070282e-05,1.266097e-05,1.265510e-05,1.462237e-05,1.368148e-05,1.051324e-05,1.288223e-05,1.315155e-05
1.900000e-13,1.190929e-05,1.132221e-05,1.328216e-05,1.322018e-05,1.554597e-05,1.418405e-05,1.099142e-05,1.347934e-05,1.371394e-05
2.000000e-13,1.218088e-05,1.164505e-05,1.360201e-05,1.350981e-05,1.603736e-05,1.445149e-05,1.124716e-05,1.379247e-05,1.401511e-05
2.100000e-13,1.246207e-05,1.197722e-05,1.392873e-05,1.380473e-05,1.654842e-05,1.472959e-05,1.151398e-05,1.411564e-05,1.432944e-05
2.200000e-13,1.275301e-05,1.231908e-05,1.426278e-05,1.410530e-05,1.707908e-05,1.501827e-05,1.179182e-05,1.444904e-05,1.465680e-05
2.300000e-13,1.305381e-05,1.267093e-05,1.460457e-05,1.441186e-05,1.762924e-05,1.531742e-05,1.208066e-05,1.479286e-05,1.499707e-05
2.400000e-13,1.336459e-05,1.303306e-05,1.495447e-05,1.472471e-05,1.819880e-05,1.562693e-05,1.238043e-05,1.514721e-05,1.535007e-05
2.500000e-13,1.368541e-05,1.340567e-05,1.531280e-05,1.504412e-05,1.878763e-05,1.594668e-05,1.269109e-05,1.551222e-05,1.571567e-05
2.600000e-13,1.401633e-05,1.378897e-05,1.567985e-05,1.537032e-05,1.939555e-05,1.627653e-05,1.301256e-05,1.588796e-05,1.609370e-05
2.700000e-13,1.435737e-05,1.418308e-05,1.605586e-05,1.570353e-05,2.002242e-05,1.661634e-05,1.334478e-05,1.627448e-05,1.648398e-05
2.800000e-13,1.470853e-05,1.458814e-05,1.644104e-05,1.604391e-05,2.066802e-05,1.696595e-05,1.368767e-05,1.667182e-05,1.688632e-05
2.900000e-13,1.506981e-05,1.500420e-05,1.683556e-05,1.639162e-05,2.133215e-05,1.732521e-05,1.404115e-05,1.707997e-05,1.730054e-05
3.000000e-13,1.544118e-05,1.543132e-05,1.723955e-05,1.674678e-05,2.201459e-05,1.769395e-05,1.440512e-05,1.749893e-05,1.772643e-05
3.100000e-13,1.582258e-05,1.586950e-05,1.765313e-05,1.710950e-05,2.271509e-05,1.807198e-05,1.477949e-05,1.792865e-05,1.816379e-05
3.200000e-13,1.621395e-05,1.631873e-05,1.807636e-05,1.747984e-05,2.343338e-05,1.845912e-05,1.516415e-05,1.836906e-05,1.861240e-05
3.300000e-13,1.661520e-05,1.677896e-05,1.850930e-05,1.785786e-05,2.416920e-05,1.885517e-05,1.555900e-05,1.882011e-05,1.907203e-05
3.400000e-13,1.702623e-05,1.725012e-05,1.895196e-05,1.824359e-05,2.492225e-05,1.925993e-05,1.596393e-05,1.928167e-05,1.954246e-05
3.500000e-13,1.744693e-05,1.773212e-05,1.940435e-05,1.863703e-05,2.569221e-05,1.967319e-05,1.637880e-05,1.975365e-05,2.002344e-05
3.600000e-13,1.787717e-05,1.822484e-05,1.986642e-05,1.903818e-05,2.647878e-05,2.009472e-05,1.680349e-05,2.023591e-05,2.051474e-05
3.700000e-13,1.831680e-05,1.872812e-05,2.033813e-05,1.944700e-05,2.728161e-05,2.052431e-05,1.723788e-05,2.072829e-05,2.101609e-05
3.800000e-13,1.876567e-05,1.924182e-05,2.081940e-05,1.986344e-05,2.810036e-05,2.096171e-05,1.768182e-05,2.123065e-05,2.152723e-05
3.900000e-13,1.922362e-05,1.976575e-05,2.131013e-05,2.028744e-05,2.893466e-05,2.140670e-05,1.813518e-05,2.174280e-05,2.204791e-05
4.000000e-13,1.969046e-05,2.029970e-05,2.181022e-05,2.071891e-05,2.978413e-05,2.185902e-05,1.859780e-05,2.226456e-05,2.257785e-05
4.100000e-13,2.016600e-05,2.084347e-05,2.231951e-05,2.115775e-05,3.064840e-05,2.231842e-05,1.906954e-05,2.279572e-05,2.311676e-05
4.200000e-13,2.065004e-05,2.139682e-05,2.283787e-05,2.160385e-05,3.152707e-05,2.278464e-05,1.955023e-05,2.333606e-05,2.366438e-05
4.300000e-13,2.114238e-05,2.195949e-05,2.336513e-05,2.205708e-05,3.241972e-05,2.325743e-05,2.003971e-05,2.388537e-05,2.422041e-05
4.400000e-13,2.164279e-05,2.253124e-05,2.390110e-05,2.251729e-05,3.332593e-05,2.373652e-05,2.053783e-05,2.444341e-05,2.478455e-05
4.500000e-13,2.215105e-05,2.311178e-05,2.444558e-05,2.298433e-05,3.424529e-05,2.422162e-05,2.104440e-05,2.500993e-05,2.535651e-05
4.600000e-13,2.266692e-05,2.370082e-05,2.499836e-05,2.345804e-05,3.517734e-05,2.471247e-05,2.155925e-05,2.558467e-05,2.593598e-05
4.700000e-13,2.319016e-05,2.429807e-05,2.555923e-05,2.393823e-05,3.612165e-05,2.520878e-05,2.208220e-05,2.616738e-05,2.652266e-05
4.800000e-13,2.372052e-05,2.490323e-05,2.612794e-05,2.442472e-05,3.707775e-05,2.571027e-05,2.261307e-05,2.675777e-05,2.711623e-05
4.900000e-13,2.425775e-05,2.551596e-05,2.670424e-05,2.491730e-05,3.804519e-05,2.621665e-05,2.315167e-05,2.735558e-05,2.771638e-05
5.000000e-13,2.480158e-05,2.613596e-05,2.728789e-05,2.541576e-05,3.902349e-05,2.672762e-05,2.369781e-05,2.796050e-05,2.832278e-05
5.100000e-13,2.535174e-05,2.676288e-05,2.787861e-05,2.591990e-05,4.001217e-05,2.724289e-05,2.425129e-05,2.857226e-05,2.893511e-05
5.200000e-13,2.590796e-05,2.739638e-05,2.847612e-05,2.642947e-05,4.101074e-05,2.776216e-05,2.481193e-05,2.919055e-05,2.955305e-05
5.300000e-13,2.646997e-05,2.803612e-05,2.908015e-05,2.694426e-05,4.201872e-05,2.828513e-05,2.537950e-05,2.981506e-05,3.017627e-05
5.400000e-13,2.703748e-05,2.868174e-05,2.969041e-05,2.746400e-05,4.303561e-05,2.881149e-05,2.595381e-05,3.044548e-05,3.080443e-05
5.500000e-13,2.761020e-05,2.933290e-05,3.030659e-05,2.798847e-05,4.406090e-05,2.934094e-05,2.653465e-05,3.108150e-05,3.143720e-05
5.600000e-13,2.818786e-05,2.998922e-05,3.092839e-05,2.851740e-05,4.509408e-05,2.987317e-05,2.712181e-05,3.172279e-05,3.207424e-05
5.700000e-13,2.877016e-05,3.065035e-05,3.155550e-05,2.905054e-05,4.613465e-05,3.040788e-05,2.771508e-05,3.236904e-05,3.271521e-05
5.800000e-13,2.935680e-05,3.131592e-05,3.218761e-05,2.958761e-05,4.718209e-05,3.094474e-05,2.831423e-05,3.301992e-05,3.335977e-05
5.900000e-13,2.994748e-05,3.198555e-05,3.282439e-05,3.012835e-05,4.823587e-05,3.148346e-05,2.891904e-05,3.367509e-05,3.400758e-05
6.000000e-13,3.054192e-05,3.265888e-05,3.346553e-05,3.067250e-05,4.929547e-05,3.202371e-05,2.952930e-05,3.433422e-05,3.465829e-05
6.100000e-13,3.113980e-05,3.333554e-05,3.411070e-05,3.121976e-05,5.036036e-05,3.256519e-05,3.014477e-05,3.499697e-05,3.531156e-05
6.200000e-13,3.174084e-05,3.401514e-05,3.475957e-05,3.176986e-05,5.143002e-05,3.310759e-05,3.076524e-05,3.566301e-05,3.596705e-05
6.300000e-13,3.234472e-05,3.469733e-05,3.541181e-05,3.232252e-05,5.250391e-05,3.365058e-05,3.139046e-05,3.633200e-05,3.662440e-05
6.400000e-13,3.295114e-05,3.538172e-05,3.606707e-05,3.287745e-05,5.358150e-05,3.419386e-05,3.202021e-05,3.700360e-05,3.728328e-05
6.500000e-13,3.355980e-05,3.606795e-05,3.672504e-05,3.343436e-05,5.466226e-05,3.473712e-05,3.265426e-05,3.767746e-05,3.794332e-05
6.600000e-13,3.417039e-05,3.675564e-05,3.738536e-05,3.399297e-05,5.574565e-05,3.528005e-05,3.329236e-05,3.835324e-05,3.860420e-05
6.700000e-13,3.478262e-05,3.744442e-05,3.804771e-05,3.455298e-05,5.683113e-05,3.582233e-05,3.393429e-05,3.903059e-05,3.926556e-05
6.800000e-13,3.539619e-05,3.813393e-05,3.871174e-05,3.511411e-05,5.791817e-05,3.636367e-05,3.457979e-05,3.970919e-05,3.992706e-05
6.900000e-13,3.601078e-05,3.882380e-05,3.937712e-05,3.567606e-05,5.900624e-05,3.690374e-05,3.522864e-05,4.038867e-05,4.058835e-05
7.000000e-13,3.662610e-05,3.951368e-05,4.004351e-05,3.623854e-05,6.009478e-05,3.744226e-05,3.588059e-05,4.106870e-05,4.124908e-05
7.100000e-13,3.724184e-05,4.020319e-05,4.071058e-05,3.680126e-05,6.118329e-05,3.797891e-05,3.653538e-05,4.174894e-05,4.190893e-05
7.200000e-13,3.785772e-05,4.089199e-05,4.137798e-05,3.736393e-05,6.227121e-05,3.851340e-05,3.719279e-05,4.242905e-05,4.256754e-05
7.300000e-13,3.847344e-05,4.157972e-05,4.204539e-05,3.792626e-05,6.335802e-05,3.904542e-05,3.785257e-05,4.310868e-05,4.322458e-05
7.400000e-13,3.908870e-05,4.226604e-05,4.271246e-05,3.848796e-05,6.444319e-05,3.957469e-05,3.851446e-05,4.378750e-05,4.387972e-05
7.500000e-13,3.970321e-05,4.295060e-05,4.337888e-05,3.904874e-05,6.552619e-05,4.010092e-05,3.917822e-05,4.446518e-05,4.453261e-05
7.600000e-13,4.031668e-05,4.363307e-05,4.404432e-05,3.960832e-05,6.660649e-05,4.062380e-05,3.984360e-05,4.514137e-05,4.518292e-05
7.700000e-13,4.092882e-05,4.431311e-05,4.470844e-05,4.016641e-05,6.768359e-05,4.114307e-05,4.051035e-05,4.581575e-05,4.583033e-05
7.800000e-13,4.153935e-05,4.499039e-05,4.537093e-05,4.072274e-05,6.875695e-05,4.165844e-05,4.117823e-05,4.648799e-05,4.647452e-05
7.900000e-13,4.214799e-05,4.566459e-05,4.603146e-05,4.127703e-05,6.982606e-05,4.216962e-05,4.184698e-05,4.715776e-05,4.711515e-05
8.000000e-13,4.275446e-05,4.633539e-05,4.668973e-05,4.182899e-05,7.089041e-05,4.267636e-05,4.251636e-05,4.782474e-05,4.775191e-05
8.100000e-13,4.335849e-05,4.700248e-05,4.734541e-05,4.237836e-05,7.194951e-05,4.317837e-05,4.318610e-05,4.848861e-05,4.838447e-05
8.200000e-13,4.395980e-05,4.766555e-05,4.799821e-05,4.292487e-05,7.300283e-05,4.367540e-05,4.385598e-05,4.914905e-05,4.901254e-05
8.300000e-13,4.455814e-05,4.832431e-05,4.864781e-05,4.346825e-05,7.404990e-05,4.416718e-05,4.452572e-05,4.980575e-05,4.963580e-05
8.400000e-13,4.515322e-05,4.897846e-05,4.929392e-05,4.400825e-05,7.509021e-05,4.465347e-05,4.519509e-05,5.045840e-05,5.025393e-05
8.500000e-13,4.574481e-05,4.962772e-05,4.993625e-05,4.454459e-05,7.612329e-05,4.513401e-05,4.586383e-05,5.110670e-05,5.086666e-05
8.600000e-13,4.633263e-05,5.027180e-05,5.057449e-05,4.507704e-05,7.714864e-05,4.560855e-05,4.653170e-05,5.175034e-05,5.147367e-05
8.700000e-13,4.691645e-05,5.091044e-05,5.120837e-05,4.560534e-05,7.816580e-05,4.607685e-05,4.719844e-05,5.238903e-05,5.207468e-05
8.800000e-13,4.749600e-05,5.154336e-05,5.183760e-05,4.612924e-05,7.917430e-05,4.653870e-05,4.786380e-05,5.302247e-05,5.266939e-05
8.900000e-13,4.807106e-05,5.217030e-05,5.246192e-05,4.664851e-05,8.017368e-05,4.699384e-05,4.852755e-05,5.365039e-05,5.325754e-05
9.000000e-13,4.864138e-05,5.279102e-05,5.308104e-05,4.716291e-05,8.116348e-05,4.744207e-05,4.918943e-05,5.427249e-05,5.383884e-05
9.100000e-13,4.920674e-05,5.340528e-05,5.369471e-05,4.767221e-05,8.214326e-05,4.788317e-05,4.984920e-05,5.488850e-05,5.441301e-05
9.200000e-13,4.976690e-05,5.401282e-05,5.430266e-05,4.817618e-05,8.311257e-05,4.831692e-05,5.050662e-05,5.549814e-05,5.497980e-05
9.300000e-13,5.032164e-05,5.461343e-05,5.490465e-05,4.867461e-05,8.407098e-05,4.874312e-05,5.116143e-05,5.610116e-05,5.553894e-05
9.400000e-13,5.087074e-05,5.520688e-05,5.550042e-05,4.916728e-05,8.501808e-05,4.916158e-05,5.181339e-05,5.669729e-05,5.609019e-05
9.500000e-13,5.141399e-05,5.579296e-05,5.608973e-05,4.965399e-05,8.595343e-05,4.957210e-05,5.246228e-05,5.728627e-05,5.663328e-05
9.600000e-13,5.195119e-05,5.637146e-05,5.667236e-05,5.013453e-05,8.687664e-05,4.997451e-05,5.310784e-05,5.786786e-05,5.716798e-05
9.700000e-13,5.248213e-05,5.694217e-05,5.724806e-05,5.060870e-05,8.778730e-05,5.036861e-05,5.374984e-05,5.844181e-05,5.769405e-05
9.800000e-13,5.300662e-05,5.750492e-05,5.781663e-05,5.107631e-05,8.868502e-05,5.075424e-05,5.438804e-05,5.900788e-05,5.821126e-05
9.900000e-13,5.352446e-05,5.805951e-05,5.837783e-05,5.153719e-05,8.956941e-05,5.113124e-05,5.502221e-05,5.956584e-05,5.871939e-05
1.000000e-12,5.403547e-05,5.860576e-05,5.893147e-05,5.199114e-05,9.044012e-05,5.149945e-05,5.565212e-05,6.011547e-05,5.921821e-05
1.010000e-12,5.453947e-05,5.914352e-05,5.947734e-05,5.243800e-05,9.129676e-05,5.185872e-05,5.627753e-05,6.065655e-05,5.970753e-05
1.020000e-12,5.503629e-05,5.967261e-05,6.001524e-05,5.287760e-05,9.213898e-05,5.220891e-05,5.689821e-05,6.118886e-05,6.018713e-05
1.030000e-12,5.552575e-05,6.019289e-05,6.054498e-05,5.330978e-05,9.296645e-05,5.254987e-05,5.751395e-05,6.171219e-05,6.065682e-05
1.040000e-12,5.600770e-05,6.070421e-05,6.106639e-05,5.373440e-05,9.377882e-05,5.288149e-05,5.812451e-05,6.222636e-05,6.111641e-05
1.050000e-12,5.648197e-05,6.120643e-05,6.157928e-05,5.415129e-05,9.457576e-05,5.320364e-05,5.872967e-05,6.273116e-05,6.156571e-05
1.060000e-12,5.694842e-05,6.169942e-05,6.208348e-05,5.456032e-05,9.535697e-05,5.351621e-05,5.932921e-05,6.322641e-05,6.200455e-05
1.070000e-12,5.740691e-05,6.218306e-05,6.257884e-05,5.496136e-05,9.612213e-05,5.381909e-05,5.992292e-05,6.371193e-05,6.243275e-05
1.080000e-12,5.785729e-05,6.265724e-05,6.306520e-05,5.535428e-05,9.687094e-05,5.411218e-05,6.051059e-05,6.418755e-05,6.285017e-05
1.090000e-12,5.829942e-05,6.312185e-05,6.354241e-05,5.573897e-05,9.760313e-05,5.439539e-05,6.109199e-05,6.465310e-05,6.325664e-05
1.100000e-12,5.873319e-05,6.357678e-05,6.401032e-05,5.611529e-05,9.831842e-05,5.466864e-05,6.166692e-05,6.510842e-05,6.365201e-05
1.110000e-12,5.915847e-05,6.402195e-05,6.446881e-05,5.648316e-05,9.901654e-05,5.493185e-05,6.223518e-05,6.555337e-05,6.403616e-05
1.120000e-12,5.957515e-05,6.445728e-05,6.491775e-05,5.684247e-05,9.969724e-05,5.518495e-05,6.279655e-05,6.598779e-05,6.440894e-05
1.130000e-12,5.998311e-05,6.488268e-05,6.535702e-05,5.719312e-05,1.003603e-04,5.542789e-05,6.335085e-05,6.641155e-05,6.477023e-05
1.140000e-12,6.038225e-05,6.529808e-05,6.578649e-05,5.753504e-05,1.010054e-04,5.566060e-05,6.389787e-05,6.682453e-05,6.511991e-05
1.150000e-12,6.077248e-05,6.570343e-05,6.620608e-05,5.786813e-05,1.016324e-04,5.588305e-05,6.443742e-05,6.722659e-05,6.545788e-05
1.160000e-12,6.115370e-05,6.609866e-05,6.661567e-05,5.819233e-05,1.022411e-04,5.609519e-05,6.496931e-05,6.761762e-05,6.578404e-05
1.170000e-12,6.152583e-05,6.648374e-05,6.701518e-05,5.850757e-05,1.028313e-04,5.629699e-05,6.549335e-05,6.799752e-05,6.609828e-05
1.180000e-12,6.188879e-05,6.685860e-05,6.740452e-05,5.881379e-05,1.034028e-04,5.648843e-05,6.600936e-05,6.836619e-05,6.640054e-05
1.190000e-12,6.224251e-05,6.722323e-05,6.778361e-05,5.911094e-05,1.039553e-04,5.666950e-05,6.651716e-05,6.872352e-05,6.669072e-05
1.200000e-12,6.258691e-05,6.757760e-05,6.815237e-05,5.939897e-05,1.044888e-04,5.684018e-05,6.701656e-05,6.906943e-05,6.696875e-05
1.210000e-12,6.292195e-05,6.792167e-05,6.851076e-05,5.967784e-05,1.050031e-04,5.700048e-05,6.750740e-05,6.940385e-05,6.723458e-05
1.220000e-12,6.324755e-05,6.825545e-05,6.885870e-05,5.994752e-05,1.054981e-04,5.715040e-05,6.798951e-05,6.972671e-05,6.748816e-05
1.230000e-12,6.356367e-05,6.857891e-05,6.919615e-05,6.020798e-05,1.059735e-04,5.728995e-05,6.846272e-05,7.003793e-05,6.772942e-05
1.240000e-12,6.387026e-05,6.889206e-05,6.952305e-05,6.045921e-05,1.064294e-04,5.741916e-05,6.892687e-05,7.033746e-05,6.795834e-05
1.250000e-12,6.416730e-05,6.919491e-05,6.983938e-05,6.070118e-05,1.068655e-04,5.753806e-05,6.938181e-05,7.062525e-05,6.817488e-05
1.260000e-12,6.445474e-05,6.948745e-05,7.014511e-05,6.093389e-05,1.072818e-04,5.764667e-05,6.982737e-05,7.090126e-05,6.837903e-05
1.270000e-12,6.473256e-05,6.976972e-05,7.044020e-05,6.115734e-05,1.076782e-04,5.774504e-05,7.026341e-05,7.116546e-05,6.857075e-05
1.280000e-12,6.500074e-05,7.004173e-05,7.072464e-05,6.137154e-05,1.080547e-04,5.783323e-05,7.068978e-05,7.141781e-05,6.875005e-05
1.290000e-12,6.525925e-05,7.030351e-05,7.099842e-05,6.157650e-05,1.084111e-04,5.791129e-05,7.110634e-05,7.165829e-05,6.891693e-05
1.300000e-12,6.550810e-05,7.055509e-05,7.126153e-05,6.177223e-05,1.087474e-04,5.797927e-05,7.151296e-05,7.188689e-05,6.907139e-05
1.310000e-12,6.574728e-05,7.079651e-05,7.151397e-05,6.195875e-05,1.090636e-04,5.803726e-05,7.190949e-05,7.210360e-05,6.921344e-05
1.320000e-12,6.597678e-05,7.102783e-05,7.175576e-05,6.213611e-05,1.093596e-04,5.808532e-05,7.229582e-05,7.230842e-05,6.934312e-05
1.330000e-12,6.619662e-05,7.124908e-05,7.198690e-05,6.230433e-05,1.096354e-04,5.812355e-05,7.267181e-05,7.250136e-05,6.946044e-05
1.340000e-12,6.640681e-05,7.146033e-05,7.220741e-05,6.246345e-05,1.098910e-04,5.815202e-05,7.303736e-05,7.268244e-05,6.956545e-05
1.350000e-12,6.660735e-05,7.166162e-05,7.241732e-05,6.261353e-05,1.101264e-04,5.817084e-05,7.339233e-05,7.285167e-05,6.965819e-05
1.360000e-12,6.679828e-05,7.185304e-05,7.261667e-05,6.275460e-05,1.103417e-04,5.818011e-05,7.373662e-05,7.300907e-05,6.973871e-05
1.370000e-12,6.697963e-05,7.203465e-05,7.280547e-05,6.288674e-05,1.105368e-04,5.817993e-05,7.407013e-05,7.315469e-05,6.980707e-05
1.380000e-12,6.715142e-05,7.220652e-05,7.298379e-05,6.301001e-05,1.107118e-04,5.817042e-05,7.439275e-05,7.328857e-05,6.986334e-05
1.390000e-12,6.731369e-05,7.236873e-05,7.315167e-05,6.312447e-05,1.108667e-04,5.815170e-05,7.470439e-05,7.341075e-05,6.990759e-05
1.400000e-12,6.746648e-05,7.252137e-05,7.330915e-05,6.323020e-05,1.110016e-04,5.812390e-05,7.500495e-05,7.352129e-05,6.993990e-05
1.410000e-12,6.760984e-05,7.266452e-05,7.345631e-05,6.332727e-05,1.111165e-04,5.808714e-05,7.529435e-05,7.362024e-05,6.996036e-05
1.420000e-12,6.774383e-05,7.279827e-05,7.359321e-05,6.341577e-05,1.112116e-04,5.804156e-05,7.557250e-05,7.370767e-05,6.996906e-05
1.430000e-12,6.786849e-05,7.292273e-05,7.371990e-05,6.349579e-05,1.112868e-04,5.798730e-05,7.583933e-05,7.378366e-05,6.996610e-05
1.440000e-12,6.798390e-05,7.303798e-05,7.383648e-05,6.356743e-05,1.113424e-04,5.792452e-05,7.609476e-05,7.384828e-05,6.995159e-05
1.450000e-12,6.809011e-05,7.314414e-05,7.394302e-05,6.363077e-05,1.113784e-04,5.785335e-05,7.633872e-05,7.390162e-05,6.992564e-05
1.460000e-12,6.818720e-05,7.324130e-05,7.403960e-05,6.368593e-05,1.113950e-04,5.777397e-05,7.657116e-05,7.394378e-05,6.988838e-05
1.470000e-12,6.827524e-05,7.332959e-05,7.412631e-05,6.373301e-05,1.113922e-04,5.768652e-05,7.679200e-05,7.397483e-05,6.983992e-05
1.480000e-12,6.835431e-05,7.340910e-05,7.420325e-05,6.377211e-05,1.113701e-04,5.759118e-05,7.700121e-05,7.399490e-05,6.978040e-05
1.490000e-12,6.842449e-05,7.347996e-05,7.427051e-05,6.380336e-05,1.113291e-04,5.748812e-05,7.719872e-05,7.400408e-05,6.970996e-05
1.500000e-12,6.848587e-05,7.354229e-05,7.432820e-05,6.382688e-05,1.112691e-04,5.737751e-05,7.738451e-05,7.400250e-05,6.962875e-05
1.510000e-12,6.853854e-05,7.359620e-05,7.437643e-05,6.384278e-05,1.111904e-04,5.725952e-05,7.755852e-05,7.399026e-05,6.953690e-05
1.520000e-12,6.858259e-05,7.364183e-05,7.441530e-05,6.385119e-05,1.110931e-04,5.713435e-05,7.772072e-05,7.396749e-05,6.943459e-05
1.530000e-12,6.861813e-05,7.367930e-05,7.444494e-05,6.385225e-05,1.109775e-04,5.700217e-05,7.787110e-05,7.393433e-05,6.932197e-05
1.540000e-12,6.864526e-05,7.370874e-05,7.446545e-05,6.384608e-05,1.108436e-04,5.686318e-05,7.800961e-05,7.389090e-05,6.919920e-05
1.550000e-12,6.866407e-05,7.373028e-05,7.447697e-05,6.383283e-05,1.106918e-04,5.671756e-05,7.813626e-05,7.383735e-05,6.906646e-05
1.560000e-12,6.867469e-05,7.374405e-05,7.447962e-05,6.381262e-05,1.105222e-04,5.656553e-05,7.825101e-05,7.377382e-05,6.892392e-05
1.570000e-12,6.867722e-05,7.375020e-05,7.447352e-05,6.378562e-05,1.103350e-04,5.640726e-05,7.835386e-05,7.370045e-05,6.877178e-05
1.580000e-12,6.867179e-05,7.374886e-05,7.445882e-05,6.375195e-05,1.101305e-04,5.624297e-05,7.844482e-05,7.361741e-05,6.861020e-05
1.590000e-12,6.865850e-05,7.374016e-05,7.443566e-05,6.371177e-05,1.099088e-04,5.607287e-05,7.852388e-05,7.352485e-05,6.843939e-05
1.600000e-12,6.863749e-05,7.372426e-05,7.440416e-05,6.366523e-05,1.096703e-04,5.589715e-05,7.859105e-05,7.342293e-05,6.825954e-05
1.610000e-12,6.860888e-05,7.370129e-05,7.436447e-05,6.361248e-05,1.094151e-04,5.571602e-05,7.864633e-05,7.331181e-05,6.807086e-05
1.620000e-12,6.857279e-05,7.367140e-05,7.431675e-05,6.355368e-05,1.091436e-04,5.552971e-05,7.868976e-05,7.319168e-05,6.787354e-05
1.630000e-12,6.852937e-05,7.363474e-05,7.426113e-05,6.348899e-05,1.088559e-04,5.533841e-05,7.872135e-05,7.306269e-05,6.766779e-05
1.640000e-12,6.847873e-05,7.359144e-05,7.419778e-05,6.341856e-05,1.085524e-04,5.514236e-05,7.874112e-05,7.292504e-05,6.745383e-05
1.650000e-12,6.842103e-05,7.354167e-05,7.412684e-05,6.334256e-05,1.082334e-04,5.494175e-05,7.874911e-05,7.277889e-05,6.723187e-05
1.660000e-12,6.835639e-05,7.348556e-05,7.404846e-05,6.326115e-05,1.078990e-04,5.473682e-05,7.874536e-05,7.262444e-05,6.700213e-05
1.670000e-12,6.828497e-05,7.342327e-05,7.396282e-05,6.317449e-05,1.075497e-04,5.452778e-05,7.872991e-05,7.246188e-05,6.676484e-05
1.680000e-12,6.820690e-05,7.335495e-05,7.387006e-05,6.308276e-05,1.071856e-04,5.431486e-05,7.870280e-05,7.229139e-05,6.652022e-05
1.690000e-12,6.812234e-05,7.328075e-05,7.377036e-05,6.298611e-05,1.068071e-04,5.409826e-05,7.866409e-05,7.211316e-05,6.626851e-05
1.700000e-12,6.803142e-05,7.320083e-05,7.366388e-05,6.288472e-05,1.064145e-04,5.387822e-05,7.861383e-05,7.192741e-05,6.600992e-05
1.710000e-12,6.793430e-05,7.311532e-05,7.355077e-05,6.277875e-05,1.060081e-04,5.365496e-05,7.855208e-05,7.173432e-05,6.574471e-05
1.720000e-12,6.783113e-05,7.302439e-05,7.343122e-05,6.266838e-05,1.055882e-04,5.342870e-05,7.847892e-05,7.153410e-05,6.547311e-05
1.730000e-12,6.772207e-05,7.292819e-05,7.330539e-05,6.255378e-05,1.051552e-04,5.319967e-05,7.839442e-05,7.132696e-05,6.519535e-05
1.740000e-12,6.760728e-05,7.282688e-05,7.317345e-05,6.243512e-05,1.047093e-04,5.296808e-05,7.829864e-05,7.111310e-05,6.491168e-05
