time,"V(T)","V(N0)","V(2)","V(6)","V(8)","V(9)","V(13)","V(Q1)","V(Q2)"
4.917800e-10,-1.361672e-06,-8.081765e-06,-1.167857e-05,-1.739205e-05,2.021497e-03,7.276660e-05,2.189948e-03,3.836016e-05,-9.963215e-07
4.917900e-10,-1.589568e-06,-8.116276e-06,-1.144646e-05,-1.752051e-05,2.018071e-03,7.181722e-05,2.177686e-03,3.650570e-05,-1.128250e-06
4.918000e-10,-1.814764e-06,-8.147311e-06,-1.121872e-05,-1.767725e-05,2.015232e-03,7.081943e-05,2.165497e-03,3.463788e-05,-1.256241e-06
4.918100e-10,-2.037129e-06,-8.174895e-06,-1.099507e-05,-1.786046e-05,2.012992e-03,6.977464e-05,2.153432e-03,3.275795e-05,-1.380236e-06
4.918200e-10,-2.256533e-06,-8.199056e-06,-1.077524e-05,-1.806826e-05,2.011362e-03,6.868426e-05,2.141538e-03,3.086718e-05,-1.500183e-06
4.918300e-10,-2.472851e-06,-8.219820e-06,-1.055891e-05,-1.829870e-05,2.010348e-03,6.754972e-05,2.129863e-03,2.896685e-05,-1.616036e-06
4.918400e-10,-2.685955e-06,-8.237216e-06,-1.034577e-05,-1.854973e-05,2.009956e-03,6.637246e-05,2.118454e-03,2.705824e-05,-1.727749e-06
4.918500e-10,-2.895721e-06,-8.251271e-06,-1.013548e-05,-1.881923e-05,2.010188e-03,6.515393e-05,2.107354e-03,2.514262e-05,-1.835284e-06
4.918600e-10,-3.102027e-06,-8.262014e-06,-9.927699e-06,-1.910503e-05,2.011044e-03,6.389560e-05,2.096607e-03,2.322129e-05,-1.938603e-06
4.918700e-10,-3.304752e-06,-8.269473e-06,-9.722042e-06,-1.940483e-05,2.012521e-03,6.259897e-05,2.086251e-03,2.129552e-05,-2.037676e-06
4.918800e-10,-3.503778e-06,-8.273675e-06,-9.518125e-06,-1.971631e-05,2.014615e-03,6.126555e-05,2.076325e-03,1.936662e-05,-2.132473e-06
4.918900e-10,-3.698987e-06,-8.274651e-06,-9.315545e-06,-2.003703e-05,2.017319e-03,5.989691e-05,2.066866e-03,1.743588e-05,-2.222968e-06
4.919000e-10,-3.890265e-06,-8.272427e-06,-9.113877e-06,-2.036450e-05,2.020622e-03,5.849464e-05,2.057907e-03,1.550459e-05,-2.309140e-06
4.919100e-10,-4.077499e-06,-8.267034e-06,-8.912682e-06,-2.069615e-05,2.024512e-03,5.706039e-05,2.049478e-03,1.357404e-05,-2.390970e-06
4.919200e-10,-4.260579e-06,-8.258500e-06,-8.711504e-06,-2.102934e-05,2.028974e-03,5.559583e-05,2.041610e-03,1.164553e-05,-2.468441e-06
4.919300e-10,-4.439397e-06,-8.246853e-06,-8.509870e-06,-2.136136e-05,2.033991e-03,5.410273e-05,2.034328e-03,9.720346e-06,-2.541540e-06
4.919400e-10,-4.613846e-06,-8.232122e-06,-8.307291e-06,-2.168943e-05,2.039543e-03,5.258290e-05,2.027657e-03,7.799787e-06,-2.610256e-06
4.919500e-10,-4.783822e-06,-8.214334e-06,-8.103266e-06,-2.201072e-05,2.045609e-03,5.103822e-05,2.021618e-03,5.885139e-06,-2.674578e-06
4.919600e-10,-4.949225e-06,-8.193519e-06,-7.897279e-06,-2.232235e-05,2.052163e-03,4.947063e-05,2.016231e-03,3.977688e-06,-2.734502e-06
4.919700e-10,-5.109956e-06,-8.169704e-06,-7.688803e-06,-2.262139e-05,2.059180e-03,4.788218e-05,2.011511e-03,2.078717e-06,-2.790020e-06
4.919800e-10,-5.265918e-06,-8.142918e-06,-7.477302e-06,-2.290488e-05,2.066631e-03,4.627497e-05,2.007474e-03,1.895030e-07,-2.841130e-06
4.919900e-10,-5.417018e-06,-8.113186e-06,-7.262234e-06,-2.316983e-05,2.074485e-03,4.465121e-05,2.004130e-03,-1.688681e-06,-2.887831e-06
4.920000e-10,-5.563165e-06,-8.080538e-06,-7.043053e-06,-2.341326e-05,2.082709e-03,4.301317e-05,2.001489e-03,-3.554568e-06,-2.930120e-06
4.920100e-10,-5.704270e-06,-8.044999e-06,-6.819213e-06,-2.363217e-05,2.091270e-03,4.136321e-05,1.999557e-03,-5.406899e-06,-2.968001e-06
4.920200e-10,-5.840248e-06,-8.006597e-06,-6.590171e-06,-2.382361e-05,2.100131e-03,3.970380e-05,1.998339e-03,-7.244421e-06,-3.001474e-06
4.920300e-10,-5.971016e-06,-7.965359e-06,-6.355391e-06,-2.398464e-05,2.109254e-03,3.803745e-05,1.997836e-03,-9.065890e-06,-3.030544e-06
4.920400e-10,-6.096496e-06,-7.921311e-06,-6.114350e-06,-2.411242e-05,2.118600e-03,3.636677e-05,1.998047e-03,-1.087007e-05,-3.055214e-06
4.920500e-10,-6.216609e-06,-7.874479e-06,-5.866542e-06,-2.420416e-05,2.128131e-03,3.469444e-05,1.998970e-03,-1.265574e-05,-3.075493e-06
4.920600e-10,-6.331283e-06,-7.824889e-06,-5.611483e-06,-2.425717e-05,2.137804e-03,3.302318e-05,2.000597e-03,-1.442169e-05,-3.091386e-06
4.920700e-10,-6.440447e-06,-7.772568e-06,-5.348714e-06,-2.426890e-05,2.147577e-03,3.135576e-05,2.002922e-03,-1.616671e-05,-3.102903e-06
4.920800e-10,-6.544034e-06,-7.717541e-06,-5.077812e-06,-2.423696e-05,2.157409e-03,2.969501e-05,2.005933e-03,-1.788961e-05,-3.110056e-06
4.920900e-10,-6.641980e-06,-7.659836e-06,-4.798391e-06,-2.415911e-05,2.167257e-03,2.804376e-05,2.009617e-03,-1.958923e-05,-3.112856e-06
4.921000e-10,-6.734225e-06,-7.599478e-06,-4.510109e-06,-2.403332e-05,2.177078e-03,2.640483e-05,2.013959e-03,-2.126439e-05,-3.111319e-06
4.921100e-10,-6.820712e-06,-7.536493e-06,-4.212674e-06,-2.385778e-05,2.186830e-03,2.478106e-05,2.018942e-03,-2.291396e-05,-3.105463e-06
4.921200e-10,-6.901388e-06,-7.470909e-06,-3.905849e-06,-2.363092e-05,2.196470e-03,2.317521e-05,2.024544e-03,-2.453680e-05,-3.095308e-06
4.921300e-10,-6.976202e-06,-7.402752e-06,-3.589458e-06,-2.335145e-05,2.205957e-03,2.159001e-05,2.030743e-03,-2.613181e-05,-3.080878e-06
4.921400e-10,-7.045109e-06,-7.332050e-06,-3.263391e-06,-2.301836e-05,2.215249e-03,2.002810e-05,2.037515e-03,-2.769789e-05,-3.062199e-06
4.921500e-10,-7.108066e-06,-7.258830e-06,-2.927606e-06,-2.263093e-05,2.224308e-03,1.849200e-05,2.044832e-03,-2.923397e-05,-3.039305e-06
4.921600e-10,-7.165036e-06,-7.183122e-06,-2.582137e-06,-2.218878e-05,2.233094e-03,1.698410e-05,2.052664e-03,-3.073899e-05,-3.012229e-06
4.921700e-10,-7.215983e-06,-7.104954e-06,-2.227093e-06,-2.169188e-05,2.241572e-03,1.550664e-05,2.060980e-03,-3.221193e-05,-2.981015e-06
4.921800e-10,-7.260877e-06,-7.024355e-06,-1.862665e-06,-2.114051e-05,2.249704e-03,1.406165e-05,2.069747e-03,-3.365178e-05,-2.945708e-06
4.921900e-10,-7.299693e-06,-6.941357e-06,-1.489125e-06,-2.053534e-05,2.257459e-03,1.265097e-05,2.078927e-03,-3.505754e-05,-2.906360e-06
4.922000e-10,-7.332407e-06,-6.855991e-06,-1.106830e-06,-1.987738e-05,2.264804e-03,1.127620e-05,2.088483e-03,-3.642826e-05,-2.863030e-06
4.922100e-10,-7.359001e-06,-6.768289e-06,-7.162174e-07,-1.916801e-05,2.271711e-03,9.938662e-06,2.098374e-03,-3.776299e-05,-2.815785e-06
4.922200e-10,-7.379461e-06,-6.678283e-06,-3.178116e-07,-1.840897e-05,2.278152e-03,8.639424e-06,2.108559e-03,-3.906082e-05,-2.764696e-06
4.922300e-10,-7.393779e-06,-6.586009e-06,8.778310e-08,-1.760235e-05,2.284103e-03,7.379239e-06,2.118994e-03,-4.032088e-05,-2.709845e-06
4.922400e-10,-7.401947e-06,-6.491501e-06,4.998821e-07,-1.675059e-05,2.289541e-03,6.158554e-06,2.129633e-03,-4.154230e-05,-2.651318e-06
4.922500e-10,-7.403965e-06,-6.394795e-06,9.177239e-07,-1.585646e-05,2.294449e-03,4.977489e-06,2.140429e-03,-4.272424e-05,-2.589212e-06
4.922600e-10,-7.399836e-06,-6.295927e-06,1.340474e-06,-1.492303e-05,2.298807e-03,3.835830e-06,2.151333e-03,-4.386592e-05,-2.523630e-06
4.922700e-10,-7.389567e-06,-6.194938e-06,1.767229e-06,-1.395368e-05,2.302604e-03,2.733028e-06,2.162297e-03,-4.496656e-05,-2.454685e-06
4.922800e-10,-7.373170e-06,-6.091864e-06,2.197024e-06,-1.295205e-05,2.305826e-03,1.668196e-06,2.173268e-03,-4.602541e-05,-2.382497e-06
4.922900e-10,-7.350660e-06,-5.986746e-06,2.628835e-06,-1.192205e-05,2.308464e-03,6.401123e-07,2.184196e-03,-4.704177e-05,-2.307192e-06
4.923000e-10,-7.322057e-06,-5.879626e-06,3.061589e-06,-1.086778e-05,2.310514e-03,-3.527654e-07,2.195028e-03,-4.801497e-05,-2.228908e-06
4.923100e-10,-7.287386e-06,-5.770544e-06,3.494170e-06,-9.793540e-06,2.311970e-03,-1.312292e-06,2.205711e-03,-4.894436e-05,-2.147786e-06
4.923200e-10,-7.246675e-06,-5.659544e-06,3.925423e-06,-8.703786e-06,2.312831e-03,-2.240614e-06,2.216193e-03,-4.982933e-05,-2.063976e-06
4.923300e-10,-7.199956e-06,-5.546669e-06,4.354170e-06,-7.603097e-06,2.313100e-03,-3.140153e-06,2.226420e-03,-5.066930e-05,-1.977634e-06
4.923400e-10,-7.147266e-06,-5.431964e-06,4.779210e-06,-6.496140e-06,2.312780e-03,-4.013572e-06,2.236341e-03,-5.146374e-05,-1.888923e-06
4.923500e-10,-7.088646e-06,-5.315474e-06,5.199330e-06,-5.387639e-06,2.311876e-03,-4.863758e-06,2.245903e-03,-5.221213e-05,-1.798010e-06
4.923600e-10,-7.024140e-06,-5.197243e-06,5.613315e-06,-4.282334e-06,2.310398e-03,-5.693781e-06,2.255057e-03,-5.291400e-05,-1.705067e-06
4.923700e-10,-6.953797e-06,-5.077320e-06,6.019955e-06,-3.184955e-06,2.308357e-03,-6.506867e-06,2.263753e-03,-5.356893e-05,-1.610268e-06
4.923800e-10,-6.877669e-06,-4.955749e-06,6.418053e-06,-2.100181e-06,2.305764e-03,-7.306357e-06,2.271943e-03,-5.417651e-05,-1.513794e-06
4.923900e-10,-6.795812e-06,-4.832579e-06,6.806433e-06,-1.032611e-06,2.302636e-03,-8.095678e-06,2.279581e-03,-5.473638e-05,-1.415824e-06
4.924000e-10,-6.708286e-06,-4.707856e-06,7.183945e-06,1.326800e-08,2.298988e-03,-8.878297e-06,2.286625e-03,-5.524823e-05,-1.316542e-06
4.924100e-10,-6.615154e-06,-4.581630e-06,7.549479e-06,1.033112e-06,2.294841e-03,-9.657690e-06,2.293033e-03,-5.571176e-05,-1.216130e-06
4.924200e-10,-6.516484e-06,-4.453947e-06,7.901965e-06,2.022745e-06,2.290215e-03,-1.043730e-05,2.298767e-03,-5.612673e-05,-1.114772e-06
4.924300e-10,-6.412347e-06,-4.324857e-06,8.240381e-06,2.978190e-06,2.285132e-03,-1.122052e-05,2.303793e-03,-5.649293e-05,-1.012649e-06
4.924400e-10,-6.302815e-06,-4.194407e-06,8.563762e-06,3.895686e-06,2.279617e-03,-1.201062e-05,2.308079e-03,-5.681020e-05,-9.099411e-07
4.924500e-10,-6.187966e-06,-4.062646e-06,8.871201e-06,4.771713e-06,2.273696e-03,-1.281075e-05,2.311597e-03,-5.707840e-05,-8.068272e-07
4.924600e-10,-6.067882e-06,-3.929623e-06,9.161855e-06,5.603009e-06,2.267397e-03,-1.362390e-05,2.314324e-03,-5.729744e-05,-7.034821e-07
4.924700e-10,-5.942645e-06,-3.795386e-06,9.434949e-06,6.386586e-06,2.260748e-03,-1.445288e-05,2.316240e-03,-5.746727e-05,-6.000772e-07
4.924800e-10,-5.812343e-06,-3.659982e-06,9.689780e-06,7.119741e-06,2.253781e-03,-1.530028e-05,2.317329e-03,-5.758788e-05,-4.967799e-07
4.924900e-10,-5.677066e-06,-3.523462e-06,9.925718e-06,7.800068e-06,2.246526e-03,-1.616846e-05,2.317580e-03,-5.765929e-05,-3.937533e-07
4.925000e-10,-5.536906e-06,-3.385872e-06,1.014221e-05,8.425462e-06,2.239016e-03,-1.705954e-05,2.316988e-03,-5.768158e-05,-2.911554e-07
4.925100e-10,-5.391960e-06,-3.247260e-06,1.033877e-05,8.994126e-06,2.231287e-03,-1.797538e-05,2.315548e-03,-5.765484e-05,-1.891392e-07
4.925200e-10,-5.242325e-06,-3.107676e-06,1.051501e-05,9.504572e-06,2.223371e-03,-1.891756e-05,2.313265e-03,-5.757923e-05,-8.785240e-08
4.925300e-10,-5.088105e-06,-2.967165e-06,1.067059e-05,9.955617e-06,2.215306e-03,-1.988740e-05,2.310145e-03,-5.745493e-05,1.256292e-08
4.925400e-10,-4.929401e-06,-2.825777e-06,1.080528e-05,1.034638e-05,2.207128e-03,-2.088594e-05,2.306198e-03,-5.728216e-05,1.119702e-07
4.925500e-10,-4.766323e-06,-2.683558e-06,1.091889e-05,1.067629e-05,2.198874e-03,-2.191395e-05,2.301442e-03,-5.706118e-05,2.102384e-07
4.925600e-10,-4.598978e-06,-2.540555e-06,1.101133e-05,1.094505e-05,2.190580e-03,-2.297190e-05,2.295897e-03,-5.679230e-05,3.072421e-07
4.925700e-10,-4.427479e-06,-2.396817e-06,1.108257e-05,1.115266e-05,2.182286e-03,-2.406003e-05,2.289585e-03,-5.647587e-05,4.028614e-07
4.925800e-10,-4.251940e-06,-2.252390e-06,1.113264e-05,1.129937e-05,2.174028e-03,-2.517830e-05,2.282537e-03,-5.611224e-05,4.969815e-07
4.925900e-10,-4.072478e-06,-2.107321e-06,1.116167e-05,1.138571e-05,2.165845e-03,-2.632643e-05,2.274782e-03,-5.570186e-05,5.894928e-07
4.926000e-10,-3.889212e-06,-1.961658e-06,1.116980e-05,1.141244e-05,2.157774e-03,-2.750391e-05,2.266358e-03,-5.524515e-05,6.802906e-07
4.926100e-10,-3.702264e-06,-1.815448e-06,1.115727e-05,1.138055e-05,2.149852e-03,-2.871002e-05,2.257301e-03,-5.474263e-05,7.692751e-07
4.926200e-10,-3.511757e-06,-1.668738e-06,1.112437e-05,1.129127e-05,2.142116e-03,-2.994380e-05,2.247655e-03,-5.419482e-05,8.563505e-07
4.926300e-10,-3.317816e-06,-1.521575e-06,1.107143e-05,1.114598e-05,2.134601e-03,-3.120414e-05,2.237462e-03,-5.360227e-05,9.414255e-07
4.926400e-10,-3.120570e-06,-1.374008e-06,1.099884e-05,1.094631e-05,2.127344e-03,-3.248973e-05,2.226770e-03,-5.296560e-05,1.024413e-06
4.926500e-10,-2.920149e-06,-1.226084e-06,1.090701e-05,1.069400e-05,2.120377e-03,-3.379911e-05,2.215626e-03,-5.228543e-05,1.105228e-06
4.926600e-10,-2.716683e-06,-1.077850e-06,1.079644e-05,1.039099e-05,2.113733e-03,-3.513068e-05,2.204082e-03,-5.156244e-05,1.183791e-06
4.926700e-10,-2.510308e-06,-9.293561e-07,1.066762e-05,1.003934e-05,2.107445e-03,-3.648271e-05,2.192189e-03,-5.079733e-05,1.260025e-06
4.926800e-10,-2.301159e-06,-7.806500e-07,1.052109e-05,9.641240e-06,2.101542e-03,-3.785337e-05,2.179999e-03,-4.999083e-05,1.333855e-06
4.926900e-10,-2.089372e-06,-6.317807e-07,1.035745e-05,9.198992e-06,2.096051e-03,-3.924070e-05,2.167567e-03,-4.914372e-05,1.405210e-06
4.927000e-10,-1.875087e-06,-4.827977e-07,1.017728e-05,8.715008e-06,2.091001e-03,-4.064269e-05,2.154946e-03,-4.825679e-05,1.474021e-06
4.927100e-10,-1.658444e-06,-3.337507e-07,9.981226e-06,8.191785e-06,2.086415e-03,-4.205723e-05,2.142190e-03,-4.733088e-05,1.540223e-06
4.927200e-10,-1.439585e-06,-1.846898e-07,9.769937e-06,7.631903e-06,2.082315e-03,-4.348215e-05,2.129354e-03,-4.636685e-05,1.603750e-06
4.927300e-10,-1.218654e-06,-3.566576e-08,9.544090e-06,7.038012e-06,2.078723e-03,-4.491524e-05,2.116491e-03,-4.536559e-05,1.664541e-06
4.927400e-10,-9.957960e-07,1.132705e-07,9.304380e-06,6.412824e-06,2.075657e-03,-4.635421e-05,2.103655e-03,-4.432801e-05,1.722538e-06
4.927500e-10,-7.711562e-07,2.620674e-07,9.051519e-06,5.759105e-06,2.073132e-03,-4.779675e-05,2.090899e-03,-4.325508e-05,1.777683e-06
4.927600e-10,-5.448822e-07,4.106731e-07,8.786235e-06,5.079672e-06,2.071161e-03,-4.924052e-05,2.078272e-03,-4.214775e-05,1.829923e-06
4.927700e-10,-3.171221e-07,5.590351e-07,8.509271e-06,4.377382e-06,2.069756e-03,-5.068311e-05,2.065827e-03,-4.100703e-05,1.879204e-06
4.927800e-10,-8.802511e-08,7.071006e-07,8.221382e-06,3.655130e-06,2.068925e-03,-5.212212e-05,2.053610e-03,-3.983395e-05,1.925478e-06
4.927900e-10,1.422588e-07,8.548163e-07,7.923336e-06,2.915844e-06,2.068673e-03,-5.355508e-05,2.041670e-03,-3.862954e-05,1.968697e-06
4.928000e-10,3.735788e-07,1.002129e-06,7.615912e-06,2.162481e-06,2.069003e-03,-5.497951e-05,2.030051e-03,-3.739488e-05,2.008817e-06
4.928100e-10,6.057835e-07,1.148983e-06,7.299900e-06,1.398024e-06,2.069916e-03,-5.639290e-05,2.018797e-03,-3.613107e-05,2.045797e-06
4.928200e-10,8.387211e-07,1.295326e-06,6.976098e-06,6.254783e-07,2.071408e-03,-5.779270e-05,2.007950e-03,-3.483921e-05,2.079598e-06
4.928300e-10,1.072239e-06,1.441102e-06,6.645314e-06,-1.521303e-07,2.073475e-03,-5.917633e-05,1.997549e-03,-3.352043e-05,2.110186e-06
4.928400e-10,1.306185e-06,1.586256e-06,6.308365e-06,-9.317593e-07,2.076108e-03,-6.054117e-05,1.987630e-03,-3.217588e-05,2.137528e-06
4.928500e-10,1.540406e-06,1.730733e-06,5.966074e-06,-1.710352e-06,2.079297e-03,-6.188456e-05,1.978229e-03,-3.080673e-05,2.161597e-06
4.928600e-10,1.774749e-06,1.874478e-06,5.619272e-06,-2.484841e-06,2.083027e-03,-6.320380e-05,1.969378e-03,-2.941416e-05,2.182368e-06
4.928700e-10,2.009062e-06,2.017434e-06,5.268795e-06,-3.252152e-06,2.087282e-03,-6.449615e-05,1.961108e-03,-2.799937e-05,2.199820e-06
4.928800e-10,2.243192e-06,2.159546e-06,4.915486e-06,-4.009206e-06,2.092044e-03,-6.575884e-05,1.953446e-03,-2.656357e-05,2.213938e-06
4.928900e-10,2.476986e-06,2.300758e-06,4.560190e-06,-4.752929e-06,2.097289e-03,-6.698903e-05,1.946418e-03,-2.510797e-05,2.224708e-06
4.929000e-10,2.710292e-06,2.441014e-06,4.203755e-06,-5.480251e-06,2.102995e-03,-6.818386e-05,1.940047e-03,-2.363382e-05,2.232122e-06
4.929100e-10,2.942959e-06,2.580258e-06,3.847031e-06,-6.188119e-06,2.109134e-03,-6.934043e-05,1.934352e-03,-2.214236e-05,2.236178e-06
4.929200e-10,3.174836e-06,2.718434e-06,3.490866e-06,-6.873502e-06,2.115676e-03,-7.045579e-05,1.929353e-03,-2.063484e-05,2.236874e-06
4.929300e-10,3.405774e-06,2.855485e-06,3.136105e-06,-7.533396e-06,2.122592e-03,-7.152698e-05,1.925064e-03,-1.911251e-05,2.234217e-06
4.929400e-10,3.635621e-06,2.991356e-06,2.783588e-06,-8.164842e-06,2.129847e-03,-7.255100e-05,1.921499e-03,-1.757666e-05,2.228216e-06
4.929500e-10,3.864232e-06,3.125991e-06,2.434149e-06,-8.764929e-06,2.137407e-03,-7.352485e-05,1.918668e-03,-1.602854e-05,2.218883e-06
4.929600e-10,4.091457e-06,3.259335e-06,2.088610e-06,-9.330812e-06,2.145233e-03,-7.444552e-05,1.916579e-03,-1.446944e-05,2.206237e-06
4.929700e-10,4.317151e-06,3.391332e-06,1.747777e-06,-9.859719e-06,2.153288e-03,-7.531001e-05,1.915239e-03,-1.290063e-05,2.190299e-06
4.929800e-10,4.541168e-06,3.521927e-06,1.412443e-06,-1.034897e-05,2.161531e-03,-7.611537e-05,1.914650e-03,-1.132339e-05,2.171094e-06
4.929900e-10,4.763366e-06,3.651064e-06,1.083376e-06,-1.079600e-05,2.169922e-03,-7.685866e-05,1.914814e-03,-9.739015e-06,2.148650e-06
4.930000e-10,4.983602e-06,3.778688e-06,7.613226e-07,-1.119836e-05,2.178418e-03,-7.753703e-05,1.915729e-03,-8.148773e-06,2.122999e-06
4.930100e-10,5.201736e-06,3.904746e-06,4.469975e-07,-1.155372e-05,2.186978e-03,-7.814771e-05,1.917392e-03,-6.553946e-06,2.094175e-06
4.930200e-10,5.417627e-06,4.029182e-06,1.410842e-07,-1.185995e-05,2.195557e-03,-7.868805e-05,1.919795e-03,-4.955811e-06,2.062214e-06
4.930300e-10,5.631140e-06,4.151942e-06,-1.557716e-07,-1.211505e-05,2.204114e-03,-7.915552e-05,1.922932e-03,-3.355639e-06,2.027154e-06
4.930400e-10,5.842137e-06,4.272972e-06,-4.429661e-07,-1.231723e-05,2.212604e-03,-7.954777e-05,1.926791e-03,-1.754700e-06,1.989034e-06
4.930500e-10,6.050486e-06,4.392219e-06,-7.199409e-07,-1.246492e-05,2.220985e-03,-7.986262e-05,1.931359e-03,-1.542524e-07,1.947894e-06
4.930600e-10,6.256054e-06,4.509628e-06,-9.861881e-07,-1.255676e-05,2.229216e-03,-8.009814e-05,1.936620e-03,1.444448e-06,1.903773e-06
4.930700e-10,6.458710e-06,4.625146e-06,-1.241253e-06,-1.259163e-05,2.237256e-03,-8.025260e-05,1.942559e-03,3.040156e-06,1.856711e-06
4.930800e-10,6.658328e-06,4.738720e-06,-1.484741e-06,-1.256867e-05,2.245064e-03,-8.032459e-05,1.949154e-03,4.631636e-06,1.806746e-06
4.930900e-10,6.854781e-06,4.850296e-06,-1.716315e-06,-1.248730e-05,2.252603e-03,-8.031298e-05,1.956385e-03,6.217659e-06,1.753915e-06
4.931000e-10,7.047945e-06,4.959823e-06,-1.935706e-06,-1.234719e-05,2.259836e-03,-8.021696e-05,1.964226e-03,7.797013e-06,1.698252e-06
4.931100e-10,7.237699e-06,5.067246e-06,-2.142709e-06,-1.214835e-05,2.266728e-03,-8.003609e-05,1.972653e-03,9.368493e-06,1.639790e-06
4.931200e-10,7.423922e-06,5.172513e-06,-2.337190e-06,-1.189105e-05,2.273246e-03,-7.977026e-05,1.981637e-03,1.093091e-05,1.578556e-06
4.931300e-10,7.606499e-06,5.275572e-06,-2.519086e-06,-1.157588e-05,2.279361e-03,-7.941980e-05,1.991148e-03,1.248309e-05,1.514575e-06
4.931400e-10,7.785315e-06,5.376371e-06,-2.688404e-06,-1.120373e-05,2.285044e-03,-7.898540e-05,2.001153e-03,1.402387e-05,1.447870e-06
4.931500e-10,7.960256e-06,5.474857e-06,-2.845225e-06,-1.077583e-05,2.290270e-03,-7.846818e-05,2.011620e-03,1.555210e-05,1.378456e-06
4.931600e-10,8.131214e-06,5.570978e-06,-2.989703e-06,-1.029368e-05,2.295016e-03,-7.786969e-05,2.022512e-03,1.706666e-05,1.306348e-06
4.931700e-10,8.298082e-06,5.664683e-06,-3.122060e-06,-9.759110e-06,2.299262e-03,-7.719187e-05,2.033791e-03,1.856644e-05,1.231552e-06
4.931800e-10,8.460755e-06,5.755920e-06,-3.242591e-06,-9.174223e-06,2.302991e-03,-7.643712e-05,2.045418e-03,2.005035e-05,1.154073e-06
4.931900e-10,8.619130e-06,5.844638e-06,-3.351657e-06,-8.541423e-06,2.306189e-03,-7.560822e-05,2.057353e-03,2.151731e-05,1.073910e-06
4.932000e-10,8.773110e-06,5.930787e-06,-3.449684e-06,-7.863379e-06,2.308845e-03,-7.470836e-05,2.069552e-03,2.296627e-05,9.910572e-07
4.932100e-10,8.922598e-06,6.014315e-06,-3.537159e-06,-7.143016e-06,2.310950e-03,-7.374112e-05,2.081973e-03,2.439620e-05,9.055065e-07
4.932200e-10,9.067500e-06,6.095173e-06,-3.614627e-06,-6.383500e-06,2.312497e-03,-7.271043e-05,2.094570e-03,2.580609e-05,8.172447e-07
4.932300e-10,9.207727e-06,6.173311e-06,-3.682684e-06,-5.588209e-06,2.313485e-03,-7.162057e-05,2.107297e-03,2.719494e-05,7.262560e-07
4.932400e-10,9.343190e-06,6.248681e-06,-3.741975e-06,-4.760718e-06,2.313912e-03,-7.047612e-05,2.120107e-03,2.856181e-05,6.325213e-07
4.932500e-10,9.473807e-06,6.321234e-06,-3.793186e-06,-3.904774e-06,2.313782e-03,-6.928195e-05,2.132952e-03,2.990574e-05,5.360197e-07
4.932600e-10,9.599497e-06,6.390922e-06,-3.837040e-06,-3.024264e-06,2.313099e-03,-6.804314e-05,2.145783e-03,3.122582e-05,4.367284e-07
4.932700e-10,9.720180e-06,6.457700e-06,-3.874289e-06,-2.123196e-06,2.311869e-03,-6.676501e-05,2.158552e-03,3.252115e-05,3.346240e-07
4.932800e-10,9.835784e-06,6.521521e-06,-3.905708e-06,-1.205668e-06,2.310104e-03,-6.545303e-05,2.171209e-03,3.379087e-05,2.296825e-07
4.932900e-10,9.946238e-06,6.582340e-06,-3.932091e-06,-2.758367e-07,2.307814e-03,-6.411277e-05,2.183706e-03,3.503413e-05,1.218805e-07
4.933000e-10,1.005147e-05,6.640115e-06,-3.954240e-06,6.621064e-07,2.305013e-03,-6.274993e-05,2.195992e-03,3.625013e-05,1.119589e-08
4.933100e-10,1.015143e-05,6.694802e-06,-3.972961e-06,1.603966e-06,2.301717e-03,-6.137020e-05,2.208021e-03,3.743807e-05,-1.023916e-07
4.933200e-10,1.024604e-05,6.746361e-06,-3.989058e-06,2.545569e-06,2.297945e-03,-5.997930e-05,2.219743e-03,3.859719e-05,-2.188995e-07
4.933300e-10,1.033526e-05,6.794753e-06,-4.003325e-06,3.482796e-06,2.293714e-03,-5.858290e-05,2.231111e-03,3.972677e-05,-3.383422e-07
4.933400e-10,1.041902e-05,6.839939e-06,-4.016542e-06,4.411601e-06,2.289047e-03,-5.718659e-05,2.242081e-03,4.082609e-05,-4.607299e-07
4.933500e-10,1.049728e-05,6.881883e-06,-4.029467e-06,5.328042e-06,2.283965e-03,-5.579585e-05,2.252607e-03,4.189449e-05,-5.860681e-07
4.933600e-10,1.057001e-05,6.920551e-06,-4.042829e-06,6.228301e-06,2.278494e-03,-5.441599e-05,2.262647e-03,4.293131e-05,-7.143575e-07
4.933700e-10,1.063714e-05,6.955909e-06,-4.057330e-06,7.108707e-06,2.272657e-03,-5.305217e-05,2.272159e-03,4.393593e-05,-8.455928e-07
4.933800e-10,1.069866e-05,6.987927e-06,-4.073633e-06,7.965753e-06,2.266483e-03,-5.170931e-05,2.281105e-03,4.490777e-05,-9.797628e-07
4.933900e-10,1.075452e-05,7.016577e-06,-4.092361e-06,8.796119e-06,2.259997e-03,-5.039212e-05,2.289449e-03,4.584627e-05,-1.116850e-06
4.934000e-10,1.080469e-05,7.041831e-06,-4.114094e-06,9.596679e-06,2.253229e-03,-4.910503e-05,2.297155e-03,4.675090e-05,-1.256829e-06
4.934100e-10,1.084916e-05,7.063665e-06,-4.139363e-06,1.036452e-05,2.246208e-03,-4.785222e-05,2.304194e-03,4.762116e-05,-1.399669e-06
4.934200e-10,1.088790e-05,7.082056e-06,-4.168653e-06,1.109696e-05,2.238965e-03,-4.663756e-05,2.310537e-03,4.845658e-05,-1.545331e-06
