time,"I(LT0)","I(LT1)","I(LT2)","I(LT3)","I(LT4)","I(LT5)","I(LT6)","I(LT7)"
4.167900e-10,-5.425465e-08,8.532926e-06,3.065187e-05,-2.244081e-05,-5.860035e-06,-3.219600e-07,5.309268e-05,1.390228e-04
4.168000e-10,-5.313936e-08,8.537100e-06,3.067142e-05,-2.245968e-05,-5.865115e-06,-3.243141e-07,5.313110e-05,1.395957e-04
4.168100e-10,-5.201537e-08,8.541291e-06,3.069165e-05,-2.247925e-05,-5.870280e-06,-3.266076e-07,5.317090e-05,1.401839e-04
4.168200e-10,-5.088297e-08,8.545494e-06,3.071249e-05,-2.249944e-05,-5.875521e-06,-3.288391e-07,5.321194e-05,1.407850e-04
4.168300e-10,-4.974248e-08,8.549704e-06,3.073387e-05,-2.252019e-05,-5.880833e-06,-3.310072e-07,5.325407e-05,1.413964e-04
4.168400e-10,-4.859422e-08,8.553916e-06,3.075571e-05,-2.254142e-05,-5.886206e-06,-3.331105e-07,5.329713e-05,1.420156e-04
4.168500e-10,-4.743855e-08,8.558122e-06,3.077792e-05,-2.256304e-05,-5.891633e-06,-3.351476e-07,5.334096e-05,1.426399e-04
4.168600e-10,-4.627583e-08,8.562318e-06,3.080042e-05,-2.258497e-05,-5.897105e-06,-3.371173e-07,5.338539e-05,1.432667e-04
4.168700e-10,-4.510647e-08,8.566497e-06,3.082313e-05,-2.260711e-05,-5.902613e-06,-3.390183e-07,5.343024e-05,1.438932e-04
4.168800e-10,-4.393087e-08,8.570652e-06,3.084595e-05,-2.262939e-05,-5.908147e-06,-3.408494e-07,5.347534e-05,1.445166e-04
4.168900e-10,-4.274946e-08,8.574777e-06,3.086880e-05,-2.265171e-05,-5.913699e-06,-3.426093e-07,5.352051e-05,1.451341e-04
4.169000e-10,-4.156271e-08,8.578865e-06,3.089157e-05,-2.267397e-05,-5.919258e-06,-3.442969e-07,5.356554e-05,1.457430e-04
4.169100e-10,-4.037108e-08,8.582909e-06,3.091418e-05,-2.269609e-05,-5.924815e-06,-3.459110e-07,5.361026e-05,1.463405e-04
4.169200e-10,-3.917505e-08,8.586902e-06,3.093653e-05,-2.271796e-05,-5.930359e-06,-3.474506e-07,5.365448e-05,1.469238e-04
4.169300e-10,-3.797513e-08,8.590837e-06,3.095852e-05,-2.273949e-05,-5.935880e-06,-3.489147e-07,5.369801e-05,1.474902e-04
4.169400e-10,-3.677183e-08,8.594706e-06,3.098007e-05,-2.276059e-05,-5.941368e-06,-3.503023e-07,5.374066e-05,1.480371e-04
4.169500e-10,-3.556567e-08,8.598503e-06,3.100108e-05,-2.278116e-05,-5.946813e-06,-3.516124e-07,5.378224e-05,1.485618e-04
4.169600e-10,-3.435720e-08,8.602221e-06,3.102145e-05,-2.280111e-05,-5.952204e-06,-3.528442e-07,5.382257e-05,1.490620e-04
4.169700e-10,-3.314695e-08,8.605853e-06,3.104111e-05,-2.282036e-05,-5.957532e-06,-3.539968e-07,5.386147e-05,1.495352e-04
4.169800e-10,-3.193549e-08,8.609391e-06,3.105995e-05,-2.283881e-05,-5.962785e-06,-3.550695e-07,5.389877e-05,1.499792e-04
4.169900e-10,-3.072336e-08,8.612829e-06,3.107791e-05,-2.285639e-05,-5.967955e-06,-3.560616e-07,5.393430e-05,1.503917e-04
4.170000e-10,-2.951112e-08,8.616161e-06,3.109489e-05,-2.287301e-05,-5.973032e-06,-3.569723e-07,5.396790e-05,1.507709e-04
4.170100e-10,-2.829935e-08,8.619381e-06,3.111083e-05,-2.288859e-05,-5.978006e-06,-3.578013e-07,5.399943e-05,1.511149e-04
4.170200e-10,-2.708858e-08,8.622482e-06,3.112565e-05,-2.290308e-05,-5.982869e-06,-3.585478e-07,5.402873e-05,1.514221e-04
4.170300e-10,-2.587940e-08,8.625459e-06,3.113929e-05,-2.291640e-05,-5.987612e-06,-3.592115e-07,5.405569e-05,1.516908e-04
4.170400e-10,-2.467234e-08,8.628307e-06,3.115169e-05,-2.292849e-05,-5.992226e-06,-3.597920e-07,5.408018e-05,1.519200e-04
4.170500e-10,-2.346795e-08,8.631021e-06,3.116280e-05,-2.293930e-05,-5.996705e-06,-3.602890e-07,5.410209e-05,1.521084e-04
4.170600e-10,-2.226677e-08,8.633596e-06,3.117256e-05,-2.294878e-05,-6.001040e-06,-3.607022e-07,5.412134e-05,1.522553e-04
4.170700e-10,-2.106934e-08,8.636029e-06,3.118094e-05,-2.295690e-05,-6.005226e-06,-3.610316e-07,5.413783e-05,1.523598e-04
4.170800e-10,-1.987617e-08,8.638316e-06,3.118789e-05,-2.296361e-05,-6.009256e-06,-3.612770e-07,5.415150e-05,1.524216e-04
4.170900e-10,-1.868776e-08,8.640454e-06,3.119341e-05,-2.296890e-05,-6.013125e-06,-3.614384e-07,5.416231e-05,1.524404e-04
4.171000e-10,-1.750460e-08,8.642440e-06,3.119746e-05,-2.297274e-05,-6.016827e-06,-3.615160e-07,5.417020e-05,1.524162e-04
4.171100e-10,-1.632719e-08,8.644272e-06,3.120003e-05,-2.297512e-05,-6.020360e-06,-3.615098e-07,5.417515e-05,1.523492e-04
4.171200e-10,-1.515597e-08,8.645950e-06,3.120112e-05,-2.297604e-05,-6.023719e-06,-3.614203e-07,5.417716e-05,1.522397e-04
4.171300e-10,-1.399139e-08,8.647471e-06,3.120073e-05,-2.297551e-05,-6.026902e-06,-3.612475e-07,5.417623e-05,1.520884e-04
4.171400e-10,-1.283388e-08,8.648837e-06,3.119886e-05,-2.297352e-05,-6.029906e-06,-3.609921e-07,5.417238e-05,1.518961e-04
4.171500e-10,-1.168386e-08,8.650045e-06,3.119554e-05,-2.297011e-05,-6.032730e-06,-3.606544e-07,5.416565e-05,1.516638e-04
4.171600e-10,-1.054171e-08,8.651098e-06,3.119079e-05,-2.296529e-05,-6.035373e-06,-3.602351e-07,5.415608e-05,1.513928e-04
4.171700e-10,-9.407809e-09,8.651997e-06,3.118464e-05,-2.295909e-05,-6.037835e-06,-3.597348e-07,5.414373e-05,1.510844e-04
4.171800e-10,-8.282521e-09,8.652742e-06,3.117712e-05,-2.295156e-05,-6.040117e-06,-3.591542e-07,5.412867e-05,1.507401e-04
4.171900e-10,-7.166184e-09,8.653337e-06,3.116827e-05,-2.294273e-05,-6.042219e-06,-3.584942e-07,5.411100e-05,1.503618e-04
4.172000e-10,-6.059122e-09,8.653784e-06,3.115815e-05,-2.293266e-05,-6.044143e-06,-3.577555e-07,5.409082e-05,1.499513e-04
4.172100e-10,-4.961642e-09,8.654085e-06,3.114681e-05,-2.292141e-05,-6.045892e-06,-3.569393e-07,5.406822e-05,1.495106e-04
4.172200e-10,-3.874035e-09,8.654245e-06,3.113431e-05,-2.290903e-05,-6.047469e-06,-3.560464e-07,5.404334e-05,1.490419e-04
4.172300e-10,-2.796577e-09,8.654267e-06,3.112071e-05,-2.289559e-05,-6.048876e-06,-3.550781e-07,5.401630e-05,1.485474e-04
4.172400e-10,-1.729531e-09,8.654155e-06,3.110608e-05,-2.288116e-05,-6.050117e-06,-3.540355e-07,5.398724e-05,1.480295e-04
4.172500e-10,-6.731429e-10,8.653914e-06,3.109049e-05,-2.286581e-05,-6.051198e-06,-3.529197e-07,5.395631e-05,1.474905e-04
4.172600e-10,3.723508e-10,8.653550e-06,3.107402e-05,-2.284963e-05,-6.052122e-06,-3.517322e-07,5.392365e-05,1.469331e-04
4.172700e-10,1.406727e-09,8.653065e-06,3.105675e-05,-2.283268e-05,-6.052895e-06,-3.504743e-07,5.388943e-05,1.463598e-04
4.172800e-10,2.429773e-09,8.652468e-06,3.103875e-05,-2.281505e-05,-6.053522e-06,-3.491473e-07,5.385380e-05,1.457732e-04
4.172900e-10,3.441286e-09,8.651762e-06,3.102011e-05,-2.279683e-05,-6.054008e-06,-3.477527e-07,5.381695e-05,1.451760e-04
4.173000e-10,4.441071e-09,8.650954e-06,3.100092e-05,-2.277811e-05,-6.054361e-06,-3.462922e-07,5.377903e-05,1.445708e-04
4.173100e-10,5.428943e-09,8.650049e-06,3.098126e-05,-2.275897e-05,-6.054585e-06,-3.447671e-07,5.374023e-05,1.439602e-04
4.173200e-10,6.404722e-09,8.649054e-06,3.096122e-05,-2.273949e-05,-6.054688e-06,-3.431792e-07,5.370071e-05,1.433470e-04
4.173300e-10,7.368235e-09,8.647974e-06,3.094088e-05,-2.271977e-05,-6.054676e-06,-3.415300e-07,5.366065e-05,1.427338e-04
4.173400e-10,8.319312e-09,8.646816e-06,3.092034e-05,-2.269989e-05,-6.054555e-06,-3.398214e-07,5.362023e-05,1.421232e-04
4.173500e-10,9.257791e-09,8.645586e-06,3.089967e-05,-2.267995e-05,-6.054332e-06,-3.380549e-07,5.357962e-05,1.415178e-04
4.173600e-10,1.018351e-08,8.644291e-06,3.087897e-05,-2.266002e-05,-6.054015e-06,-3.362324e-07,5.353899e-05,1.409200e-04
4.173700e-10,1.109631e-08,8.642936e-06,3.085832e-05,-2.264020e-05,-6.053609e-06,-3.343557e-07,5.349852e-05,1.403324e-04
4.173800e-10,1.199604e-08,8.641527e-06,3.083780e-05,-2.262057e-05,-6.053122e-06,-3.324265e-07,5.345837e-05,1.397574e-04
4.173900e-10,1.288254e-08,8.640072e-06,3.081750e-05,-2.260121e-05,-6.052560e-06,-3.304468e-07,5.341871e-05,1.391972e-04
4.174000e-10,1.375567e-08,8.638575e-06,3.079750e-05,-2.258220e-05,-6.051930e-06,-3.284183e-07,5.337970e-05,1.386541e-04
4.174100e-10,1.461526e-08,8.637042e-06,3.077786e-05,-2.256362e-05,-6.051238e-06,-3.263431e-07,5.334149e-05,1.381303e-04
4.174200e-10,1.546118e-08,8.635480e-06,3.075868e-05,-2.254555e-05,-6.050491e-06,-3.242229e-07,5.330423e-05,1.376278e-04
4.174300e-10,1.629327e-08,8.633894e-06,3.074002e-05,-2.252805e-05,-6.049696e-06,-3.220597e-07,5.326807e-05,1.371485e-04
4.174400e-10,1.711138e-08,8.632290e-06,3.072196e-05,-2.251120e-05,-6.048858e-06,-3.198554e-07,5.323316e-05,1.366944e-04
4.174500e-10,1.791536e-08,8.630673e-06,3.070455e-05,-2.249506e-05,-6.047983e-06,-3.176121e-07,5.319961e-05,1.362671e-04
4.174600e-10,1.870506e-08,8.629048e-06,3.068787e-05,-2.247970e-05,-6.047078e-06,-3.153315e-07,5.316757e-05,1.358682e-04
4.174700e-10,1.948034e-08,8.627420e-06,3.067197e-05,-2.246518e-05,-6.046148e-06,-3.130158e-07,5.313714e-05,1.354993e-04
4.174800e-10,2.024105e-08,8.625795e-06,3.065691e-05,-2.245155e-05,-6.045197e-06,-3.106668e-07,5.310846e-05,1.351617e-04
4.174900e-10,2.098704e-08,8.624176e-06,3.064274e-05,-2.243887e-05,-6.044233e-06,-3.082865e-07,5.308161e-05,1.348567e-04
4.175000e-10,2.171817e-08,8.622569e-06,3.062952e-05,-2.242718e-05,-6.043258e-06,-3.058770e-07,5.305670e-05,1.345854e-04
4.175100e-10,2.243429e-08,8.620978e-06,3.061729e-05,-2.241653e-05,-6.042279e-06,-3.034401e-07,5.303383e-05,1.343489e-04
4.175200e-10,2.313525e-08,8.619406e-06,3.060609e-05,-2.240697e-05,-6.041300e-06,-3.009778e-07,5.301306e-05,1.341479e-04
4.175300e-10,2.382092e-08,8.617859e-06,3.059597e-05,-2.239852e-05,-6.040324e-06,-2.984921e-07,5.299449e-05,1.339833e-04
4.175400e-10,2.449116e-08,8.616338e-06,3.058695e-05,-2.239123e-05,-6.039357e-06,-2.959849e-07,5.297818e-05,1.338557e-04
4.175500e-10,2.514582e-08,8.614848e-06,3.057906e-05,-2.238512e-05,-6.038400e-06,-2.934583e-07,5.296418e-05,1.337654e-04
4.175600e-10,2.578478e-08,8.613393e-06,3.057234e-05,-2.238021e-05,-6.037459e-06,-2.909141e-07,5.295255e-05,1.337129e-04
4.175700e-10,2.640789e-08,8.611974e-06,3.056680e-05,-2.237653e-05,-6.036536e-06,-2.883542e-07,5.294333e-05,1.336984e-04
4.175800e-10,2.701502e-08,8.610595e-06,3.056246e-05,-2.237410e-05,-6.035633e-06,-2.857806e-07,5.293655e-05,1.337218e-04
4.175900e-10,2.760606e-08,8.609259e-06,3.055933e-05,-2.237291e-05,-6.034754e-06,-2.831952e-07,5.293224e-05,1.337832e-04
4.176000e-10,2.818086e-08,8.607967e-06,3.055742e-05,-2.237299e-05,-6.033900e-06,-2.805998e-07,5.293041e-05,1.338822e-04
4.176100e-10,2.873931e-08,8.606721e-06,3.055674e-05,-2.237433e-05,-6.033074e-06,-2.779963e-07,5.293107e-05,1.340186e-04
4.176200e-10,2.928128e-08,8.605524e-06,3.055729e-05,-2.237693e-05,-6.032277e-06,-2.753867e-07,5.293422e-05,1.341919e-04
4.176300e-10,2.980665e-08,8.604376e-06,3.055905e-05,-2.238079e-05,-6.031510e-06,-2.727726e-07,5.293984e-05,1.344013e-04
4.176400e-10,3.031531e-08,8.603280e-06,3.056203e-05,-2.238588e-05,-6.030774e-06,-2.701559e-07,5.294791e-05,1.346461e-04
4.176500e-10,3.080715e-08,8.602235e-06,3.056620e-05,-2.239221e-05,-6.030070e-06,-2.675384e-07,5.295841e-05,1.349254e-04
4.176600e-10,3.128204e-08,8.601243e-06,3.057155e-05,-2.239974e-05,-6.029398e-06,-2.649218e-07,5.297128e-05,1.352381e-04
4.176700e-10,3.173988e-08,8.600304e-06,3.057804e-05,-2.240844e-05,-6.028757e-06,-2.623079e-07,5.298649e-05,1.355830e-04
4.176800e-10,3.218056e-08,8.599418e-06,3.058567e-05,-2.241830e-05,-6.028147e-06,-2.596984e-07,5.300396e-05,1.359588e-04
4.176900e-10,3.260396e-08,8.598585e-06,3.059438e-05,-2.242927e-05,-6.027568e-06,-2.570948e-07,5.302364e-05,1.363640e-04
4.177000e-10,3.300998e-08,8.597803e-06,3.060414e-05,-2.244130e-05,-6.027017e-06,-2.544990e-07,5.304544e-05,1.367970e-04
4.177100e-10,3.339851e-08,8.597073e-06,3.061491e-05,-2.245437e-05,-6.026494e-06,-2.519124e-07,5.306928e-05,1.372561e-04
4.177200e-10,3.376944e-08,8.596393e-06,3.062664e-05,-2.246841e-05,-6.025995e-06,-2.493366e-07,5.309505e-05,1.377394e-04
4.177300e-10,3.412265e-08,8.595761e-06,3.063927e-05,-2.248337e-05,-6.025519e-06,-2.467731e-07,5.312265e-05,1.382449e-04
4.177400e-10,3.445804e-08,8.595176e-06,3.065276e-05,-2.249920e-05,-6.025063e-06,-2.442235e-07,5.315196e-05,1.387706e-04
4.177500e-10,3.477550e-08,8.594635e-06,3.066703e-05,-2.251582e-05,-6.024622e-06,-2.416891e-07,5.318286e-05,1.393142e-04
4.177600e-10,3.507491e-08,8.594136e-06,3.068203e-05,-2.253318e-05,-6.024195e-06,-2.391715e-07,5.321521e-05,1.398734e-04
4.177700e-10,3.535616e-08,8.593676e-06,3.069767e-05,-2.255119e-05,-6.023777e-06,-2.366719e-07,5.324887e-05,1.404459e-04
4.177800e-10,3.561912e-08,8.593252e-06,3.071390e-05,-2.256979e-05,-6.023362e-06,-2.341917e-07,5.328369e-05,1.410292e-04
4.177900e-10,3.586369e-08,8.592861e-06,3.073063e-05,-2.258888e-05,-6.022947e-06,-2.317321e-07,5.331951e-05,1.416207e-04
4.178000e-10,3.608973e-08,8.592498e-06,3.074778e-05,-2.260840e-05,-6.022527e-06,-2.292945e-07,5.335618e-05,1.422178e-04
4.178100e-10,3.629714e-08,8.592160e-06,3.076526e-05,-2.262825e-05,-6.022096e-06,-2.268799e-07,5.339351e-05,1.428178e-04
4.178200e-10,3.648577e-08,8.591842e-06,3.078300e-05,-2.264834e-05,-6.021648e-06,-2.244896e-07,5.343134e-05,1.434179e-04
4.178300e-10,3.665551e-08,8.591540e-06,3.080089e-05,-2.266858e-05,-6.021178e-06,-2.221246e-07,5.346948e-05,1.440155e-04
4.178400e-10,3.680624e-08,8.591249e-06,3.081886e-05,-2.268889e-05,-6.020679e-06,-2.197860e-07,5.350775e-05,1.446078e-04
4.178500e-10,3.693782e-08,8.590964e-06,3.083681e-05,-2.270915e-05,-6.020145e-06,-2.174749e-07,5.354596e-05,1.451919e-04
4.178600e-10,3.705013e-08,8.590680e-06,3.085464e-05,-2.272929e-05,-6.019569e-06,-2.151921e-07,5.358393e-05,1.457651e-04
4.178700e-10,3.714306e-08,8.590392e-06,3.087226e-05,-2.274920e-05,-6.018945e-06,-2.129387e-07,5.362146e-05,1.463247e-04
4.178800e-10,3.721647e-08,8.590094e-06,3.088958e-05,-2.276878e-05,-6.018266e-06,-2.107155e-07,5.365836e-05,1.468679e-04
4.178900e-10,3.727025e-08,8.589781e-06,3.090650e-05,-2.278794e-05,-6.017525e-06,-2.085234e-07,5.369444e-05,1.473922e-04
4.179000e-10,3.730429e-08,8.589448e-06,3.092294e-05,-2.280659e-05,-6.016715e-06,-2.063632e-07,5.372952e-05,1.478949e-04
4.179100e-10,3.731848e-08,8.589088e-06,3.093879e-05,-2.282462e-05,-6.015829e-06,-2.042356e-07,5.376341e-05,1.483735e-04
4.179200e-10,3.731272e-08,8.588697e-06,3.095397e-05,-2.284196e-05,-6.014861e-06,-2.021414e-07,5.379593e-05,1.488257e-04
4.179300e-10,3.728693e-08,8.588268e-06,3.096840e-05,-2.285850e-05,-6.013804e-06,-2.000814e-07,5.382690e-05,1.492491e-04
4.179400e-10,3.724103e-08,8.587798e-06,3.098199e-05,-2.287417e-05,-6.012652e-06,-1.980561e-07,5.385616e-05,1.496416e-04
4.179500e-10,3.717493e-08,8.587279e-06,3.099466e-05,-2.288888e-05,-6.011398e-06,-1.960663e-07,5.388354e-05,1.500013e-04
4.179600e-10,3.708860e-08,8.586708e-06,3.100634e-05,-2.290256e-05,-6.010037e-06,-1.941125e-07,5.390890e-05,1.503262e-04
4.179700e-10,3.698198e-08,8.586080e-06,3.101695e-05,-2.291513e-05,-6.008563e-06,-1.921954e-07,5.393208e-05,1.506147e-04
4.179800e-10,3.685506e-08,8.585390e-06,3.102643e-05,-2.292653e-05,-6.006971e-06,-1.903154e-07,5.395295e-05,1.508652e-04
4.179900e-10,3.670782e-08,8.584635e-06,3.103471e-05,-2.293669e-05,-6.005256e-06,-1.884732e-07,5.397140e-05,1.510765e-04
4.180000e-10,3.654028e-08,8.583809e-06,3.104176e-05,-2.294555e-05,-6.003414e-06,-1.866693e-07,5.398731e-05,1.512474e-04
4.180100e-10,3.635247e-08,8.582910e-06,3.104750e-05,-2.295307e-05,-6.001441e-06,-1.849041e-07,5.400057e-05,1.513770e-04
4.180200e-10,3.614443e-08,8.581934e-06,3.105191e-05,-2.295920e-05,-5.999334e-06,-1.831782e-07,5.401112e-05,1.514646e-04
4.180300e-10,3.591624e-08,8.580879e-06,3.105495e-05,-2.296392e-05,-5.997089e-06,-1.814920e-07,5.401887e-05,1.515097e-04
4.180400e-10,3.566800e-08,8.579742e-06,3.105659e-05,-2.296718e-05,-5.994706e-06,-1.798460e-07,5.402377e-05,1.515120e-04
4.180500e-10,3.539983e-08,8.578522e-06,3.105681e-05,-2.296896e-05,-5.992182e-06,-1.782406e-07,5.402578e-05,1.514715e-04
4.180600e-10,3.511187e-08,8.577216e-06,3.105560e-05,-2.296926e-05,-5.989516e-06,-1.766762e-07,5.402486e-05,1.513882e-04
4.180700e-10,3.480428e-08,8.575825e-06,3.105294e-05,-2.296806e-05,-5.986708e-06,-1.751533e-07,5.402100e-05,1.512625e-04
4.180800e-10,3.447727e-08,8.574347e-06,3.104885e-05,-2.296537e-05,-5.983759e-06,-1.736723e-07,5.401421e-05,1.510951e-04
4.180900e-10,3.413105e-08,8.572783e-06,3.104332e-05,-2.296118e-05,-5.980669e-06,-1.722335e-07,5.400450e-05,1.508866e-04
4.181000e-10,3.376585e-08,8.571132e-06,3.103637e-05,-2.295553e-05,-5.977439e-06,-1.708373e-07,5.399189e-05,1.506382e-04
4.181100e-10,3.338196e-08,8.569396e-06,3.102803e-05,-2.294842e-05,-5.974073e-06,-1.694842e-07,5.397644e-05,1.503508e-04
4.181200e-10,3.297966e-08,8.567576e-06,3.101831e-05,-2.293989e-05,-5.970573e-06,-1.681744e-07,5.395820e-05,1.500260e-04
4.181300e-10,3.255926e-08,8.565675e-06,3.100727e-05,-2.292997e-05,-5.966942e-06,-1.669083e-07,5.393724e-05,1.496652e-04
4.181400e-10,3.212110e-08,8.563693e-06,3.099494e-05,-2.291870e-05,-5.963185e-06,-1.656863e-07,5.391364e-05,1.492701e-04
4.181500e-10,3.166554e-08,8.561634e-06,3.098136e-05,-2.290614e-05,-5.959306e-06,-1.645087e-07,5.388750e-05,1.488425e-04
4.181600e-10,3.119295e-08,8.559500e-06,3.096659e-05,-2.289232e-05,-5.955309e-06,-1.633758e-07,5.385892e-05,1.483845e-04
4.181700e-10,3.070375e-08,8.557296e-06,3.095069e-05,-2.287732e-05,-5.951202e-06,-1.622879e-07,5.382801e-05,1.478981e-04
4.181800e-10,3.019833e-08,8.555024e-06,3.093372e-05,-2.286120e-05,-5.946989e-06,-1.612453e-07,5.379492e-05,1.473856e-04
4.181900e-10,2.967715e-08,8.552690e-06,3.091574e-05,-2.284402e-05,-5.942678e-06,-1.602483e-07,5.375976e-05,1.468493e-04
4.182000e-10,2.914065e-08,8.550296e-06,3.089683e-05,-2.282585e-05,-5.938274e-06,-1.592970e-07,5.372268e-05,1.462917e-04
4.182100e-10,2.858928e-08,8.547848e-06,3.087706e-05,-2.280677e-05,-5.933787e-06,-1.583918e-07,5.368383e-05,1.457151e-04
4.182200e-10,2.802354e-08,8.545351e-06,3.085652e-05,-2.278685e-05,-5.929222e-06,-1.575328e-07,5.364337e-05,1.451221e-04
4.182300e-10,2.744390e-08,8.542809e-06,3.083527e-05,-2.276619e-05,-5.924588e-06,-1.567202e-07,5.360145e-05,1.445154e-04
4.182400e-10,2.685086e-08,8.540228e-06,3.081340e-05,-2.274485e-05,-5.919894e-06,-1.559543e-07,5.355825e-05,1.438976e-04
4.182500e-10,2.624493e-08,8.537612e-06,3.079099e-05,-2.272292e-05,-5.915146e-06,-1.552350e-07,5.351392e-05,1.432713e-04
4.182600e-10,2.562661e-08,8.534968e-06,3.076814e-05,-2.270050e-05,-5.910354e-06,-1.545626e-07,5.346864e-05,1.426391e-04
4.182700e-10,2.499643e-08,8.532300e-06,3.074492e-05,-2.267766e-05,-5.905527e-06,-1.539372e-07,5.342258e-05,1.420037e-04
4.182800e-10,2.435489e-08,8.529614e-06,3.072143e-05,-2.265450e-05,-5.900673e-06,-1.533586e-07,5.337592e-05,1.413677e-04
4.182900e-10,2.370253e-08,8.526916e-06,3.069774e-05,-2.263109e-05,-5.895800e-06,-1.528271e-07,5.332883e-05,1.407338e-04
4.183000e-10,2.303986e-08,8.524211e-06,3.067395e-05,-2.260753e-05,-5.890918e-06,-1.523425e-07,5.328147e-05,1.401045e-04
4.183100e-10,2.236741e-08,8.521505e-06,3.065013e-05,-2.258390e-05,-5.886035e-06,-1.519049e-07,5.323403e-05,1.394822e-04
4.183200e-10,2.168569e-08,8.518802e-06,3.062638e-05,-2.256028e-05,-5.881160e-06,-1.515140e-07,5.318667e-05,1.388695e-04
4.183300e-10,2.099521e-08,8.516109e-06,3.060278e-05,-2.253677e-05,-5.876301e-06,-1.511699e-07,5.313955e-05,1.382688e-04
4.183400e-10,2.029650e-08,8.513430e-06,3.057941e-05,-2.251343e-05,-5.871467e-06,-1.508724e-07,5.309284e-05,1.376823e-04
4.183500e-10,1.959005e-08,8.510771e-06,3.055634e-05,-2.249036e-05,-5.866665e-06,-1.506212e-07,5.304669e-05,1.371123e-04
4.183600e-10,1.887636e-08,8.508136e-06,3.053366e-05,-2.246762e-05,-5.861905e-06,-1.504161e-07,5.300127e-05,1.365609e-04
4.183700e-10,1.815594e-08,8.505531e-06,3.051144e-05,-2.244529e-05,-5.857194e-06,-1.502569e-07,5.295673e-05,1.360302e-04
4.183800e-10,1.742927e-08,8.502959e-06,3.048975e-05,-2.242345e-05,-5.852539e-06,-1.501433e-07,5.291319e-05,1.355222e-04
4.183900e-10,1.669682e-08,8.500426e-06,3.046866e-05,-2.240216e-05,-5.847949e-06,-1.500748e-07,5.287082e-05,1.350387e-04
4.184000e-10,1.595906e-08,8.497936e-06,3.044824e-05,-2.238149e-05,-5.843430e-06,-1.500511e-07,5.282973e-05,1.345814e-04
4.184100e-10,1.521647e-08,8.495493e-06,3.042855e-05,-2.236151e-05,-5.838989e-06,-1.500718e-07,5.279006e-05,1.341520e-04
4.184200e-10,1.446949e-08,8.493100e-06,3.040966e-05,-2.234227e-05,-5.834634e-06,-1.501364e-07,5.275192e-05,1.337520e-04
4.184300e-10,1.371857e-08,8.490762e-06,3.039161e-05,-2.232383e-05,-5.830370e-06,-1.502443e-07,5.271544e-05,1.333828e-04
4.184400e-10,1.296413e-08,8.488482e-06,3.037447e-05,-2.230624e-05,-5.826204e-06,-1.503951e-07,5.268071e-05,1.330457e-04
4.184500e-10,1.220661e-08,8.486263e-06,3.035828e-05,-2.228956e-05,-5.822141e-06,-1.505881e-07,5.264783e-05,1.327417e-04
4.184600e-10,1.144641e-08,8.484109e-06,3.034308e-05,-2.227382e-05,-5.818187e-06,-1.508227e-07,5.261691e-05,1.324720e-04
4.184700e-10,1.068394e-08,8.482021e-06,3.032893e-05,-2.225908e-05,-5.814347e-06,-1.510983e-07,5.258801e-05,1.322375e-04
4.184800e-10,9.919599e-09,8.480004e-06,3.031586e-05,-2.224537e-05,-5.810626e-06,-1.514141e-07,5.256123e-05,1.320388e-04
4.184900e-10,9.153762e-09,8.478059e-06,3.030390e-05,-2.223272e-05,-5.807028e-06,-1.517693e-07,5.253662e-05,1.318768e-04
4.185000e-10,8.386804e-09,8.476188e-06,3.029308e-05,-2.222117e-05,-5.803558e-06,-1.521633e-07,5.251426e-05,1.317518e-04
4.185100e-10,7.619086e-09,8.474393e-06,3.028344e-05,-2.221074e-05,-5.800219e-06,-1.525951e-07,5.249418e-05,1.316642e-04
4.185200e-10,6.850961e-09,8.472677e-06,3.027499e-05,-2.220145e-05,-5.797015e-06,-1.530639e-07,5.247645e-05,1.316143e-04
4.185300e-10,6.082767e-09,8.471040e-06,3.026775e-05,-2.219333e-05,-5.793949e-06,-1.535689e-07,5.246108e-05,1.316022e-04
4.185400e-10,5.314835e-09,8.469483e-06,3.026174e-05,-2.218638e-05,-5.791023e-06,-1.541091e-07,5.244812e-05,1.316279e-04
4.185500e-10,4.547482e-09,8.468008e-06,3.025697e-05,-2.218061e-05,-5.788240e-06,-1.546835e-07,5.243758e-05,1.316912e-04
4.185600e-10,3.781015e-09,8.466616e-06,3.025343e-05,-2.217604e-05,-5.785602e-06,-1.552912e-07,5.242947e-05,1.317918e-04
4.185700e-10,3.015730e-09,8.465306e-06,3.025114e-05,-2.217266e-05,-5.783110e-06,-1.559311e-07,5.242380e-05,1.319293e-04
4.185800e-10,2.251908e-09,8.464079e-06,3.025009e-05,-2.217046e-05,-5.780765e-06,-1.566022e-07,5.242055e-05,1.321031e-04
4.185900e-10,1.489822e-09,8.462935e-06,3.025027e-05,-2.216945e-05,-5.778569e-06,-1.573034e-07,5.241971e-05,1.323125e-04
4.186000e-10,7.297300e-10,8.461874e-06,3.025166e-05,-2.216960e-05,-5.776520e-06,-1.580335e-07,5.242126e-05,1.325566e-04
4.186100e-10,-2.812370e-11,8.460895e-06,3.025426e-05,-2.217090e-05,-5.774620e-06,-1.587914e-07,5.242516e-05,1.328345e-04
4.186200e-10,-7.835068e-10,8.459997e-06,3.025803e-05,-2.217334e-05,-5.772868e-06,-1.595759e-07,5.243137e-05,1.331450e-04
4.186300e-10,-1.536201e-09,8.459178e-06,3.026296e-05,-2.217687e-05,-5.771262e-06,-1.603859e-07,5.243983e-05,1.334869e-04
