time,"I(LT11)","I(LT13)","I(LT14)","I(LTN81)","I(LTN131)"
2.288100e-10,2.709151e-04,2.829149e-05,3.926212e-05,1.363085e-04,6.755361e-05
2.288200e-10,2.701602e-04,2.819346e-05,3.786941e-05,1.359643e-04,6.606287e-05
2.288300e-10,2.694662e-04,2.812125e-05,3.645243e-05,1.356528e-04,6.457368e-05
2.288400e-10,2.688357e-04,2.807462e-05,3.501759e-05,1.353754e-04,6.309221e-05
2.288500e-10,2.682713e-04,2.805322e-05,3.357129e-05,1.351331e-04,6.162451e-05
2.288600e-10,2.677752e-04,2.805656e-05,3.211992e-05,1.349269e-04,6.017648e-05
2.288700e-10,2.673494e-04,2.808405e-05,3.066978e-05,1.347578e-04,5.875383e-05
2.288800e-10,2.669956e-04,2.813498e-05,2.922710e-05,1.346263e-04,5.736208e-05
2.288900e-10,2.667153e-04,2.820856e-05,2.779797e-05,1.345332e-04,5.600652e-05
2.289000e-10,2.665096e-04,2.830389e-05,2.638833e-05,1.344788e-04,5.469223e-05
2.289100e-10,2.663794e-04,2.842002e-05,2.500397e-05,1.344634e-04,5.342399e-05
2.289200e-10,2.663254e-04,2.855591e-05,2.365045e-05,1.344871e-04,5.220636e-05
2.289300e-10,2.663478e-04,2.871045e-05,2.233314e-05,1.345500e-04,5.104359e-05
2.289400e-10,2.664469e-04,2.888248e-05,2.105716e-05,1.346519e-04,4.993963e-05
2.289500e-10,2.666223e-04,2.907079e-05,1.982739e-05,1.347925e-04,4.889818e-05
2.289600e-10,2.668735e-04,2.927413e-05,1.864844e-05,1.349713e-04,4.792258e-05
2.289700e-10,2.671998e-04,2.949122e-05,1.752467e-05,1.351878e-04,4.701589e-05
2.289800e-10,2.676001e-04,2.972074e-05,1.646013e-05,1.354412e-04,4.618087e-05
2.289900e-10,2.680730e-04,2.996134e-05,1.545859e-05,1.357306e-04,4.541992e-05
2.290000e-10,2.686169e-04,3.021165e-05,1.452353e-05,1.360550e-04,4.473518e-05
2.290100e-10,2.692299e-04,3.047030e-05,1.365812e-05,1.364131e-04,4.412842e-05
2.290200e-10,2.699097e-04,3.073590e-05,1.286524e-05,1.368037e-04,4.360114e-05
2.290300e-10,2.706539e-04,3.100704e-05,1.214746e-05,1.372253e-04,4.315450e-05
2.290400e-10,2.714597e-04,3.128233e-05,1.150703e-05,1.376763e-04,4.278937e-05
2.290500e-10,2.723241e-04,3.156037e-05,1.094591e-05,1.381550e-04,4.250628e-05
2.290600e-10,2.732439e-04,3.183974e-05,1.046576e-05,1.386594e-04,4.230550e-05
2.290700e-10,2.742154e-04,3.211906e-05,1.006791e-05,1.391877e-04,4.218696e-05
2.290800e-10,2.752349e-04,3.239693e-05,9.753404e-06,1.397376e-04,4.215033e-05
2.290900e-10,2.762983e-04,3.267198e-05,9.522989e-06,1.403070e-04,4.219497e-05
2.291000e-10,2.774015e-04,3.294284e-05,9.377108e-06,1.408935e-04,4.231995e-05
2.291100e-10,2.785399e-04,3.320816e-05,9.315910e-06,1.414947e-04,4.252407e-05
2.291200e-10,2.797089e-04,3.346661e-05,9.339254e-06,1.421082e-04,4.280586e-05
2.291300e-10,2.809037e-04,3.371687e-05,9.446708e-06,1.427312e-04,4.316358e-05
2.291400e-10,2.821192e-04,3.395766e-05,9.637558e-06,1.433612e-04,4.359522e-05
2.291500e-10,2.833503e-04,3.418771e-05,9.910808e-06,1.439955e-04,4.409852e-05
2.291600e-10,2.845917e-04,3.440579e-05,1.026518e-05,1.446313e-04,4.467097e-05
2.291700e-10,2.858381e-04,3.461069e-05,1.069913e-05,1.452657e-04,4.530982e-05
2.291800e-10,2.870839e-04,3.480124e-05,1.121085e-05,1.458960e-04,4.601209e-05
2.291900e-10,2.883237e-04,3.497633e-05,1.179823e-05,1.465194e-04,4.677456e-05
2.292000e-10,2.895519e-04,3.513486e-05,1.245894e-05,1.471331e-04,4.759380e-05
2.292100e-10,2.907630e-04,3.527579e-05,1.319038e-05,1.477342e-04,4.846618e-05
2.292200e-10,2.919515e-04,3.539815e-05,1.398969e-05,1.483201e-04,4.938783e-05
2.292300e-10,2.931120e-04,3.550099e-05,1.485375e-05,1.488880e-04,5.035474e-05
2.292400e-10,2.942389e-04,3.558345e-05,1.577923e-05,1.494352e-04,5.136268e-05
2.292500e-10,2.953272e-04,3.564473e-05,1.676254e-05,1.499594e-04,5.240727e-05
2.292600e-10,2.963717e-04,3.568409e-05,1.779986e-05,1.504579e-04,5.348395e-05
2.292700e-10,2.973674e-04,3.570089e-05,1.888716e-05,1.509285e-04,5.458804e-05
2.292800e-10,2.983097e-04,3.569453e-05,2.002017e-05,1.513689e-04,5.571470e-05
2.292900e-10,2.991940e-04,3.566454e-05,2.119444e-05,1.517771e-04,5.685898e-05
2.293000e-10,3.000161e-04,3.561053e-05,2.240531e-05,1.521511e-04,5.801583e-05
2.293100e-10,3.007720e-04,3.553219e-05,2.364793e-05,1.524891e-04,5.918012e-05
2.293200e-10,3.014582e-04,3.542933e-05,2.491728e-05,1.527896e-04,6.034661e-05
2.293300e-10,3.020712e-04,3.530187e-05,2.620818e-05,1.530511e-04,6.151006e-05
2.293400e-10,3.026082e-04,3.514984e-05,2.751531e-05,1.532724e-04,6.266515e-05
2.293500e-10,3.030665e-04,3.497339e-05,2.883319e-05,1.534524e-04,6.380658e-05
2.293600e-10,3.034440e-04,3.477277e-05,3.015627e-05,1.535904e-04,6.492905e-05
2.293700e-10,3.037388e-04,3.454840e-05,3.147888e-05,1.536857e-04,6.602727e-05
2.293800e-10,3.039495e-04,3.430077e-05,3.279527e-05,1.537378e-04,6.709605e-05
2.293900e-10,3.040752e-04,3.403056e-05,3.409967e-05,1.537466e-04,6.813023e-05
2.294000e-10,3.041154e-04,3.373854e-05,3.538626e-05,1.537120e-04,6.912480e-05
2.294100e-10,3.040698e-04,3.342564e-05,3.664923e-05,1.536343e-04,7.007487e-05
2.294200e-10,3.039388e-04,3.309289e-05,3.788279e-05,1.535139e-04,7.097569e-05
2.294300e-10,3.037231e-04,3.274149e-05,3.908123e-05,1.533515e-04,7.182272e-05
2.294400e-10,3.034238e-04,3.237273e-05,4.023889e-05,1.531477e-04,7.261163e-05
2.294500e-10,3.030426e-04,3.198806e-05,4.135026e-05,1.529038e-04,7.333833e-05
2.294600e-10,3.025812e-04,3.158903e-05,4.240997e-05,1.526209e-04,7.399901e-05
2.294700e-10,3.020421e-04,3.117731e-05,4.341283e-05,1.523003e-04,7.459014e-05
2.294800e-10,3.014280e-04,3.075467e-05,4.435387e-05,1.519436e-04,7.510854e-05
2.294900e-10,3.007418e-04,3.032297e-05,4.522836e-05,1.515527e-04,7.555134e-05
2.295000e-10,2.999869e-04,2.988420e-05,4.603187e-05,1.511293e-04,7.591607e-05
2.295100e-10,2.991671e-04,2.944037e-05,4.676027e-05,1.506754e-04,7.620064e-05
2.295200e-10,2.982861e-04,2.899360e-05,4.740977e-05,1.501932e-04,7.640338e-05
2.295300e-10,2.973484e-04,2.854604e-05,4.797697e-05,1.496850e-04,7.652302e-05
2.295400e-10,2.963581e-04,2.809988e-05,4.845886e-05,1.491531e-04,7.655875e-05
2.295500e-10,2.953202e-04,2.765735e-05,4.885287e-05,1.486000e-04,7.651021e-05
2.295600e-10,2.942392e-04,2.722065e-05,4.915684e-05,1.480281e-04,7.637750e-05
2.295700e-10,2.931203e-04,2.679202e-05,4.936914e-05,1.474401e-04,7.616116e-05
2.295800e-10,2.919685e-04,2.637365e-05,4.948856e-05,1.468385e-04,7.586221e-05
2.295900e-10,2.907890e-04,2.596768e-05,4.951443e-05,1.462262e-04,7.548211e-05
2.296000e-10,2.895871e-04,2.557623e-05,4.944657e-05,1.456057e-04,7.502280e-05
2.296100e-10,2.883681e-04,2.520132e-05,4.928532e-05,1.449797e-04,7.448664e-05
2.296200e-10,2.871373e-04,2.484490e-05,4.903150e-05,1.443511e-04,7.387640e-05
2.296300e-10,2.859001e-04,2.450882e-05,4.868648e-05,1.437223e-04,7.319530e-05
2.296400e-10,2.846618e-04,2.419482e-05,4.825209e-05,1.430962e-04,7.244691e-05
2.296500e-10,2.834276e-04,2.390451e-05,4.773066e-05,1.424753e-04,7.163518e-05
2.296600e-10,2.822027e-04,2.363939e-05,4.712501e-05,1.418622e-04,7.076439e-05
2.296700e-10,2.809922e-04,2.340078e-05,4.643837e-05,1.412594e-04,6.983916e-05
2.296800e-10,2.798011e-04,2.318990e-05,4.567444e-05,1.406695e-04,6.886434e-05
2.296900e-10,2.786342e-04,2.300779e-05,4.483729e-05,1.400947e-04,6.784508e-05
2.297000e-10,2.774962e-04,2.285531e-05,4.393137e-05,1.395374e-04,6.678669e-05
2.297100e-10,2.763917e-04,2.273321e-05,4.296148e-05,1.389998e-04,6.569470e-05
2.297200e-10,2.753250e-04,2.264205e-05,4.193271e-05,1.384840e-04,6.457476e-05
2.297300e-10,2.743003e-04,2.258222e-05,4.085044e-05,1.379921e-04,6.343265e-05
2.297400e-10,2.733216e-04,2.255396e-05,3.972026e-05,1.375259e-04,6.227422e-05
2.297500e-10,2.723926e-04,2.255737e-05,3.854796e-05,1.370873e-04,6.110533e-05
2.297600e-10,2.715169e-04,2.259237e-05,3.733951e-05,1.366779e-04,5.993188e-05
2.297700e-10,2.706979e-04,2.265875e-05,3.610098e-05,1.362993e-04,5.875974e-05
2.297800e-10,2.699385e-04,2.275617e-05,3.483853e-05,1.359529e-04,5.759471e-05
2.297900e-10,2.692416e-04,2.288413e-05,3.355837e-05,1.356400e-04,5.644250e-05
2.298000e-10,2.686098e-04,2.304202e-05,3.226670e-05,1.353618e-04,5.530872e-05
2.298100e-10,2.680455e-04,2.322912e-05,3.096972e-05,1.351193e-04,5.419884e-05
2.298200e-10,2.675506e-04,2.344458e-05,2.967357e-05,1.349134e-04,5.311815e-05
2.298300e-10,2.671270e-04,2.368746e-05,2.838429e-05,1.347449e-04,5.207175e-05
2.298400e-10,2.667762e-04,2.395674e-05,2.710782e-05,1.346144e-04,5.106456e-05
2.298500e-10,2.664995e-04,2.425130e-05,2.584995e-05,1.345223e-04,5.010125e-05
2.298600e-10,2.662979e-04,2.456995e-05,2.461631e-05,1.344691e-04,4.918626e-05
2.298700e-10,2.661720e-04,2.491143e-05,2.341234e-05,1.344548e-04,4.832377e-05
2.298800e-10,2.661223e-04,2.527442e-05,2.224327e-05,1.344795e-04,4.751769e-05
2.298900e-10,2.661490e-04,2.565756e-05,2.111411e-05,1.345430e-04,4.677167e-05
2.299000e-10,2.662518e-04,2.605944e-05,2.002962e-05,1.346452e-04,4.608906e-05
2.299100e-10,2.664304e-04,2.647860e-05,1.899431e-05,1.347857e-04,4.547292e-05
2.299200e-10,2.666840e-04,2.691356e-05,1.801244e-05,1.349637e-04,4.492600e-05
2.299300e-10,2.670116e-04,2.736282e-05,1.708797e-05,1.351788e-04,4.445078e-05
2.299400e-10,2.674121e-04,2.782483e-05,1.622458e-05,1.354299e-04,4.404941e-05
2.299500e-10,2.678837e-04,2.829806e-05,1.542569e-05,1.357161e-04,4.372374e-05
2.299600e-10,2.684247e-04,2.878094e-05,1.469438e-05,1.360362e-04,4.347532e-05
2.299700e-10,2.690329e-04,2.927191e-05,1.403347e-05,1.363890e-04,4.330538e-05
2.299800e-10,2.697059e-04,2.976938e-05,1.344547e-05,1.367730e-04,4.321485e-05
2.299900e-10,2.704411e-04,3.027179e-05,1.293257e-05,1.371867e-04,4.320436e-05
2.300000e-10,2.712355e-04,3.077755e-05,1.249668e-05,1.376284e-04,4.327423e-05
2.300100e-10,2.720859e-04,3.128510e-05,1.213940e-05,1.380962e-04,4.342451e-05
2.300200e-10,2.729888e-04,3.179287e-05,1.186203e-05,1.385882e-04,4.365490e-05
2.300300e-10,2.739405e-04,3.229929e-05,1.166557e-05,1.391024e-04,4.396486e-05
2.300400e-10,2.749371e-04,3.280281e-05,1.155071e-05,1.396364e-04,4.435352e-05
2.300500e-10,2.759744e-04,3.330190e-05,1.151787e-05,1.401882e-04,4.481977e-05
2.300600e-10,2.770480e-04,3.379502e-05,1.156716e-05,1.407552e-04,4.536218e-05
2.300700e-10,2.781534e-04,3.428068e-05,1.169839e-05,1.413350e-04,4.597906e-05
2.300800e-10,2.792858e-04,3.475737e-05,1.191110e-05,1.419251e-04,4.666847e-05
2.300900e-10,2.804403e-04,3.522362e-05,1.220454e-05,1.425228e-04,4.742816e-05
2.301000e-10,2.816117e-04,3.567798e-05,1.257767e-05,1.431254e-04,4.825566e-05
2.301100e-10,2.827950e-04,3.611903e-05,1.302920e-05,1.437304e-04,4.914823e-05
2.301200e-10,2.839847e-04,3.654537e-05,1.355752e-05,1.443347e-04,5.010289e-05
2.301300e-10,2.851755e-04,3.695563e-05,1.416079e-05,1.449358e-04,5.111642e-05
2.301400e-10,2.863620e-04,3.734848e-05,1.483688e-05,1.455309e-04,5.218536e-05
2.301500e-10,2.875387e-04,3.772262e-05,1.558340e-05,1.461170e-04,5.330602e-05
2.301600e-10,2.887001e-04,3.807680e-05,1.639771e-05,1.466916e-04,5.447450e-05
2.301700e-10,2.898408e-04,3.840981e-05,1.727689e-05,1.472518e-04,5.568670e-05
2.301800e-10,2.909554e-04,3.872049e-05,1.821781e-05,1.477951e-04,5.693830e-05
2.301900e-10,2.920386e-04,3.900775e-05,1.921706e-05,1.483187e-04,5.822481e-05
2.302000e-10,2.930851e-04,3.927053e-05,2.027101e-05,1.488203e-04,5.954154e-05
2.302100e-10,2.940900e-04,3.950787e-05,2.137578e-05,1.492972e-04,6.088365e-05
2.302200e-10,2.950483e-04,3.971886e-05,2.252727e-05,1.497473e-04,6.224613e-05
2.302300e-10,2.959554e-04,3.990266e-05,2.372119e-05,1.501684e-04,6.362385e-05
2.302400e-10,2.968068e-04,4.005854e-05,2.495299e-05,1.505583e-04,6.501153e-05
2.302500e-10,2.975984e-04,4.018582e-05,2.621796e-05,1.509151e-04,6.640379e-05
2.302600e-10,2.983261e-04,4.028396e-05,2.751120e-05,1.512371e-04,6.779516e-05
2.302700e-10,2.989863e-04,4.035249e-05,2.882760e-05,1.515227e-04,6.918009e-05
2.302800e-10,2.995759e-04,4.039105e-05,3.016193e-05,1.517705e-04,7.055298e-05
2.302900e-10,3.000918e-04,4.039939e-05,3.150879e-05,1.519792e-04,7.190818e-05
2.303000e-10,3.005315e-04,4.037740e-05,3.286265e-05,1.521479e-04,7.324005e-05
2.303100e-10,3.008928e-04,4.032506e-05,3.421787e-05,1.522756e-04,7.454293e-05
2.303200e-10,3.011739e-04,4.024250e-05,3.556872e-05,1.523618e-04,7.581122e-05
2.303300e-10,3.013734e-04,4.012997e-05,3.690940e-05,1.524060e-04,7.703937e-05
2.303400e-10,3.014902e-04,3.998788e-05,3.823404e-05,1.524080e-04,7.822192e-05
2.303500e-10,3.015240e-04,3.981675e-05,3.953679e-05,1.523678e-04,7.935353e-05
2.303600e-10,3.014744e-04,3.961724e-05,4.081176e-05,1.522856e-04,8.042900e-05
2.303700e-10,3.013419e-04,3.939018e-05,4.205312e-05,1.521619e-04,8.144330e-05
2.303800e-10,3.011270e-04,3.913652e-05,4.325508e-05,1.519972e-04,8.239159e-05
2.303900e-10,3.008310e-04,3.885735e-05,4.441196e-05,1.517924e-04,8.326930e-05
2.304000e-10,3.004552e-04,3.855391e-05,4.551818e-05,1.515484e-04,8.407209e-05
2.304100e-10,3.000017e-04,3.822757e-05,4.656835e-05,1.512665e-04,8.479593e-05
2.304200e-10,2.994727e-04,3.787984e-05,4.755724e-05,1.509480e-04,8.543708e-05
2.304300e-10,2.988708e-04,3.751234e-05,4.847985e-05,1.505944e-04,8.599219e-05
2.304400e-10,2.981991e-04,3.712681e-05,4.933143e-05,1.502075e-04,8.645824e-05
2.304500e-10,2.974607e-04,3.672511e-05,5.010754e-05,1.497892e-04,8.683265e-05
2.304600e-10,2.966594e-04,3.630919e-05,5.080403e-05,1.493413e-04,8.711322e-05
2.304700e-10,2.957990e-04,3.588108e-05,5.141714e-05,1.488660e-04,8.729822e-05
2.304800e-10,2.948836e-04,3.544291e-05,5.194346e-05,1.483656e-04,8.738636e-05
2.304900e-10,2.939176e-04,3.499684e-05,5.237999e-05,1.478423e-04,8.737683e-05
2.305000e-10,2.929056e-04,3.454510e-05,5.272419e-05,1.472985e-04,8.726929e-05
2.305100e-10,2.918523e-04,3.408993e-05,5.297396e-05,1.467368e-04,8.706389e-05
2.305200e-10,2.907626e-04,3.363362e-05,5.312767e-05,1.461597e-04,8.676129e-05
2.305300e-10,2.896415e-04,3.317842e-05,5.318420e-05,1.455698e-04,8.636261e-05
2.305400e-10,2.884942e-04,3.272658e-05,5.314292e-05,1.449697e-04,8.586950e-05
2.305500e-10,2.873258e-04,3.228032e-05,5.300372e-05,1.443620e-04,8.528404e-05
2.305600e-10,2.861415e-04,3.184182e-05,5.276701e-05,1.437494e-04,8.460883e-05
2.305700e-10,2.849467e-04,3.141317e-05,5.243371e-05,1.431347e-04,8.384688e-05
2.305800e-10,2.837465e-04,3.099639e-05,5.200527e-05,1.425203e-04,8.300166e-05
2.305900e-10,2.825461e-04,3.059341e-05,5.148363e-05,1.419091e-04,8.207704e-05
2.306000e-10,2.813508e-04,3.020606e-05,5.087122e-05,1.413034e-04,8.107729e-05
2.306100e-10,2.801657e-04,2.983604e-05,5.017098e-05,1.407060e-04,8.000702e-05
2.306200e-10,2.789956e-04,2.948492e-05,4.938626e-05,1.401192e-04,7.887118e-05
2.306300e-10,2.778457e-04,2.915415e-05,4.852088e-05,1.395455e-04,7.767502e-05
2.306400e-10,2.767205e-04,2.884500e-05,4.757905e-05,1.389872e-04,7.642405e-05
2.306500e-10,2.756248e-04,2.855862e-05,4.656536e-05,1.384467e-04,7.512398e-05
2.306600e-10,2.745630e-04,2.829600e-05,4.548475e-05,1.379261e-04,7.378075e-05
2.306700e-10,2.735395e-04,2.805797e-05,4.434247e-05,1.374274e-04,7.240043e-05
2.306800e-10,2.725583e-04,2.784519e-05,4.314403e-05,1.369528e-04,7.098921e-05
2.306900e-10,2.716234e-04,2.765818e-05,4.189518e-05,1.365040e-04,6.955336e-05
2.307000e-10,2.707384e-04,2.749729e-05,4.060189e-05,1.360829e-04,6.809918e-05
2.307100e-10,2.699070e-04,2.736274e-05,3.927027e-05,1.356911e-04,6.663300e-05
2.307200e-10,2.691323e-04,2.725457e-05,3.790655e-05,1.353302e-04,6.516111e-05
2.307300e-10,2.684174e-04,2.717269e-05,3.651705e-05,1.350015e-04,6.368974e-05
2.307400e-10,2.677651e-04,2.711689e-05,3.510814e-05,1.347064e-04,6.222503e-05
2.307500e-10,2.671780e-04,2.708681e-05,3.368620e-05,1.344460e-04,6.077300e-05
2.307600e-10,2.666583e-04,2.708197e-05,3.225757e-05,1.342214e-04,5.933954e-05
2.307700e-10,2.662082e-04,2.710178e-05,3.082856e-05,1.340335e-04,5.793034e-05
2.307800e-10,2.658294e-04,2.714555e-05,2.940537e-05,1.338829e-04,5.655092e-05
2.307900e-10,2.655234e-04,2.721248e-05,2.799408e-05,1.337704e-04,5.520656e-05
2.308000e-10,2.652915e-04,2.730169e-05,2.660066e-05,1.336964e-04,5.390234e-05
2.308100e-10,2.651347e-04,2.741221e-05,2.523086e-05,1.336612e-04,5.264307e-05
2.308200e-10,2.650536e-04,2.754301e-05,2.389028e-05,1.336651e-04,5.143329e-05
2.308300e-10,2.650488e-04,2.769299e-05,2.258429e-05,1.337080e-04,5.027728e-05
2.308400e-10,2.651203e-04,2.786098e-05,2.131804e-05,1.337899e-04,4.917903e-05
2.308500e-10,2.652681e-04,2.804579e-05,2.009644e-05,1.339105e-04,4.814222e-05
2.308600e-10,2.654917e-04,2.824615e-05,1.892411e-05,1.340694e-04,4.717026e-05
2.308700e-10,2.657905e-04,2.846078e-05,1.780545e-05,1.342662e-04,4.626622e-05
2.308800e-10,2.661634e-04,2.868835e-05,1.674453e-05,1.345000e-04,4.543289e-05
2.308900e-10,2.666092e-04,2.892754e-05,1.574518e-05,1.347701e-04,4.467272e-05
2.309000e-10,2.671264e-04,2.917696e-05,1.481090e-05,1.350755e-04,4.398787e-05
2.309100e-10,2.677132e-04,2.943525e-05,1.394492e-05,1.354151e-04,4.338017e-05
2.309200e-10,2.683674e-04,2.970101e-05,1.315015e-05,1.357875e-04,4.285116e-05
2.309300e-10,2.690866e-04,2.997285e-05,1.242920e-05,1.361915e-04,4.240204e-05
2.309400e-10,2.698683e-04,3.024935e-05,1.178438e-05,1.366254e-04,4.203373e-05
2.309500e-10,2.707095e-04,3.052913e-05,1.121769e-05,1.370876e-04,4.174682e-05
2.309600e-10,2.716070e-04,3.081077e-05,1.073083e-05,1.375763e-04,4.154160e-05
2.309700e-10,2.725574e-04,3.109289e-05,1.032520e-05,1.380895e-04,4.141810e-05
2.309800e-10,2.735570e-04,3.137410e-05,1.000189e-05,1.386252e-04,4.137600e-05
2.309900e-10,2.746018e-04,3.165303e-05,9.761702e-06,1.391812e-04,4.141473e-05
2.310000e-10,2.756878e-04,3.192830e-05,9.605123e-06,1.397553e-04,4.153342e-05
2.310100e-10,2.768106e-04,3.219857e-05,9.532360e-06,1.403451e-04,4.173093e-05
2.310200e-10,2.779655e-04,3.246251e-05,9.543327e-06,1.409481e-04,4.200584e-05
2.310300e-10,2.791478e-04,3.271882e-05,9.637648e-06,1.415618e-04,4.235647e-05
2.310400e-10,2.803526e-04,3.296620e-05,9.814664e-06,1.421835e-04,4.278086e-05
2.310500e-10,2.815749e-04,3.320339e-05,1.007343e-05,1.428107e-04,4.327682e-05
2.310600e-10,2.828093e-04,3.342917e-05,1.041274e-05,1.434405e-04,4.384190e-05
2.310700e-10,2.840507e-04,3.364232e-05,1.083108e-05,1.440703e-04,4.447341e-05
2.310800e-10,2.852935e-04,3.384169e-05,1.132671e-05,1.446971e-04,4.516841e-05
2.310900e-10,2.865323e-04,3.402615e-05,1.189760e-05,1.453183e-04,4.592375e-05
2.311000e-10,2.877616e-04,3.419462e-05,1.254144e-05,1.459311e-04,4.673606e-05
2.311100e-10,2.889758e-04,3.434605e-05,1.325570e-05,1.465326e-04,4.760175e-05
2.311200e-10,2.901696e-04,3.447945e-05,1.403758e-05,1.471200e-04,4.851703e-05
2.311300e-10,2.913373e-04,3.459391e-05,1.488402e-05,1.476908e-04,4.947793e-05
2.311400e-10,2.924737e-04,3.468854e-05,1.579173e-05,1.482423e-04,5.048027e-05
2.311500e-10,2.935734e-04,3.476254e-05,1.675718e-05,1.487718e-04,5.151972e-05
2.311600e-10,2.946314e-04,3.481517e-05,1.777662e-05,1.492770e-04,5.259179e-05
2.311700e-10,2.956426e-04,3.484576e-05,1.884605e-05,1.497554e-04,5.369182e-05
2.311800e-10,2.966023e-04,3.485374e-05,1.996128e-05,1.502048e-04,5.481502e-05
2.311900e-10,2.975059e-04,3.483862e-05,2.111789e-05,1.506230e-04,5.595651e-05
2.312000e-10,2.983491e-04,3.479998e-05,2.231128e-05,1.510082e-04,5.711125e-05
2.312100e-10,2.991279e-04,3.473751e-05,2.353664e-05,1.513584e-04,5.827416e-05
2.312200e-10,2.998385e-04,3.465102e-05,2.478902e-05,1.516719e-04,5.944004e-05
2.312300e-10,3.004775e-04,3.454039e-05,2.606327e-05,1.519474e-04,6.060366e-05
2.312400e-10,3.010418e-04,3.440565e-05,2.735410e-05,1.521836e-04,6.175976e-05
2.312500e-10,3.015288e-04,3.424692e-05,2.865611e-05,1.523792e-04,6.290304e-05
2.312600e-10,3.019361e-04,3.406445e-05,2.996376e-05,1.525334e-04,6.402821e-05
2.312700e-10,3.022618e-04,3.385861e-05,3.127142e-05,1.526455e-04,6.513004e-05
2.312800e-10,3.025043e-04,3.362990e-05,3.257340e-05,1.527149e-04,6.620330e-05
2.312900e-10,3.026626e-04,3.337895e-05,3.386392e-05,1.527415e-04,6.724287e-05
2.313000e-10,3.027360e-04,3.310651e-05,3.513722e-05,1.527251e-04,6.824373e-05
2.313100e-10,3.027241e-04,3.281347e-05,3.638750e-05,1.526659e-04,6.920097e-05
2.313200e-10,3.026272e-04,3.250086e-05,3.760899e-05,1.525641e-04,7.010985e-05
2.313300e-10,3.024459e-04,3.216982e-05,3.879599e-05,1.524204e-04,7.096580e-05
2.313400e-10,3.021811e-04,3.182163e-05,3.994286e-05,1.522355e-04,7.176449e-05
2.313500e-10,3.018342e-04,3.145770e-05,4.104409e-05,1.520103e-04,7.250178e-05
2.313600e-10,3.014071e-04,3.107954e-05,4.209430e-05,1.517460e-04,7.317384e-05
2.313700e-10,3.009020e-04,3.068878e-05,4.308832e-05,1.514438e-04,7.377710e-05
2.313800e-10,3.003213e-04,3.028717e-05,4.402114e-05,1.511054e-04,7.430831e-05
2.313900e-10,2.996681e-04,2.987654e-05,4.488804e-05,1.507323e-04,7.476458e-05
2.314000e-10,2.989456e-04,2.945883e-05,4.568455e-05,1.503264e-04,7.514337e-05
2.314100e-10,2.981573e-04,2.903602e-05,4.640652e-05,1.498896e-04,7.544253e-05
2.314200e-10,2.973070e-04,2.861019e-05,4.705013e-05,1.494239e-04,7.566032e-05
2.314300e-10,2.963990e-04,2.818346e-05,4.761194e-05,1.489317e-04,7.579540e-05
2.314400e-10,2.954374e-04,2.775799e-05,4.808890e-05,1.484151e-04,7.584689e-05
2.314500e-10,2.944270e-04,2.733596e-05,4.847838e-05,1.478767e-04,7.581434e-05
2.314600e-10,2.933725e-04,2.691957e-05,4.877820e-05,1.473188e-04,7.569777e-05
2.314700e-10,2.922786e-04,2.651099e-05,4.898664e-05,1.467441e-04,7.549763e-05
2.314800e-10,2.911507e-04,2.611240e-05,4.910247e-05,1.461551e-04,7.521487e-05
2.314900e-10,2.899936e-04,2.572593e-05,4.912494e-05,1.455545e-04,7.485087e-05
2.315000e-10,2.888128e-04,2.535364e-05,4.905381e-05,1.449449e-04,7.440745e-05
2.315100e-10,2.876134e-04,2.499754e-05,4.888935e-05,1.443290e-04,7.388689e-05
2.315200e-10,2.864008e-04,2.465957e-05,4.863233e-05,1.437095e-04,7.329190e-05
2.315300e-10,2.851803e-04,2.434154e-05,4.828405e-05,1.430892e-04,7.262559e-05
2.315400e-10,2.839572e-04,2.404517e-05,4.784628e-05,1.424706e-04,7.189145e-05
2.315500e-10,2.827367e-04,2.377207e-05,4.732130e-05,1.418563e-04,7.109336e-05
2.315600e-10,2.815241e-04,2.352370e-05,4.671184e-05,1.412490e-04,7.023554e-05
2.315700e-10,2.803244e-04,2.330140e-05,4.602110e-05,1.406512e-04,6.932250e-05
2.315800e-10,2.791426e-04,2.310634e-05,4.525271e-05,1.400653e-04,6.835906e-05
2.315900e-10,2.779836e-04,2.293957e-05,4.441071e-05,1.394937e-04,6.735027e-05
2.316000e-10,2.768521e-04,2.280194e-05,4.349949e-05,1.389389e-04,6.630143e-05
2.316100e-10,2.757527e-04,2.269419e-05,4.252380e-05,1.384029e-04,6.521799e-05
2.316200e-10,2.746898e-04,2.261687e-05,4.148872e-05,1.378879e-04,6.410558e-05
2.316300e-10,2.736676e-04,2.257036e-05,4.039957e-05,1.373961e-04,6.296993e-05
2.316400e-10,2.726901e-04,2.255492e-05,3.926193e-05,1.369292e-04,6.181685e-05
2.316500e-10,2.717612e-04,2.257062e-05,3.808158e-05,1.364892e-04,6.065219e-05
2.316600e-10,2.708845e-04,2.261739e-05,3.686445e-05,1.360778e-04,5.948184e-05
2.316700e-10,2.700632e-04,2.269502e-05,3.561663e-05,1.356964e-04,5.831165e-05
2.316800e-10,2.693006e-04,2.280315e-05,3.434426e-05,1.353467e-04,5.714741e-05
2.316900e-10,2.685996e-04,2.294130e-05,3.305355e-05,1.350300e-04,5.599485e-05
2.317000e-10,2.679628e-04,2.310886e-05,3.175072e-05,1.347474e-04,5.485958e-05
