time,"I(LT11)","I(LT13)","I(LT14)","I(LTN81)","I(LTN131)"
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.000000e-14,-2.814638e-09,6.975022e-08,-2.852411e-08,5.057382e-09,4.122611e-08
2.000000e-14,-5.093026e-09,1.397721e-07,-5.706032e-08,9.934192e-09,8.271175e-08
3.000000e-14,-6.761614e-09,2.101063e-07,-8.560461e-08,1.466312e-08,1.245017e-07
4.000000e-14,-7.770364e-09,2.807818e-07,-1.141513e-07,1.929394e-08,1.666305e-07
5.000000e-14,-8.075623e-09,3.518242e-07,-1.426940e-07,2.388160e-08,2.091302e-07
6.000000e-14,-7.634622e-09,4.232583e-07,-1.712259e-07,2.848205e-08,2.520323e-07
7.000000e-14,-6.403769e-09,4.951085e-07,-1.997401e-07,3.315081e-08,2.953684e-07
8.000000e-14,-4.338192e-09,5.673999e-07,-2.282293e-07,3.794245e-08,3.391706e-07
9.000000e-14,-1.391688e-09,6.401575e-07,-2.566860e-07,4.291040e-08,3.834714e-07
1.000000e-13,2.483208e-09,7.134065e-07,-2.851027e-07,4.810697e-08,4.283038e-07
1.100000e-13,7.335098e-09,7.871722e-07,-3.134714e-07,5.358329e-08,4.737008e-07
1.200000e-13,1.321360e-08,8.614801e-07,-3.417842e-07,5.938936e-08,5.196959e-07
1.300000e-13,2.016923e-08,9.363557e-07,-3.700328e-07,6.557401e-08,5.663229e-07
1.400000e-13,2.825324e-08,1.011824e-06,-3.982088e-07,7.218498e-08,6.136155e-07
1.500000e-13,3.751756e-08,1.087911e-06,-4.263034e-07,7.926886e-08,6.616075e-07
1.600000e-13,4.801461e-08,1.164641e-06,-4.543080e-07,8.687116e-08,7.103330e-07
1.700000e-13,5.979726e-08,1.242039e-06,-4.822133e-07,9.503627e-08,7.598259e-07
1.900000e-13,8.743208e-08,1.398938e-06,-5.376891e-07,1.132271e-07,8.612487e-07
2.000000e-13,1.033910e-07,1.478486e-06,-5.652403e-07,1.233363e-07,9.132459e-07
2.100000e-13,1.208489e-07,1.558799e-06,-5.926540e-07,1.341750e-07,9.661448e-07
2.200000e-13,1.398590e-07,1.639898e-06,-6.199199e-07,1.457824e-07,1.019978e-06
2.300000e-13,1.604745e-07,1.721807e-06,-6.470278e-07,1.581963e-07,1.074779e-06
2.400000e-13,1.827481e-07,1.804547e-06,-6.739670e-07,1.714537e-07,1.130580e-06
2.500000e-13,2.067323e-07,1.888139e-06,-7.007269e-07,1.855904e-07,1.187412e-06
2.600000e-13,2.324790e-07,1.972604e-06,-7.272962e-07,2.006411e-07,1.245308e-06
2.700000e-13,2.600398e-07,2.057961e-06,-7.536640e-07,2.166396e-07,1.304297e-06
2.800000e-13,2.894653e-07,2.144230e-06,-7.798186e-07,2.336186e-07,1.364411e-06
2.900000e-13,3.208057e-07,2.231428e-06,-8.057485e-07,2.516095e-07,1.425680e-06
3.000000e-13,3.541103e-07,2.319574e-06,-8.314417e-07,2.706429e-07,1.488132e-06
3.100000e-13,3.894276e-07,2.408683e-06,-8.568862e-07,2.907483e-07,1.551796e-06
3.200000e-13,4.268051e-07,2.498771e-06,-8.820696e-07,3.119541e-07,1.616701e-06
3.300000e-13,4.662895e-07,2.589853e-06,-9.069795e-07,3.342877e-07,1.682873e-06
3.400000e-13,5.079262e-07,2.681942e-06,-9.316032e-07,3.577752e-07,1.750339e-06
3.500000e-13,5.517597e-07,2.775052e-06,-9.559277e-07,3.824419e-07,1.819125e-06
3.600000e-13,5.978333e-07,2.869195e-06,-9.799400e-07,4.083120e-07,1.889255e-06
3.700000e-13,6.461890e-07,2.964380e-06,-1.003627e-06,4.354084e-07,1.960753e-06
3.800000e-13,6.968678e-07,3.060618e-06,-1.026974e-06,4.637532e-07,2.033644e-06
3.900000e-13,7.499089e-07,3.157917e-06,-1.049969e-06,4.933672e-07,2.107948e-06
4.000000e-13,8.053506e-07,3.256285e-06,-1.072598e-06,5.242704e-07,2.183688e-06
4.100000e-13,8.632295e-07,3.355729e-06,-1.094846e-06,5.564814e-07,2.260883e-06
4.200000e-13,9.235810e-07,3.456253e-06,-1.116699e-06,5.900179e-07,2.339554e-06
4.300000e-13,9.864387e-07,3.557863e-06,-1.138144e-06,6.248965e-07,2.419719e-06
4.400000e-13,1.051835e-06,3.660560e-06,-1.159165e-06,6.611326e-07,2.501395e-06
4.500000e-13,1.119800e-06,3.764348e-06,-1.179748e-06,6.987408e-07,2.584600e-06
4.600000e-13,1.190364e-06,3.869226e-06,-1.199879e-06,7.377343e-07,2.669347e-06
4.700000e-13,1.263553e-06,3.975195e-06,-1.219542e-06,7.781253e-07,2.755652e-06
4.800000e-13,1.339393e-06,4.082252e-06,-1.238724e-06,8.199250e-07,2.843529e-06
4.900000e-13,1.417909e-06,4.190397e-06,-1.257408e-06,8.631434e-07,2.932988e-06
5.000000e-13,1.499122e-06,4.299623e-06,-1.275581e-06,9.077896e-07,3.024043e-06
5.100000e-13,1.583054e-06,4.409928e-06,-1.293226e-06,9.538714e-07,3.116702e-06
5.200000e-13,1.669723e-06,4.521304e-06,-1.310330e-06,1.001396e-06,3.210974e-06
5.300000e-13,1.759146e-06,4.633744e-06,-1.326876e-06,1.050368e-06,3.306868e-06
5.400000e-13,1.851338e-06,4.747240e-06,-1.342850e-06,1.100793e-06,3.404390e-06
5.500000e-13,1.946313e-06,4.861782e-06,-1.358237e-06,1.152674e-06,3.503546e-06
5.600000e-13,2.044082e-06,4.977361e-06,-1.373021e-06,1.206015e-06,3.604340e-06
5.700000e-13,2.144655e-06,5.093963e-06,-1.387188e-06,1.260815e-06,3.706775e-06
5.800000e-13,2.248040e-06,5.211577e-06,-1.400723e-06,1.317076e-06,3.810854e-06
5.900000e-13,2.354243e-06,5.330189e-06,-1.413611e-06,1.374797e-06,3.916578e-06
6.000000e-13,2.463268e-06,5.449783e-06,-1.425836e-06,1.433976e-06,4.023947e-06
6.100000e-13,2.575117e-06,5.570344e-06,-1.437386e-06,1.494611e-06,4.132958e-06
6.200000e-13,2.689790e-06,5.691855e-06,-1.448244e-06,1.556696e-06,4.243611e-06
6.300000e-13,2.807286e-06,5.814298e-06,-1.458397e-06,1.620229e-06,4.355900e-06
6.400000e-13,2.927602e-06,5.937654e-06,-1.467831e-06,1.685202e-06,4.469823e-06
6.500000e-13,3.050733e-06,6.061903e-06,-1.476531e-06,1.751608e-06,4.585372e-06
6.600000e-13,3.176670e-06,6.187025e-06,-1.484484e-06,1.819440e-06,4.702541e-06
6.700000e-13,3.305406e-06,6.312998e-06,-1.491677e-06,1.888689e-06,4.821322e-06
6.800000e-13,3.436929e-06,6.439800e-06,-1.498095e-06,1.959344e-06,4.941705e-06
6.900000e-13,3.571226e-06,6.567407e-06,-1.503727e-06,2.031395e-06,5.063680e-06
7.000000e-13,3.708284e-06,6.695796e-06,-1.508559e-06,2.104830e-06,5.187237e-06
7.100000e-13,3.848084e-06,6.824941e-06,-1.512579e-06,2.179636e-06,5.312362e-06
7.200000e-13,3.990611e-06,6.954818e-06,-1.515776e-06,2.255799e-06,5.439042e-06
7.300000e-13,4.135842e-06,7.085400e-06,-1.518137e-06,2.333304e-06,5.567262e-06
7.400000e-13,4.283757e-06,7.216659e-06,-1.519652e-06,2.412135e-06,5.697007e-06
7.500000e-13,4.434332e-06,7.348570e-06,-1.520309e-06,2.492277e-06,5.828261e-06
7.600000e-13,4.587541e-06,7.481103e-06,-1.520099e-06,2.573710e-06,5.961005e-06
7.700000e-13,4.743357e-06,7.614231e-06,-1.519010e-06,2.656418e-06,6.095220e-06
7.800000e-13,4.901753e-06,7.747923e-06,-1.517035e-06,2.740380e-06,6.230888e-06
7.900000e-13,5.062696e-06,7.882151e-06,-1.514163e-06,2.825577e-06,6.367988e-06
8.000000e-13,5.226156e-06,8.016885e-06,-1.510387e-06,2.911987e-06,6.506498e-06
8.100000e-13,5.392098e-06,8.152094e-06,-1.505698e-06,2.999589e-06,6.646395e-06
8.200000e-13,5.560487e-06,8.287747e-06,-1.500090e-06,3.088361e-06,6.787657e-06
8.300000e-13,5.731287e-06,8.423814e-06,-1.493555e-06,3.178278e-06,6.930259e-06
8.400000e-13,5.904458e-06,8.560264e-06,-1.486087e-06,3.269316e-06,7.074177e-06
8.500000e-13,6.079960e-06,8.697065e-06,-1.477681e-06,3.361451e-06,7.219383e-06
8.600000e-13,6.257753e-06,8.834185e-06,-1.468332e-06,3.454658e-06,7.365853e-06
8.700000e-13,6.437793e-06,8.971592e-06,-1.458035e-06,3.548909e-06,7.513557e-06
8.800000e-13,6.620036e-06,9.109255e-06,-1.446787e-06,3.644178e-06,7.662468e-06
8.900000e-13,6.804436e-06,9.247142e-06,-1.434585e-06,3.740437e-06,7.812557e-06
9.000000e-13,6.990946e-06,9.385221e-06,-1.421427e-06,3.837658e-06,7.963794e-06
9.100000e-13,7.179518e-06,9.523460e-06,-1.407311e-06,3.935811e-06,8.116149e-06
9.200000e-13,7.370102e-06,9.661828e-06,-1.392237e-06,4.034868e-06,8.269591e-06
9.300000e-13,7.562647e-06,9.800292e-06,-1.376204e-06,4.134798e-06,8.424087e-06
9.400000e-13,7.757102e-06,9.938821e-06,-1.359214e-06,4.235570e-06,8.579607e-06
9.500000e-13,7.953412e-06,1.007738e-05,-1.341267e-06,4.337154e-06,8.736116e-06
9.600000e-13,8.151523e-06,1.021595e-05,-1.322367e-06,4.439517e-06,8.893582e-06
9.700000e-13,8.351381e-06,1.035449e-05,-1.302515e-06,4.542628e-06,9.051971e-06
9.800000e-13,8.552928e-06,1.049296e-05,-1.281718e-06,4.646453e-06,9.211247e-06
9.900000e-13,8.756107e-06,1.063135e-05,-1.259978e-06,4.750959e-06,9.371377e-06
1.000000e-12,8.960860e-06,1.076963e-05,-1.237302e-06,4.856114e-06,9.532325e-06
1.010000e-12,9.167127e-06,1.090775e-05,-1.213695e-06,4.961882e-06,9.694055e-06
1.020000e-12,9.374848e-06,1.104570e-05,-1.189167e-06,5.068231e-06,9.856531e-06
1.030000e-12,9.583963e-06,1.118344e-05,-1.163723e-06,5.175124e-06,1.001972e-05
1.040000e-12,9.794409e-06,1.132095e-05,-1.137375e-06,5.282528e-06,1.018358e-05
1.050000e-12,1.000612e-05,1.145820e-05,-1.110130e-06,5.390407e-06,1.034807e-05
1.060000e-12,1.021905e-05,1.159517e-05,-1.082001e-06,5.498725e-06,1.051316e-05
1.070000e-12,1.043311e-05,1.173182e-05,-1.052999e-06,5.607448e-06,1.067882e-05
1.080000e-12,1.064825e-05,1.186813e-05,-1.023136e-06,5.716538e-06,1.084500e-05
1.090000e-12,1.086440e-05,1.200409e-05,-9.924249e-07,5.825960e-06,1.101166e-05
1.100000e-12,1.108150e-05,1.213965e-05,-9.608811e-07,5.935678e-06,1.117877e-05
1.110000e-12,1.129949e-05,1.227481e-05,-9.285192e-07,6.045655e-06,1.134629e-05
1.120000e-12,1.151829e-05,1.240954e-05,-8.953552e-07,6.155855e-06,1.151419e-05
1.130000e-12,1.173783e-05,1.254382e-05,-8.614058e-07,6.266242e-06,1.168241e-05
1.140000e-12,1.195806e-05,1.267762e-05,-8.266889e-07,6.376778e-06,1.185093e-05
1.150000e-12,1.217891e-05,1.281093e-05,-7.912229e-07,6.487427e-06,1.201971e-05
1.160000e-12,1.240030e-05,1.294373e-05,-7.550272e-07,6.598152e-06,1.218870e-05
1.170000e-12,1.262217e-05,1.307600e-05,-7.181220e-07,6.708918e-06,1.235788e-05
1.180000e-12,1.284446e-05,1.320773e-05,-6.805284e-07,6.819686e-06,1.252720e-05
1.190000e-12,1.306709e-05,1.333889e-05,-6.422683e-07,6.930422e-06,1.269662e-05
1.200000e-12,1.328999e-05,1.346948e-05,-6.033642e-07,7.041088e-06,1.286611e-05
1.210000e-12,1.351311e-05,1.359948e-05,-5.638397e-07,7.151649e-06,1.303564e-05
1.220000e-12,1.373637e-05,1.372887e-05,-5.237189e-07,7.262068e-06,1.320515e-05
1.230000e-12,1.395971e-05,1.385765e-05,-4.830269e-07,7.372309e-06,1.337462e-05
1.240000e-12,1.418305e-05,1.398580e-05,-4.417895e-07,7.482338e-06,1.354401e-05
1.250000e-12,1.440633e-05,1.411331e-05,-4.000330e-07,7.592118e-06,1.371328e-05
1.260000e-12,1.462949e-05,1.424018e-05,-3.577847e-07,7.701614e-06,1.388240e-05
1.270000e-12,1.485246e-05,1.436640e-05,-3.150724e-07,7.810792e-06,1.405132e-05
1.280000e-12,1.507517e-05,1.449195e-05,-2.719247e-07,7.919616e-06,1.422003e-05
1.290000e-12,1.529755e-05,1.461685e-05,-2.283707e-07,8.028054e-06,1.438847e-05
1.300000e-12,1.551955e-05,1.474107e-05,-1.844403e-07,8.136070e-06,1.455663e-05
1.310000e-12,1.574109e-05,1.486461e-05,-1.401638e-07,8.243632e-06,1.472445e-05
1.320000e-12,1.596211e-05,1.498749e-05,-9.557234e-08,8.350707e-06,1.489191e-05
1.330000e-12,1.618256e-05,1.510968e-05,-5.069734e-08,8.457261e-06,1.505899e-05
1.340000e-12,1.640236e-05,1.523120e-05,-5.570910e-09,8.563263e-06,1.522563e-05
1.350000e-12,1.662145e-05,1.535204e-05,3.977439e-08,8.668681e-06,1.539182e-05
1.360000e-12,1.683978e-05,1.547221e-05,8.530553e-08,8.773483e-06,1.555751e-05
1.370000e-12,1.705727e-05,1.559170e-05,1.309890e-07,8.877640e-06,1.572269e-05
1.380000e-12,1.727388e-05,1.571053e-05,1.767910e-07,8.981120e-06,1.588732e-05
1.390000e-12,1.748954e-05,1.582869e-05,2.226772e-07,9.083895e-06,1.605137e-05
1.400000e-12,1.770420e-05,1.594619e-05,2.686130e-07,9.185936e-06,1.621481e-05
1.410000e-12,1.791779e-05,1.606305e-05,3.145634e-07,9.287213e-06,1.637761e-05
1.420000e-12,1.813026e-05,1.617926e-05,3.604933e-07,9.387699e-06,1.653975e-05
1.430000e-12,1.834156e-05,1.629484e-05,4.063671e-07,9.487367e-06,1.670121e-05
1.440000e-12,1.855162e-05,1.640979e-05,4.521493e-07,9.586191e-06,1.686194e-05
1.450000e-12,1.876041e-05,1.652414e-05,4.978038e-07,9.684144e-06,1.702194e-05
1.460000e-12,1.896785e-05,1.663788e-05,5.432948e-07,9.781201e-06,1.718117e-05
1.470000e-12,1.917391e-05,1.675103e-05,5.885861e-07,9.877338e-06,1.733961e-05
1.480000e-12,1.937854e-05,1.686361e-05,6.336414e-07,9.972532e-06,1.749725e-05
1.490000e-12,1.958167e-05,1.697562e-05,6.784247e-07,1.006676e-05,1.765405e-05
1.500000e-12,1.978328e-05,1.708709e-05,7.228995e-07,1.016000e-05,1.780999e-05
1.510000e-12,1.998330e-05,1.719803e-05,7.670297e-07,1.025222e-05,1.796506e-05
1.520000e-12,2.018170e-05,1.730846e-05,8.107791e-07,1.034342e-05,1.811924e-05
1.530000e-12,2.037842e-05,1.741839e-05,8.541119e-07,1.043356e-05,1.827250e-05
1.540000e-12,2.057344e-05,1.752785e-05,8.969919e-07,1.052264e-05,1.842484e-05
1.550000e-12,2.076670e-05,1.763684e-05,9.393837e-07,1.061062e-05,1.857623e-05
1.560000e-12,2.095816e-05,1.774540e-05,9.812516e-07,1.069750e-05,1.872665e-05
1.570000e-12,2.114780e-05,1.785354e-05,1.022561e-06,1.078325e-05,1.887610e-05
1.580000e-12,2.133556e-05,1.796128e-05,1.063276e-06,1.086787e-05,1.902456e-05
1.590000e-12,2.152142e-05,1.806865e-05,1.103362e-06,1.095133e-05,1.917201e-05
1.600000e-12,2.170533e-05,1.817566e-05,1.142786e-06,1.103362e-05,1.931844e-05
1.610000e-12,2.188728e-05,1.828233e-05,1.181513e-06,1.111473e-05,1.946385e-05
1.620000e-12,2.206721e-05,1.838870e-05,1.219511e-06,1.119465e-05,1.960821e-05
1.630000e-12,2.224512e-05,1.849478e-05,1.256746e-06,1.127336e-05,1.975153e-05
1.640000e-12,2.242095e-05,1.860060e-05,1.293186e-06,1.135086e-05,1.989379e-05
1.650000e-12,2.259470e-05,1.870618e-05,1.328799e-06,1.142713e-05,2.003498e-05
1.660000e-12,2.276633e-05,1.881155e-05,1.363555e-06,1.150216e-05,2.017510e-05
1.670000e-12,2.293582e-05,1.891673e-05,1.397421e-06,1.157595e-05,2.031415e-05
1.680000e-12,2.310315e-05,1.902174e-05,1.430370e-06,1.164849e-05,2.045211e-05
1.690000e-12,2.326829e-05,1.912661e-05,1.462371e-06,1.171977e-05,2.058898e-05
1.700000e-12,2.343123e-05,1.923137e-05,1.493397e-06,1.178979e-05,2.072477e-05
1.710000e-12,2.359194e-05,1.933604e-05,1.523419e-06,1.185855e-05,2.085946e-05
1.720000e-12,2.375042e-05,1.944065e-05,1.552410e-06,1.192603e-05,2.099306e-05
1.730000e-12,2.390665e-05,1.954521e-05,1.580345e-06,1.199224e-05,2.112556e-05
1.740000e-12,2.406061e-05,1.964977e-05,1.607199e-06,1.205718e-05,2.125697e-05
1.750000e-12,2.421229e-05,1.975434e-05,1.632947e-06,1.212084e-05,2.138728e-05
1.760000e-12,2.436169e-05,1.985894e-05,1.657565e-06,1.218322e-05,2.151651e-05
1.770000e-12,2.450878e-05,1.996362e-05,1.681032e-06,1.224433e-05,2.164465e-05
1.780000e-12,2.465358e-05,2.006838e-05,1.703327e-06,1.230417e-05,2.177170e-05
1.790000e-12,2.479607e-05,2.017325e-05,1.724428e-06,1.236274e-05,2.189768e-05
1.800000e-12,2.493624e-05,2.027827e-05,1.744316e-06,1.242003e-05,2.202259e-05
1.810000e-12,2.507410e-05,2.038345e-05,1.762974e-06,1.247607e-05,2.214642e-05
1.820000e-12,2.520965e-05,2.048882e-05,1.780384e-06,1.253085e-05,2.226920e-05
1.830000e-12,2.534288e-05,2.059440e-05,1.796529e-06,1.258437e-05,2.239093e-05
1.840000e-12,2.547380e-05,2.070022e-05,1.811396e-06,1.263666e-05,2.251161e-05
1.850000e-12,2.560241e-05,2.080630e-05,1.824969e-06,1.268770e-05,2.263127e-05
1.860000e-12,2.572872e-05,2.091266e-05,1.837237e-06,1.273751e-05,2.274990e-05
1.870000e-12,2.585273e-05,2.101933e-05,1.848188e-06,1.278611e-05,2.286752e-05
1.880000e-12,2.597446e-05,2.112633e-05,1.857811e-06,1.283350e-05,2.298414e-05
1.890000e-12,2.609391e-05,2.123367e-05,1.866099e-06,1.287969e-05,2.309977e-05
1.900000e-12,2.621109e-05,2.134139e-05,1.873042e-06,1.292469e-05,2.321443e-05
1.910000e-12,2.632602e-05,2.144950e-05,1.878635e-06,1.296852e-05,2.332814e-05
1.920000e-12,2.643871e-05,2.155802e-05,1.882871e-06,1.301118e-05,2.344089e-05
1.930000e-12,2.654918e-05,2.166698e-05,1.885748e-06,1.305270e-05,2.355272e-05
1.940000e-12,2.665744e-05,2.177638e-05,1.887262e-06,1.309309e-05,2.366364e-05
1.950000e-12,2.676351e-05,2.188625e-05,1.887412e-06,1.313236e-05,2.377366e-05
1.960000e-12,2.686742e-05,2.199661e-05,1.886197e-06,1.317053e-05,2.388280e-05
1.970000e-12,2.696918e-05,2.210747e-05,1.883620e-06,1.320762e-05,2.399109e-05
1.980000e-12,2.706881e-05,2.221884e-05,1.879681e-06,1.324364e-05,2.409853e-05
1.990000e-12,2.716635e-05,2.233076e-05,1.874385e-06,1.327861e-05,2.420514e-05
2.000000e-12,2.726180e-05,2.244322e-05,1.867737e-06,1.331255e-05,2.431095e-05
2.010000e-12,2.735522e-05,2.255624e-05,1.859743e-06,1.334548e-05,2.441598e-05
2.020000e-12,2.744660e-05,2.266984e-05,1.850410e-06,1.337742e-05,2.452025e-05
2.030000e-12,2.753600e-05,2.278402e-05,1.839748e-06,1.340839e-05,2.462377e-05
2.040000e-12,2.762343e-05,2.289881e-05,1.827767e-06,1.343841e-05,2.472657e-05
2.050000e-12,2.770893e-05,2.301420e-05,1.814478e-06,1.346751e-05,2.482868e-05
2.060000e-12,2.779254e-05,2.313021e-05,1.799894e-06,1.349570e-05,2.493010e-05
2.070000e-12,2.787427e-05,2.324685e-05,1.784029e-06,1.352301e-05,2.503088e-05
2.080000e-12,2.795418e-05,2.336412e-05,1.766897e-06,1.354946e-05,2.513102e-05
2.090000e-12,2.803228e-05,2.348204e-05,1.748516e-06,1.357507e-05,2.523055e-05
2.100000e-12,2.810863e-05,2.360060e-05,1.728903e-06,1.359988e-05,2.532950e-05
2.110000e-12,2.818326e-05,2.371982e-05,1.708077e-06,1.362389e-05,2.542789e-05
2.120000e-12,2.825620e-05,2.383969e-05,1.686058e-06,1.364715e-05,2.552575e-05
2.130000e-12,2.832749e-05,2.396023e-05,1.662867e-06,1.366967e-05,2.562310e-05
2.140000e-12,2.839719e-05,2.408143e-05,1.638527e-06,1.369148e-05,2.571996e-05
2.150000e-12,2.846531e-05,2.420329e-05,1.613060e-06,1.371261e-05,2.581635e-05
2.160000e-12,2.853192e-05,2.432582e-05,1.586492e-06,1.373308e-05,2.591232e-05
2.170000e-12,2.859705e-05,2.444902e-05,1.558848e-06,1.375292e-05,2.600787e-05
2.180000e-12,2.866074e-05,2.457288e-05,1.530156e-06,1.377216e-05,2.610304e-05
2.190000e-12,2.872304e-05,2.469741e-05,1.500441e-06,1.379082e-05,2.619785e-05
2.200000e-12,2.878399e-05,2.482259e-05,1.469734e-06,1.380894e-05,2.629232e-05
2.210000e-12,2.884364e-05,2.494843e-05,1.438064e-06,1.382653e-05,2.638649e-05
2.220000e-12,2.890204e-05,2.507492e-05,1.405462e-06,1.384363e-05,2.648038e-05
2.230000e-12,2.895923e-05,2.520205e-05,1.371959e-06,1.386027e-05,2.657401e-05
2.240000e-12,2.901526e-05,2.532983e-05,1.337588e-06,1.387647e-05,2.666741e-05
2.250000e-12,2.907018e-05,2.545823e-05,1.302381e-06,1.389227e-05,2.676061e-05
2.260000e-12,2.912403e-05,2.558726e-05,1.266374e-06,1.390769e-05,2.685363e-05
2.270000e-12,2.917686e-05,2.571690e-05,1.229600e-06,1.392276e-05,2.694651e-05
2.280000e-12,2.922873e-05,2.584715e-05,1.192097e-06,1.393751e-05,2.703925e-05
2.290000e-12,2.927969e-05,2.597800e-05,1.153898e-06,1.395196e-05,2.713190e-05
2.300000e-12,2.932977e-05,2.610943e-05,1.115043e-06,1.396616e-05,2.722447e-05
2.310000e-12,2.937904e-05,2.624143e-05,1.075568e-06,1.398012e-05,2.731699e-05
2.320000e-12,2.942754e-05,2.637398e-05,1.035512e-06,1.399389e-05,2.740950e-05
2.330000e-12,2.947533e-05,2.650709e-05,9.949124e-07,1.400747e-05,2.750200e-05
2.340000e-12,2.952246e-05,2.664072e-05,9.538099e-07,1.402091e-05,2.759453e-05
2.350000e-12,2.956897e-05,2.677487e-05,9.122436e-07,1.403424e-05,2.768712e-05
2.360000e-12,2.961492e-05,2.690953e-05,8.702537e-07,1.404747e-05,2.777978e-05
2.370000e-12,2.966036e-05,2.704466e-05,8.278808e-07,1.406065e-05,2.787255e-05
2.380000e-12,2.970534e-05,2.718027e-05,7.851658e-07,1.407380e-05,2.796544e-05
2.390000e-12,2.974992e-05,2.731633e-05,7.421497e-07,1.408694e-05,2.805848e-05
2.400000e-12,2.979414e-05,2.745282e-05,6.988741e-07,1.410012e-05,2.815170e-05
2.410000e-12,2.983805e-05,2.758973e-05,6.553805e-07,1.411335e-05,2.824511e-05
2.420000e-12,2.988172e-05,2.772704e-05,6.117108e-07,1.412666e-05,2.833875e-05
2.430000e-12,2.992518e-05,2.786472e-05,5.679070e-07,1.414008e-05,2.843263e-05
2.440000e-12,2.996850e-05,2.800277e-05,5.240109e-07,1.415364e-05,2.852678e-05
2.450000e-12,3.001172e-05,2.814115e-05,4.800648e-07,1.416737e-05,2.862121e-05
2.460000e-12,3.005489e-05,2.827985e-05,4.361106e-07,1.418129e-05,2.871596e-05
2.470000e-12,3.009806e-05,2.841885e-05,3.921903e-07,1.419542e-05,2.881104e-05
2.480000e-12,3.014129e-05,2.855813e-05,3.483458e-07,1.420981e-05,2.890647e-05
2.490000e-12,3.018462e-05,2.869766e-05,3.046189e-07,1.422447e-05,2.900228e-05
2.500000e-12,3.022811e-05,2.883743e-05,2.610513e-07,1.423942e-05,2.909848e-05
2.510000e-12,3.027180e-05,2.897741e-05,2.176841e-07,1.425470e-05,2.919509e-05
2.520000e-12,3.031575e-05,2.911758e-05,1.745586e-07,1.427033e-05,2.929214e-05
2.530000e-12,3.035999e-05,2.925793e-05,1.317155e-07,1.428632e-05,2.938964e-05
2.540000e-12,3.040459e-05,2.939842e-05,8.919517e-08,1.430272e-05,2.948761e-05
2.550000e-12,3.044959e-05,2.953903e-05,4.703771e-08,1.431954e-05,2.958607e-05
2.560000e-12,3.049503e-05,2.967975e-05,5.282685e-09,1.433680e-05,2.968504e-05
2.570000e-12,3.054096e-05,2.982056e-05,-3.603080e-08,1.435453e-05,2.978453e-05
2.580000e-12,3.058743e-05,2.996142e-05,-7.686416e-08,1.437275e-05,2.988456e-05
2.590000e-12,3.063449e-05,3.010232e-05,-1.171794e-07,1.439149e-05,2.998514e-05
2.600000e-12,3.068217e-05,3.024324e-05,-1.569389e-07,1.441075e-05,3.008630e-05
2.610000e-12,3.073053e-05,3.038415e-05,-1.961062e-07,1.443058e-05,3.018804e-05
2.620000e-12,3.077961e-05,3.052503e-05,-2.346448e-07,1.445097e-05,3.029039e-05
2.630000e-12,3.082944e-05,3.066587e-05,-2.725196e-07,1.447196e-05,3.039335e-05
2.640000e-12,3.088008e-05,3.080663e-05,-3.096958e-07,1.449357e-05,3.049694e-05
2.650000e-12,3.093157e-05,3.094731e-05,-3.461394e-07,1.451581e-05,3.060117e-05
2.660000e-12,3.098394e-05,3.108787e-05,-3.818175e-07,1.453871e-05,3.070605e-05
2.670000e-12,3.103724e-05,3.122830e-05,-4.166979e-07,1.456227e-05,3.081160e-05
2.680000e-12,3.109150e-05,3.136858e-05,-4.507491e-07,1.458652e-05,3.091783e-05
2.690000e-12,3.114676e-05,3.150868e-05,-4.839408e-07,1.461148e-05,3.102474e-05
2.700000e-12,3.120307e-05,3.164860e-05,-5.162435e-07,1.463715e-05,3.113236e-05
2.710000e-12,3.126046e-05,3.178830e-05,-5.476286e-07,1.466356e-05,3.124068e-05
2.720000e-12,3.131896e-05,3.192778e-05,-5.780686e-07,1.469072e-05,3.134971e-05
2.730000e-12,3.137861e-05,3.206701e-05,-6.075370e-07,1.471865e-05,3.145948e-05
2.740000e-12,3.143944e-05,3.220598e-05,-6.360085e-07,1.474735e-05,3.156997e-05
2.750000e-12,3.150149e-05,3.234467e-05,-6.634585e-07,1.477685e-05,3.168121e-05
2.760000e-12,3.156479e-05,3.248306e-05,-6.898639e-07,1.480715e-05,3.179319e-05
2.770000e-12,3.162938e-05,3.262113e-05,-7.152025e-07,1.483827e-05,3.190593e-05
2.780000e-12,3.169527e-05,3.275888e-05,-7.394531e-07,1.487021e-05,3.201943e-05
2.790000e-12,3.176250e-05,3.289629e-05,-7.625961e-07,1.490299e-05,3.213369e-05
2.800000e-12,3.183110e-05,3.303333e-05,-7.846127e-07,1.493662e-05,3.224872e-05
2.810000e-12,3.190110e-05,3.317001e-05,-8.054853e-07,1.497111e-05,3.236453e-05
2.820000e-12,3.197252e-05,3.330630e-05,-8.251978e-07,1.500646e-05,3.248111e-05
2.830000e-12,3.204539e-05,3.344220e-05,-8.437349e-07,1.504269e-05,3.259847e-05
2.840000e-12,3.211973e-05,3.357769e-05,-8.610829e-07,1.507979e-05,3.271661e-05
2.850000e-12,3.219556e-05,3.371277e-05,-8.772291e-07,1.511778e-05,3.283554e-05
2.860000e-12,3.227292e-05,3.384741e-05,-8.921621e-07,1.515667e-05,3.295525e-05
2.870000e-12,3.235181e-05,3.398162e-05,-9.058720e-07,1.519646e-05,3.307575e-05
