time,"P(BJS|XBQ)","V(BJS|XBQ)","I(BJS|XBQ)","P(BJL1|XBQ)","V(BJL1|XBQ)","I(BJL1|XBQ)","P(BJL2|XBQ)","V(BJL2|XBQ)","I(BJL2|XBQ)","I(I_REPLAY)","I(I_IBIAS)","V(IN)","V(OUT)","I(R_LOAD)","I(LIN|XBQ)","I(L0|XBQ)","I(L1|XBQ)","I(L2|XBQ)","I(RB|XBQ)","I(RJ1|XBQ)","I(RJ2|XBQ)"
9.661250e-11,5.466249e-01,8.424752e-05,1.476000e-05,7.633992e-01,-6.291170e-06,2.075874e-05,4.855840e-01,3.751998e-05,2.338838e-05,1.476000e-05,3.500000e-05,7.658451e-05,4.098063e-05,4.098063e-06,1.476000e-05,4.098063e-06,-5.808100e-06,2.919190e-05,3.500000e-05,-1.906415e-07,1.705454e-06
9.662500e-11,5.497459e-01,8.011784e-05,1.473832e-05,7.631226e-01,-8.302788e-06,2.086910e-05,4.869964e-01,3.686626e-05,2.338118e-05,1.473832e-05,3.500000e-05,7.040065e-05,4.063903e-05,4.063903e-06,1.473832e-05,4.063903e-06,-5.879182e-06,2.912082e-05,3.500000e-05,-2.515997e-07,1.675739e-06
9.663750e-11,5.527090e-01,7.593868e-05,1.471615e-05,7.627708e-01,-1.025344e-05,2.097923e-05,4.883836e-01,3.618913e-05,2.337585e-05,1.471615e-05,3.500000e-05,6.425068e-05,4.026823e-05,4.026823e-06,1.471615e-05,4.026823e-06,-5.952367e-06,2.904763e-05,3.500000e-05,-3.107103e-07,1.644960e-06
9.665000e-11,5.555126e-01,7.171247e-05,1.469381e-05,7.623461e-01,-1.214232e-05,2.108928e-05,4.897446e-01,3.548966e-05,2.337243e-05,1.469381e-05,3.500000e-05,5.813495e-05,3.986880e-05,3.986880e-06,1.469381e-05,3.986880e-06,-6.027521e-06,2.897248e-05,3.500000e-05,-3.679490e-07,1.613166e-06
9.666250e-11,5.581548e-01,6.744177e-05,1.467163e-05,7.618508e-01,-1.396855e-05,2.119943e-05,4.910786e-01,3.476894e-05,2.337095e-05,1.467163e-05,3.500000e-05,5.205882e-05,3.944135e-05,3.944135e-06,1.467163e-05,3.944135e-06,-6.104509e-06,2.889549e-05,3.500000e-05,-4.232894e-07,1.580406e-06
9.667500e-11,5.606341e-01,6.312926e-05,1.464992e-05,7.612874e-01,-1.573123e-05,2.130982e-05,4.923850e-01,3.402808e-05,2.337142e-05,1.464992e-05,3.500000e-05,4.602363e-05,3.898654e-05,3.898654e-06,1.464992e-05,3.898654e-06,-6.183197e-06,2.881680e-05,3.500000e-05,-4.767040e-07,1.546731e-06
9.668750e-11,5.629488e-01,5.877775e-05,1.462896e-05,7.606582e-01,-1.742942e-05,2.142058e-05,4.936628e-01,3.326821e-05,2.337385e-05,1.462896e-05,3.500000e-05,4.003089e-05,3.850507e-05,3.850507e-06,1.462896e-05,3.850507e-06,-6.263452e-06,2.873655e-05,3.500000e-05,-5.281642e-07,1.512191e-06
9.670000e-11,5.650976e-01,5.439013e-05,1.460904e-05,7.599659e-01,-1.906213e-05,2.153182e-05,4.949114e-01,3.249047e-05,2.337825e-05,1.460904e-05,3.500000e-05,3.408640e-05,3.799770e-05,3.799770e-06,1.460904e-05,3.799770e-06,-6.345141e-06,2.865486e-05,3.500000e-05,-5.776403e-07,1.476840e-06
9.671250e-11,5.670792e-01,4.996942e-05,1.459040e-05,7.592127e-01,-2.062838e-05,2.164363e-05,4.961302e-01,3.169600e-05,2.338463e-05,1.459040e-05,3.500000e-05,2.818905e-05,3.746518e-05,3.746518e-06,1.459040e-05,3.746518e-06,-6.428129e-06,2.857187e-05,3.500000e-05,-6.251023e-07,1.440727e-06
9.672500e-11,5.688923e-01,4.551873e-05,1.457328e-05,7.584014e-01,-2.212715e-05,2.175609e-05,4.973185e-01,3.088597e-05,2.339297e-05,1.457328e-05,3.500000e-05,2.234453e-05,3.690834e-05,3.690834e-06,1.457328e-05,3.690834e-06,-6.512285e-06,2.848771e-05,3.500000e-05,-6.705198e-07,1.403908e-06
9.673750e-11,5.705358e-01,4.104122e-05,1.455787e-05,7.575345e-01,-2.355748e-05,2.186921e-05,4.984758e-01,3.006153e-05,2.340329e-05,1.455787e-05,3.500000e-05,1.655223e-05,3.632801e-05,3.632801e-06,1.455787e-05,3.632801e-06,-6.597476e-06,2.840252e-05,3.500000e-05,-7.138629e-07,1.366433e-06
9.675000e-11,5.720089e-01,3.654016e-05,1.454437e-05,7.566145e-01,-2.491836e-05,2.198304e-05,4.996016e-01,2.922384e-05,2.341557e-05,1.454437e-05,3.500000e-05,1.081892e-05,3.572507e-05,3.572507e-06,1.454437e-05,3.572507e-06,-6.683569e-06,2.831643e-05,3.500000e-05,-7.551019e-07,1.328357e-06
9.676250e-11,5.733107e-01,3.201886e-05,1.453292e-05,7.556442e-01,-2.620887e-05,2.209756e-05,5.006953e-01,2.837409e-05,2.342979e-05,1.453292e-05,3.500000e-05,5.142793e-06,3.510041e-05,3.510041e-06,1.453292e-05,3.510041e-06,-6.770433e-06,2.822957e-05,3.500000e-05,-7.942082e-07,1.289731e-06
9.677500e-11,5.744405e-01,2.748070e-05,1.452367e-05,7.546263e-01,-2.742809e-05,2.221276e-05,5.017565e-01,2.751344e-05,2.344596e-05,1.452367e-05,3.500000e-05,-4.689935e-07,3.445495e-05,3.445495e-06,1.452367e-05,3.445495e-06,-6.857936e-06,2.814206e-05,3.500000e-05,-8.311544e-07,1.250611e-06
9.678750e-11,5.753977e-01,2.292908e-05,1.451670e-05,7.535634e-01,-2.857518e-05,2.232856e-05,5.027849e-01,2.664306e-05,2.346404e-05,1.451670e-05,3.500000e-05,-6.019225e-06,3.378965e-05,3.378965e-06,1.451670e-05,3.378965e-06,-6.945946e-06,2.805405e-05,3.500000e-05,-8.659147e-07,1.211048e-06
9.680000e-11,5.761818e-01,1.836745e-05,1.451212e-05,7.524584e-01,-2.964935e-05,2.244492e-05,5.037801e-01,2.576412e-05,2.348402e-05,1.451212e-05,3.500000e-05,-1.149855e-05,3.310547e-05,3.310547e-06,1.451212e-05,3.310547e-06,-7.034334e-06,2.796567e-05,3.500000e-05,-8.984653e-07,1.171096e-06
9.681250e-11,5.767926e-01,1.379926e-05,1.450996e-05,7.513139e-01,-3.064990e-05,2.256171e-05,5.047418e-01,2.487778e-05,2.350588e-05,1.450996e-05,3.500000e-05,-1.691143e-05,3.240338e-05,3.240338e-06,1.450996e-05,3.240338e-06,-7.122969e-06,2.787703e-05,3.500000e-05,-9.287848e-07,1.130808e-06
9.682500e-11,5.772299e-01,9.228006e-06,1.451025e-05,7.501329e-01,-3.157620e-05,2.267883e-05,5.056696e-01,2.398520e-05,2.352960e-05,1.451025e-05,3.500000e-05,-2.225124e-05,3.168440e-05,3.168440e-06,1.451025e-05,3.168440e-06,-7.211723e-06,2.778828e-05,3.500000e-05,-9.568546e-07,1.090236e-06
9.683750e-11,5.774935e-01,4.657153e-06,1.451301e-05,7.489181e-01,-3.242775e-05,2.279614e-05,5.065635e-01,2.308753e-05,2.355515e-05,1.451301e-05,3.500000e-05,-2.751492e-05,3.094952e-05,3.094952e-06,1.451301e-05,3.094952e-06,-7.300467e-06,2.769953e-05,3.500000e-05,-9.826591e-07,1.049433e-06
9.685000e-11,5.775837e-01,9.016887e-08,1.451820e-05,7.476724e-01,-3.320413e-05,2.291346e-05,5.074233e-01,2.218592e-05,2.358250e-05,1.451820e-05,3.500000e-05,-3.270404e-05,3.019978e-05,3.019978e-06,1.451820e-05,3.019978e-06,-7.389075e-06,2.761093e-05,3.500000e-05,-1.006186e-06,1.008451e-06
9.686250e-11,5.775006e-01,-4.469499e-06,1.452578e-05,7.463987e-01,-3.390507e-05,2.303063e-05,5.082487e-01,2.128151e-05,2.361162e-05,1.452578e-05,3.500000e-05,-3.781297e-05,2.943622e-05,2.943622e-06,1.452578e-05,2.943622e-06,-7.477420e-06,2.752258e-05,3.500000e-05,-1.027426e-06,9.673412e-07
9.687500e-11,5.772445e-01,-9.018429e-06,1.453569e-05,7.450998e-01,-3.453040e-05,2.314744e-05,5.090398e-01,2.037540e-05,2.364248e-05,1.453569e-05,3.500000e-05,-4.284003e-05,2.865988e-05,2.865988e-06,1.453569e-05,2.865988e-06,-7.565378e-06,2.743462e-05,3.500000e-05,-1.046376e-06,9.261547e-07
9.688750e-11,5.768160e-01,-1.355324e-05,1.454783e-05,7.437785e-01,-3.508011e-05,2.326369e-05,5.097965e-01,1.946873e-05,2.367505e-05,1.454783e-05,3.500000e-05,-4.778503e-05,2.787180e-05,2.787180e-06,1.454783e-05,2.787180e-06,-7.652827e-06,2.734717e-05,3.500000e-05,-1.063034e-06,8.849424e-07
9.690000e-11,5.762156e-01,-1.807059e-05,1.456211e-05,7.424378e-01,-3.555433e-05,2.337916e-05,5.105187e-01,1.856259e-05,2.370929e-05,1.456211e-05,3.500000e-05,-5.264252e-05,2.707305e-05,2.707305e-06,1.456211e-05,2.707305e-06,-7.739646e-06,2.726035e-05,3.500000e-05,-1.077404e-06,8.437542e-07
9.691250e-11,5.754440e-01,-2.256719e-05,1.457839e-05,7.410806e-01,-3.595333e-05,2.349360e-05,5.112066e-01,1.765807e-05,2.374518e-05,1.457839e-05,3.500000e-05,-5.741460e-05,2.626469e-05,2.626469e-06,1.457839e-05,2.626469e-06,-7.825716e-06,2.717428e-05,3.500000e-05,-1.089495e-06,8.026395e-07
9.692500e-11,5.745022e-01,-2.703982e-05,1.459653e-05,7.397095e-01,-3.627754e-05,2.360677e-05,5.118602e-01,1.675623e-05,2.378265e-05,1.459653e-05,3.500000e-05,-6.209688e-05,2.544777e-05,2.544777e-06,1.459653e-05,2.544777e-06,-7.910922e-06,2.708908e-05,3.500000e-05,-1.099319e-06,7.616470e-07
9.693750e-11,5.733910e-01,-3.148532e-05,1.461637e-05,7.383276e-01,-3.652755e-05,2.371841e-05,5.124796e-01,1.585814e-05,2.382169e-05,1.461637e-05,3.500000e-05,-6.668871e-05,2.462336e-05,2.462336e-06,1.461637e-05,2.462336e-06,-7.995148e-06,2.700485e-05,3.500000e-05,-1.106896e-06,7.208245e-07
9.695000e-11,5.721115e-01,-3.590060e-05,1.463774e-05,7.369376e-01,-3.670413e-05,2.382827e-05,5.130650e-01,1.496483e-05,2.386225e-05,1.463774e-05,3.500000e-05,-7.118809e-05,2.379251e-05,2.379251e-06,1.463774e-05,2.379251e-06,-8.078284e-06,2.692172e-05,3.500000e-05,-1.112246e-06,6.802194e-07
9.696250e-11,5.706650e-01,-4.028266e-05,1.466045e-05,7.355422e-01,-3.680820e-05,2.393607e-05,5.136165e-01,1.407731e-05,2.390427e-05,1.466045e-05,3.500000e-05,-7.559453e-05,2.295630e-05,2.295630e-06,1.466045e-05,2.295630e-06,-8.160222e-06,2.683978e-05,3.500000e-05,-1.115400e-06,6.398778e-07
9.697500e-11,5.690528e-01,-4.462856e-05,1.468430e-05,7.341442e-01,-3.684084e-05,2.404155e-05,5.141346e-01,1.319660e-05,2.394772e-05,1.468430e-05,3.500000e-05,-7.990652e-05,2.211575e-05,2.211575e-06,1.468430e-05,2.211575e-06,-8.240857e-06,2.675914e-05,3.500000e-05,-1.116389e-06,5.998452e-07
9.698750e-11,5.672763e-01,-4.893549e-05,1.470908e-05,7.327464e-01,-3.680332e-05,2.414442e-05,5.146193e-01,1.232365e-05,2.399255e-05,1.470908e-05,3.500000e-05,-8.412313e-05,2.127194e-05,2.127194e-06,1.470908e-05,2.127194e-06,-8.320087e-06,2.667991e-05,3.500000e-05,-1.115252e-06,5.601661e-07
9.700000e-11,5.653371e-01,-5.320070e-05,1.473458e-05,7.313512e-01,-3.669707e-05,2.424443e-05,5.150710e-01,1.145944e-05,2.403871e-05,1.473458e-05,3.500000e-05,-8.824273e-05,2.042589e-05,2.042589e-06,1.473458e-05,2.042589e-06,-8.397814e-06,2.660219e-05,3.500000e-05,-1.112032e-06,5.208837e-07
9.701250e-11,5.632367e-01,-5.742154e-05,1.476057e-05,7.299613e-01,-3.652368e-05,2.434129e-05,5.154901e-01,1.060489e-05,2.408615e-05,1.476057e-05,3.500000e-05,-9.226618e-05,1.957863e-05,1.957863e-06,1.476057e-05,1.957863e-06,-8.473946e-06,2.652605e-05,3.500000e-05,-1.106778e-06,4.820406e-07
9.702500e-11,5.609769e-01,-6.159547e-05,1.478682e-05,7.285792e-01,-3.628492e-05,2.443475e-05,5.158770e-01,9.760913e-06,2.413481e-05,1.478682e-05,3.500000e-05,-9.619207e-05,1.873119e-05,1.873119e-06,1.478682e-05,1.873119e-06,-8.548391e-06,2.645161e-05,3.500000e-05,-1.099543e-06,4.436779e-07
9.703750e-11,5.585595e-01,-6.572006e-05,1.481311e-05,7.272074e-01,-3.598269e-05,2.452456e-05,5.162320e-01,8.928386e-06,2.418464e-05,1.481311e-05,3.500000e-05,-1.000189e-04,1.788458e-05,1.788458e-06,1.481311e-05,1.788458e-06,-8.621066e-06,2.637893e-05,3.500000e-05,-1.090385e-06,4.058357e-07
9.705000e-11,5.559865e-01,-6.979296e-05,1.483918e-05,7.258482e-01,-3.561910e-05,2.461043e-05,5.165557e-01,8.108166e-06,2.423558e-05,1.483918e-05,3.500000e-05,-1.037506e-04,1.703978e-05,1.703978e-06,1.483918e-05,1.703978e-06,-8.691888e-06,2.630811e-05,3.500000e-05,-1.079367e-06,3.685530e-07
9.706250e-11,5.532598e-01,-7.381194e-05,1.486482e-05,7.245040e-01,-3.519636e-05,2.469216e-05,5.168484e-01,7.301080e-06,2.428757e-05,1.486482e-05,3.500000e-05,-1.073811e-04,1.619780e-05,1.619780e-06,1.486482e-05,1.619780e-06,-8.760783e-06,2.623922e-05,3.500000e-05,-1.066556e-06,3.318673e-07
9.707500e-11,5.503815e-01,-7.777488e-05,1.488977e-05,7.231768e-01,-3.471685e-05,2.476947e-05,5.171108e-01,6.507927e-06,2.434055e-05,1.488977e-05,3.500000e-05,-1.109170e-04,1.535959e-05,1.535959e-06,1.488977e-05,1.535959e-06,-8.827679e-06,2.617232e-05,3.500000e-05,-1.052026e-06,2.958149e-07
9.708750e-11,5.473539e-01,-8.167976e-05,1.491381e-05,7.218689e-01,-3.418310e-05,2.484217e-05,5.173433e-01,5.729475e-06,2.439445e-05,1.491381e-05,3.500000e-05,-1.143534e-04,1.452610e-05,1.452610e-06,1.491381e-05,1.452610e-06,-8.892510e-06,2.610749e-05,3.500000e-05,-1.035852e-06,2.604307e-07
9.710000e-11,5.441791e-01,-8.552467e-05,1.493669e-05,7.205821e-01,-3.359777e-05,2.491002e-05,5.175466e-01,4.966459e-06,2.444921e-05,1.493669e-05,3.500000e-05,-1.176952e-04,1.369827e-05,1.369827e-06,1.493669e-05,1.369827e-06,-8.955216e-06,2.604478e-05,3.500000e-05,-1.018114e-06,2.257481e-07
9.711250e-11,5.408595e-01,-8.930782e-05,1.495820e-05,7.193186e-01,-3.296363e-05,2.497284e-05,5.177212e-01,4.219585e-06,2.450476e-05,1.495820e-05,3.500000e-05,-1.209386e-04,1.287701e-05,1.287701e-06,1.495820e-05,1.287701e-06,-9.015742e-06,2.598426e-05,3.500000e-05,-9.988979e-07,1.917993e-07
9.712500e-11,5.373974e-01,-9.302750e-05,1.497809e-05,7.180799e-01,-3.228359e-05,2.503042e-05,5.178678e-01,3.489523e-06,2.456102e-05,1.497809e-05,3.500000e-05,-1.240900e-04,1.206322e-05,1.206322e-06,1.497809e-05,1.206322e-06,-9.074039e-06,2.592596e-05,3.500000e-05,-9.782905e-07,1.586147e-07
9.713750e-11,5.337952e-01,-9.668213e-05,1.499616e-05,7.168679e-01,-3.156065e-05,2.508261e-05,5.179869e-01,2.776909e-06,2.461794e-05,1.499616e-05,3.500000e-05,-1.271445e-04,1.125776e-05,1.125776e-06,1.499616e-05,1.125776e-06,-9.130063e-06,2.586994e-05,3.500000e-05,-9.563834e-07,1.262232e-07
9.715000e-11,5.300556e-01,-1.002702e-04,1.501219e-05,7.156840e-01,-3.079794e-05,2.512924e-05,5.180794e-01,2.082346e-06,2.467542e-05,1.501219e-05,3.500000e-05,-1.301075e-04,1.046149e-05,1.046149e-06,1.501219e-05,1.046149e-06,-9.183776e-06,2.581622e-05,3.500000e-05,-9.332709e-07,9.465211e-08
9.716250e-11,5.261809e-01,-1.037904e-04,1.502596e-05,7.145298e-01,-2.999865e-05,2.517016e-05,5.181458e-01,1.406398e-06,2.473340e-05,1.502596e-05,3.500000e-05,-1.329801e-04,9.675225e-06,9.675225e-07,1.502596e-05,9.675225e-07,-9.235147e-06,2.576485e-05,3.500000e-05,-9.090501e-07,6.392719e-08
9.717500e-11,5.221739e-01,-1.072414e-04,1.503729e-05,7.134066e-01,-2.916608e-05,2.520526e-05,5.181869e-01,7.495924e-07,2.479180e-05,1.503729e-05,3.500000e-05,-1.357604e-04,8.899773e-06,8.899773e-07,1.503729e-05,8.899773e-07,-9.284150e-06,2.571585e-05,3.500000e-05,-8.838207e-07,3.407238e-08
9.718750e-11,5.180372e-01,-1.106219e-04,1.504599e-05,7.123155e-01,-2.830359e-05,2.523444e-05,5.182035e-01,1.124188e-07,2.485053e-05,1.504599e-05,3.500000e-05,-1.384529e-04,8.135904e-06,8.135904e-07,1.504599e-05,8.135904e-07,-9.330766e-06,2.566923e-05,3.500000e-05,-8.576844e-07,5.109948e-09
9.720000e-11,5.137734e-01,-1.139310e-04,1.505186e-05,7.112576e-01,-2.741458e-05,2.525759e-05,5.181962e-01,-5.046719e-07,2.490952e-05,1.505186e-05,3.500000e-05,-1.410605e-04,7.384366e-06,7.384366e-07,1.505186e-05,7.384366e-07,-9.374981e-06,2.562502e-05,3.500000e-05,-8.307449e-07,-2.293963e-08
9.721250e-11,5.093853e-01,-1.171677e-04,1.505474e-05,7.102339e-01,-2.650255e-05,2.527464e-05,5.181659e-01,-1.101269e-06,2.496868e-05,1.505474e-05,3.500000e-05,-1.435816e-04,6.645874e-06,6.645874e-07,1.505474e-05,6.645874e-07,-9.416788e-06,2.558321e-05,3.500000e-05,-8.031076e-07,-5.005767e-08
9.722500e-11,5.048757e-01,-1.203309e-04,1.505447e-05,7.092452e-01,-2.557100e-05,2.528553e-05,5.181134e-01,-1.677000e-06,2.502793e-05,1.505447e-05,3.500000e-05,-1.460200e-04,5.921119e-06,5.921119e-07,1.505447e-05,5.921119e-07,-9.456186e-06,2.554381e-05,3.500000e-05,-7.748788e-07,-7.622729e-08
9.723750e-11,5.002474e-01,-1.234200e-04,1.505090e-05,7.082921e-01,-2.462348e-05,2.529025e-05,5.180393e-01,-2.231537e-06,2.508718e-05,1.505090e-05,3.500000e-05,-1.483775e-04,5.210757e-06,5.210757e-07,1.505090e-05,5.210757e-07,-9.493181e-06,2.550682e-05,3.500000e-05,-7.461661e-07,-1.014335e-07
9.725000e-11,4.955031e-01,-1.264341e-04,1.504388e-05,7.073752e-01,-2.366356e-05,2.528874e-05,5.179446e-01,-2.764591e-06,2.514634e-05,1.504388e-05,3.500000e-05,-1.506573e-04,4.515416e-06,4.515416e-07,1.504388e-05,4.515416e-07,-9.527783e-06,2.547222e-05,3.500000e-05,-7.170775e-07,-1.256632e-07
9.726250e-11,4.906459e-01,-1.293727e-04,1.503330e-05,7.064949e-01,-2.269480e-05,2.528103e-05,5.178301e-01,-3.275914e-06,2.520533e-05,1.503330e-05,3.500000e-05,-1.528585e-04,3.835689e-06,3.835689e-07,1.503330e-05,3.835689e-07,-9.560011e-06,2.543999e-05,3.500000e-05,-6.877212e-07,-1.489052e-07
9.727500e-11,4.856784e-01,-1.322351e-04,1.501903e-05,7.056515e-01,-2.172078e-05,2.526712e-05,5.176966e-01,-3.765302e-06,2.526405e-05,1.501903e-05,3.500000e-05,-1.549872e-04,3.172137e-06,3.172137e-07,1.501903e-05,3.172137e-07,-9.589887e-06,2.541011e-05,3.500000e-05,-6.582056e-07,-1.711501e-07
9.728750e-11,4.806037e-01,-1.350208e-04,1.500096e-05,7.048451e-01,-2.074507e-05,2.524704e-05,5.175449e-01,-4.232594e-06,2.532242e-05,1.500096e-05,3.500000e-05,-1.570440e-04,2.525286e-06,2.525286e-07,1.500096e-05,2.525286e-07,-9.617443e-06,2.538256e-05,3.500000e-05,-6.286385e-07,-1.923906e-07
9.730000e-11,4.754247e-01,-1.377295e-04,1.497900e-05,7.040757e-01,-1.977120e-05,2.522084e-05,5.173759e-01,-4.677670e-06,2.538035e-05,1.497900e-05,3.500000e-05,-1.590306e-04,1.895629e-06,1.895629e-07,1.497900e-05,1.895629e-07,-9.642712e-06,2.535729e-05,3.500000e-05,-5.991274e-07,-2.126214e-07
9.731250e-11,4.701443e-01,-1.403607e-04,1.495307e-05,7.033431e-01,-1.880269e-05,2.518859e-05,5.171905e-01,-5.100454e-06,2.543774e-05,1.495307e-05,3.500000e-05,-1.609500e-04,1.283622e-06,1.283622e-07,1.495307e-05,1.283622e-07,-9.665737e-06,2.533426e-05,3.500000e-05,-5.697784e-07,-2.318388e-07
9.732500e-11,4.647654e-01,-1.429142e-04,1.492309e-05,7.026471e-01,-1.784299e-05,2.515035e-05,5.169893e-01,-5.500913e-06,2.549451e-05,1.492309e-05,3.500000e-05,-1.628055e-04,6.896858e-07,6.896858e-08,1.492309e-05,6.896858e-08,-9.686564e-06,2.531344e-05,3.500000e-05,-5.406967e-07,-2.500415e-07
9.733750e-11,4.592910e-01,-1.453897e-04,1.488901e-05,7.019873e-01,-1.689553e-05,2.510624e-05,5.167734e-01,-5.879057e-06,2.555056e-05,1.488901e-05,3.500000e-05,-1.645976e-04,1.142025e-07,1.142025e-08,1.488901e-05,1.142025e-08,-9.705246e-06,2.529475e-05,3.500000e-05,-5.119859e-07,-2.672298e-07
9.735000e-11,4.537241e-01,-1.477870e-04,1.485077e-05,7.013631e-01,-1.596367e-05,2.505636e-05,5.165436e-01,-6.234938e-06,2.560581e-05,1.485077e-05,3.500000e-05,-1.663312e-04,-4.424814e-07,-4.424814e-08,1.485077e-05,-4.424814e-08,-9.721841e-06,2.527816e-05,3.500000e-05,-4.837475e-07,-2.834063e-07
9.736250e-11,4.480676e-01,-1.501061e-04,1.480833e-05,7.007739e-01,-1.505069e-05,2.500082e-05,5.163007e-01,-6.568651e-06,2.566017e-05,1.480833e-05,3.500000e-05,-1.680074e-04,-9.800579e-07,-9.800579e-08,1.480833e-05,-9.800579e-08,-9.736411e-06,2.526359e-05,3.500000e-05,-4.560814e-07,-2.985751e-07
9.737500e-11,4.423245e-01,-1.523468e-04,1.476167e-05,7.002190e-01,-1.415980e-05,2.493978e-05,5.160455e-01,-6.880335e-06,2.571354e-05,1.476167e-05,3.500000e-05,-1.696279e-04,-1.498257e-06,-1.498257e-07,1.476167e-05,-1.498257e-07,-9.749026e-06,2.525097e-05,3.500000e-05,-4.290847e-07,-3.127425e-07
9.738750e-11,4.364978e-01,-1.545091e-04,1.471077e-05,6.996974e-01,-1.329412e-05,2.487338e-05,5.157788e-01,-7.170169e-06,2.576585e-05,1.471077e-05,3.500000e-05,-1.711965e-04,-1.996848e-06,-1.996848e-07,1.471077e-05,-1.996848e-07,-9.759756e-06,2.524024e-05,3.500000e-05,-4.028522e-07,-3.259168e-07
9.740000e-11,4.305904e-01,-1.565931e-04,1.465562e-05,6.992081e-01,-1.245670e-05,2.480178e-05,5.155016e-01,-7.438372e-06,2.581699e-05,1.465562e-05,3.500000e-05,-1.727154e-04,-2.475639e-06,-2.475639e-07,1.465562e-05,-2.475639e-07,-9.768681e-06,2.523132e-05,3.500000e-05,-3.774758e-07,-3.381078e-07
9.741250e-11,4.246054e-01,-1.585987e-04,1.459621e-05,6.987500e-01,-1.165047e-05,2.472514e-05,5.152146e-01,-7.685208e-06,2.586689e-05,1.459621e-05,3.500000e-05,-1.741878e-04,-2.934475e-06,-2.934475e-07,1.459621e-05,-2.934475e-07,-9.775881e-06,2.522412e-05,3.500000e-05,-3.530444e-07,-3.493276e-07
9.742500e-11,4.185457e-01,-1.605262e-04,1.453256e-05,6.983219e-01,-1.087824e-05,2.464365e-05,5.149186e-01,-7.910978e-06,2.591547e-05,1.453256e-05,3.500000e-05,-1.756137e-04,-3.373244e-06,-3.373244e-07,1.453256e-05,-3.373244e-07,-9.781443e-06,2.521856e-05,3.500000e-05,-3.296438e-07,-3.595899e-07
9.743750e-11,4.124142e-01,-1.623755e-04,1.446469e-05,6.979224e-01,-1.014275e-05,2.455750e-05,5.146145e-01,-8.116022e-06,2.596264e-05,1.446469e-05,3.500000e-05,-1.769970e-04,-3.791871e-06,-3.791871e-07,1.446469e-05,-3.791871e-07,-9.785457e-06,2.521454e-05,3.500000e-05,-3.073561e-07,-3.689101e-07
9.745000e-11,4.062140e-01,-1.641470e-04,1.439263e-05,6.975500e-01,-9.446583e-06,2.446691e-05,5.143029e-01,-8.300720e-06,2.600832e-05,1.439263e-05,3.500000e-05,-1.783395e-04,-4.190320e-06,-4.190320e-07,1.439263e-05,-4.190320e-07,-9.788016e-06,2.521198e-05,3.500000e-05,-2.862601e-07,-3.773055e-07
9.746250e-11,3.999480e-01,-1.658408e-04,1.431640e-05,6.972032e-01,-8.792212e-06,2.437205e-05,5.139847e-01,-8.465490e-06,2.605244e-05,1.431640e-05,3.500000e-05,-1.796452e-04,-4.568594e-06,-4.568594e-07,1.431640e-05,-4.568594e-07,-9.789217e-06,2.521078e-05,3.500000e-05,-2.664307e-07,-3.847950e-07
9.747500e-11,3.936192e-01,-1.674571e-04,1.423605e-05,6.968805e-01,-8.181988e-06,2.427315e-05,5.136606e-01,-8.610785e-06,2.609491e-05,1.423605e-05,3.500000e-05,-1.809134e-04,-4.926737e-06,-4.926737e-07,1.423605e-05,-4.926737e-07,-9.789161e-06,2.521084e-05,3.500000e-05,-2.479390e-07,-3.913993e-07
9.748750e-11,3.872304e-01,-1.689963e-04,1.415164e-05,6.965800e-01,-7.618119e-06,2.417044e-05,5.133313e-01,-8.737094e-06,2.613567e-05,1.415164e-05,3.500000e-05,-1.821465e-04,-5.264830e-06,-5.264830e-07,1.415164e-05,-5.264830e-07,-9.787950e-06,2.521205e-05,3.500000e-05,-2.308521e-07,-3.971406e-07
9.750000e-11,3.807846e-01,-1.704585e-04,1.406321e-05,6.963000e-01,-7.102685e-06,2.406413e-05,5.129976e-01,-8.844939e-06,2.617465e-05,1.406321e-05,3.500000e-05,-1.833493e-04,-5.582991e-06,-5.582991e-07,1.406321e-05,-5.582991e-07,-9.785689e-06,2.521431e-05,3.500000e-05,-2.152329e-07,-4.020427e-07
9.751250e-11,3.742847e-01,-1.718441e-04,1.397083e-05,6.960386e-01,-6.637621e-06,2.395446e-05,5.126601e-01,-8.934877e-06,2.621178e-05,1.397083e-05,3.500000e-05,-1.845204e-04,-5.881379e-06,-5.881379e-07,1.397083e-05,-5.881379e-07,-9.782488e-06,2.521751e-05,3.500000e-05,-2.011400e-07,-4.061308e-07
9.752500e-11,3.677336e-01,-1.731534e-04,1.387456e-05,6.957938e-01,-6.224725e-06,2.384164e-05,5.123195e-01,-9.007496e-06,2.624700e-05,1.387456e-05,3.500000e-05,-1.856639e-04,-6.160189e-06,-6.160189e-07,1.387456e-05,-6.160189e-07,-9.778455e-06,2.522154e-05,3.500000e-05,-1.886280e-07,-4.094316e-07
9.753750e-11,3.611343e-01,-1.743868e-04,1.377448e-05,6.955637e-01,-5.865648e-06,2.372593e-05,5.119765e-01,-9.063411e-06,2.628024e-05,1.377448e-05,3.500000e-05,-1.867795e-04,-6.419651e-06,-6.419651e-07,1.377448e-05,-6.419651e-07,-9.773703e-06,2.522630e-05,3.500000e-05,-1.777469e-07,-4.119732e-07
