width_ps,read1_bjl2_activity_p2p_turns,read0_bjl2_activity_p2p_turns,read1_bjl2_largest_segment_turns,read0_bjl2_largest_segment_turns,read1_bjl2_area_phi0,read0_bjl2_area_phi0
12,1.0939805789502457,0.04490859113729702,0.9754022363461119,-0.025493948080277693,0.9754112572180048,-0.025496292621650967
13,1.1346072654985981,0.04554567245899957,1.0160289228944646,-0.02573040457922932,1.0160368344325381,-0.025732485348745497
14,1.1792839678838105,0.04434892277991438,1.0607056252796767,-0.025493948080277693,1.0607121537219608,-0.025496292621650967
15,2.020311844932378,0.04395369330973426,1.9004395726409071,-0.025493948080277693,1.900446736479042,-0.025496292621650967
