case,role,window,kind,signal,unit,n,min,max,median,mean,p2p,signed_integral,dynamic_integral,baseline_median
C13.logical1_no_read_control,logical1_no_read_control,ACTIVE,branch_current,RJ1,A,2880,-7.120146e-09,6.310353e-09,-2.0732910000000002e-11,-6.316078267854165e-11,1.3430498999999999e-08,-2.2502959220524775e-21,-3.070077905080249e-20,7.905657e-10
C13.logical1_no_read_control,logical1_no_read_control,ACTIVE,branch_current,RJ2,A,2880,-3.408832e-09,3.008278e-09,-1.739548e-11,-2.386639818715277e-11,6.41711e-09,-8.765952812375071e-22,-1.7063432699362514e-20,4.4979055e-10
C13.logical1_no_read_control,logical1_no_read_control,ACTIVE,kcl_residual,input,A,2880,,,,,,,,
C13.logical1_no_read_control,logical1_no_read_control,ACTIVE,kcl_residual,node2,A,2880,,,,,,,,
C13.logical1_no_read_control,logical1_no_read_control,ACTIVE,kcl_residual,node3,A,2880,,,,,,,,
C13.logical1_no_read_control,logical1_no_read_control,ACTIVE,kcl_residual,node4,A,2880,,,,,,,,
C13.logical1_no_read_control,logical1_no_read_control,TRANSITION,branch_current,source,A,800,-3.402947e-10,4.577031e-10,6.2027825e-12,1.0927006976374997e-11,7.979978000000001e-10,1.074891247637508e-22,-1.3448010293986268e-20,1.3572465e-09
C13.logical1_no_read_control,logical1_no_read_control,TRANSITION,branch_current,lin,A,800,-3.402947e-10,4.577031e-10,6.2027825e-12,1.0927006976374997e-11,7.979978000000001e-10,1.074891247637508e-22,-1.3448010293986268e-20,1.3572465e-09
C13.logical1_no_read_control,logical1_no_read_control,TRANSITION,branch_current,BJs,A,800,-3.402947e-10,4.577031e-10,6.2027825e-12,1.0927006976374997e-11,7.979978000000001e-10,1.074891247637508e-22,-1.3448010293986268e-20,1.3572465e-09
C13.logical1_no_read_control,logical1_no_read_control,TRANSITION,branch_current,BJL1,A,800,1.51213e-05,1.512198e-05,1.512163e-05,1.5121640937499998e-05,6.800000000001358e-10,1.510273875625002e-16,9.596062499989543e-21,1.5120680000000001e-05
C13.logical1_no_read_control,logical1_no_read_control,TRANSITION,branch_current,BJL2,A,800,1.987817e-05,1.987853e-05,1.987834e-05,1.9878342562500002e-05,3.60000000001467e-10,1.9853494568750026e-16,-4.119875000003927e-21,1.9878755e-05
C13.logical1_no_read_control,logical1_no_read_control,TRANSITION,branch_current,L0,A,800,-2.733792e-10,3.31883e-10,2.727946e-11,1.4607286357499992e-11,6.052622e-10,1.4710535232499934e-22,-4.8004384776750076e-21,4.953736e-10
C13.logical1_no_read_control,logical1_no_read_control,TRANSITION,branch_current,L1,A,800,-1.512203e-05,-1.512119e-05,-1.512162e-05,-1.5121634925e-05,8.400000000011643e-10,-1.5102732793750019e-16,-1.4979624999997773e-20,-1.5120135e-05
C13.logical1_no_read_control,logical1_no_read_control,TRANSITION,branch_current,L2,A,800,1.987797e-05,1.987881e-05,1.987838e-05,1.9878365075e-05,8.400000000011643e-10,1.9853517206250026e-16,-1.497962500000167e-20,1.9879865e-05
C13.logical1_no_read_control,logical1_no_read_control,TRANSITION,branch_current,RB,A,800,3.5e-05,3.5e-05,3.5e-05,3.499999999999999e-05,0.0,3.4956250000000044e-16,0.0,3.5e-05
C13.logical1_no_read_control,logical1_no_read_control,TRANSITION,branch_current,RJ1,A,800,-2.763508e-10,3.296752e-10,3.4053285e-12,5.152334235112496e-12,6.06026e-10,5.022303110112556e-23,-7.845551897648886e-21,7.905657e-10
C13.logical1_no_read_control,logical1_no_read_control,TRANSITION,branch_current,RJ2,A,800,-1.330643e-10,1.610298e-10,1.2568875e-11,7.941680074125e-12,2.9409410000000003e-10,7.969708801624977e-23,-4.4125860301087566e-21,4.4979055e-10
C13.logical1_no_read_control,logical1_no_read_control,TRANSITION,kcl_residual,input,A,800,,,,,,,,
C13.logical1_no_read_control,logical1_no_read_control,TRANSITION,kcl_residual,node2,A,800,,,,,,,,
C13.logical1_no_read_control,logical1_no_read_control,TRANSITION,kcl_residual,node3,A,800,,,,,,,,
C13.logical1_no_read_control,logical1_no_read_control,TRANSITION,kcl_residual,node4,A,800,,,,,,,,
C13.logical1_no_read_control,logical1_no_read_control,POST,branch_current,source,A,2400,-1.626975e-10,1.756633e-10,-6.483866e-13,1.0098036375001158e-14,3.383608e-10,9.674543775016498e-25,-4.069946196437249e-20,1.3572465e-09
C13.logical1_no_read_control,logical1_no_read_control,POST,branch_current,lin,A,2400,-1.626975e-10,1.756633e-10,-6.483866e-13,1.0098036375001158e-14,3.383608e-10,9.674543775016498e-25,-4.069946196437249e-20,1.3572465e-09
C13.logical1_no_read_control,logical1_no_read_control,POST,branch_current,BJs,A,2400,-1.626975e-10,1.756633e-10,-6.483866e-13,1.0098036375001158e-14,3.383608e-10,9.674543775016498e-25,-4.069946196437249e-20,1.3572465e-09
C13.logical1_no_read_control,logical1_no_read_control,POST,branch_current,BJL1,A,2400,1.512153e-05,1.51218e-05,1.512166e-05,1.5121659699999999e-05,2.700000000002532e-10,4.534607699999999e-16,2.9378499999965e-20,1.5120680000000001e-05
C13.logical1_no_read_control,logical1_no_read_control,POST,branch_current,BJL2,A,2400,1.987828e-05,1.987841e-05,1.987834e-05,1.9878342466666664e-05,1.299999999989298e-10,5.961017951249999e-16,-1.2370437500023128e-20,1.9878755e-05
C13.logical1_no_read_control,logical1_no_read_control,POST,branch_current,L0,A,2400,-1.072301e-10,1.025456e-10,-9.047744e-13,-1.3776859749291663e-12,2.097757e-10,-4.1499792229125594e-23,-1.4896515622229124e-20,4.953736e-10
C13.logical1_no_read_control,logical1_no_read_control,POST,branch_current,L1,A,2400,-1.512181e-05,-1.51215e-05,-1.512166e-05,-1.5121659766666665e-05,3.099999999996633e-10,-4.534607719374999e-16,-4.5723624999992217e-20,-1.5120135e-05
C13.logical1_no_read_control,logical1_no_read_control,POST,branch_current,L2,A,2400,1.987819e-05,1.98785e-05,1.987834e-05,1.9878340233333333e-05,3.0999999999796924e-10,5.961017280624999e-16,-4.5723625000006607e-20,1.9879865e-05
C13.logical1_no_read_control,logical1_no_read_control,POST,branch_current,RB,A,2400,3.5e-05,3.5e-05,3.5e-05,3.499999999999999e-05,0.0,1.0495624999999998e-15,0.0,3.5e-05
C13.logical1_no_read_control,logical1_no_read_control,POST,branch_current,RJ1,A,2400,-1.04208e-10,1.011859e-10,6.7337005e-13,6.124772894166649e-14,2.053939e-10,2.461817512001508e-24,-2.3704627111237995e-20,7.905657e-10
C13.logical1_no_read_control,logical1_no_read_control,POST,branch_current,RJ2,A,2400,-5.182601e-11,4.968713e-11,-3.874634e-13,-6.553734755208332e-13,1.0151314e-10,-1.9609936653124996e-23,-1.3507704054778123e-20,4.4979055e-10
C13.logical1_no_read_control,logical1_no_read_control,POST,kcl_residual,input,A,2400,,,,,,,,
C13.logical1_no_read_control,logical1_no_read_control,POST,kcl_residual,node2,A,2400,,,,,,,,
C13.logical1_no_read_control,logical1_no_read_control,POST,kcl_residual,node3,A,2400,,,,,,,,
C13.logical1_no_read_control,logical1_no_read_control,POST,kcl_residual,node4,A,2400,,,,,,,,
C13.logical0_no_read_control,logical0_no_read_control,PRE,branch_current,source,A,1120,-3.437544e-08,3.127106e-08,-1.3572465e-09,-8.673298474642859e-10,6.56465e-08,-1.2012625639500099e-20,6.97185977924989e-21,-1.3572465e-09
C13.logical0_no_read_control,logical0_no_read_control,PRE,branch_current,lin,A,1120,-3.437544e-08,3.127106e-08,-1.3572465e-09,-8.673298474642859e-10,6.56465e-08,-1.2012625639500099e-20,6.97185977924989e-21,-1.3572465e-09
C13.logical0_no_read_control,logical0_no_read_control,PRE,branch_current,BJs,A,1120,-3.437544e-08,3.127106e-08,-1.3572465e-09,-8.673298474642859e-10,6.56465e-08,-1.2012625639500099e-20,6.97185977924989e-21,-1.3572465e-09
C13.logical0_no_read_control,logical0_no_read_control,PRE,branch_current,BJL1,A,1120,1.509395e-05,1.515219e-05,1.5122634999999999e-05,1.5122402187499997e-05,5.823999999999997e-08,2.1152468493749998e-16,-3.1721249999852093e-21,1.5122634999999999e-05
C13.logical0_no_read_control,logical0_no_read_control,PRE,branch_current,BJL2,A,1120,1.986257e-05,1.989265e-05,1.9877925000000003e-05,1.9878044794642854e-05,3.008000000000023e-08,2.780442156875e-16,1.739749999953396e-21,1.9877925000000003e-05
C13.logical0_no_read_control,logical0_no_read_control,PRE,branch_current,L0,A,1120,-2.434021e-08,2.189936e-08,-4.95336e-10,-4.174902682589286e-10,4.623957e-08,-5.931897743124853e-21,9.96614556875145e-22,-4.95336e-10
C13.logical0_no_read_control,logical0_no_read_control,PRE,branch_current,L1,A,1120,-1.515661e-05,-1.509009e-05,-1.512318e-05,-1.5122687196428571e-05,6.651999999999983e-08,-2.115286435625e-16,6.83668749999672e-21,-1.512318e-05
C13.logical0_no_read_control,logical0_no_read_control,PRE,branch_current,L2,A,1120,1.984339e-05,1.990991e-05,1.987682e-05,1.987731280357143e-05,6.652000000000152e-08,2.780338564375e-16,6.836687499992426e-21,1.987682e-05
C13.logical0_no_read_control,logical0_no_read_control,PRE,branch_current,RB,A,1120,3.5e-05,3.5e-05,3.5e-05,3.499999999999998e-05,0.0,4.895625e-16,0.0,3.5e-05
C13.logical0_no_read_control,logical0_no_read_control,PRE,branch_current,RJ1,A,1120,-2.482015e-08,2.236422e-08,-7.905522e-10,-5.822939010982144e-10,4.718437e-08,-8.053623315375088e-21,3.0042255821249143e-21,-7.905522e-10
C13.logical0_no_read_control,logical0_no_read_control,PRE,branch_current,RJ2,A,1120,-1.186617e-08,1.067922e-08,-4.4975355e-10,-3.1453536457589267e-10,2.254539e-08,-4.427846229062444e-21,1.8630815515625547e-21,-4.4975355e-10
C13.logical0_no_read_control,logical0_no_read_control,PRE,kcl_residual,input,A,1120,,,,,,,,
C13.logical0_no_read_control,logical0_no_read_control,PRE,kcl_residual,node2,A,1120,,,,,,,,
C13.logical0_no_read_control,logical0_no_read_control,PRE,kcl_residual,node3,A,1120,,,,,,,,
C13.logical0_no_read_control,logical0_no_read_control,PRE,kcl_residual,node4,A,1120,,,,,,,,
C13.logical0_no_read_control,logical0_no_read_control,ACTIVE,branch_current,source,A,2880,-8.644189e-09,9.724772e-09,4.156241e-11,9.244187321944445e-11,1.8368961e-08,3.3011718671499714e-21,5.214508028589999e-20,-1.3572465e-09
C13.logical0_no_read_control,logical0_no_read_control,ACTIVE,branch_current,lin,A,2880,-8.644189e-09,9.724772e-09,4.156241e-11,9.244187321944445e-11,1.8368961e-08,3.3011718671499714e-21,5.214508028589999e-20,-1.3572465e-09
C13.logical0_no_read_control,logical0_no_read_control,ACTIVE,branch_current,BJs,A,2880,-8.644189e-09,9.724772e-09,4.156241e-11,9.244187321944445e-11,1.8368961e-08,3.3011718671499714e-21,5.214508028589999e-20,-1.3572465e-09
C13.logical0_no_read_control,logical0_no_read_control,ACTIVE,branch_current,BJL1,A,2880,1.511299e-05,1.512952e-05,1.512163e-05,1.512160510763889e-05,1.6529999999999315e-08,5.441887167500003e-16,-3.7110312499960874e-20,1.5122634999999999e-05
C13.logical0_no_read_control,logical0_no_read_control,ACTIVE,branch_current,BJL2,A,2880,1.987428e-05,1.988283e-05,1.987835e-05,1.987837575e-05,8.550000000001807e-09,7.153730289375003e-16,1.6202999999881288e-20,1.9877925000000003e-05
C13.logical0_no_read_control,logical0_no_read_control,ACTIVE,branch_current,L0,A,2880,-7.328963e-09,6.993689e-09,2.2199864999999998e-11,2.4649697008402762e-11,1.4322652e-08,9.319467510525237e-22,1.8757851051052533e-20,-4.95336e-10
C13.logical0_no_read_control,logical0_no_read_control,ACTIVE,branch_current,L1,A,2880,-1.51305e-05,-1.511167e-05,-1.51216e-05,-1.5121575760416669e-05,1.883000000000097e-08,-5.441876634375002e-16,5.777681249999157e-20,-1.512318e-05
C13.logical0_no_read_control,logical0_no_read_control,ACTIVE,branch_current,L2,A,2880,1.98695e-05,1.988833e-05,1.98784e-05,1.9878424239583332e-05,1.8829999999999276e-08,7.153748365625003e-16,5.777681249998012e-20,1.987682e-05
C13.logical0_no_read_control,logical0_no_read_control,ACTIVE,branch_current,RB,A,2880,3.5e-05,3.5e-05,3.5e-05,3.499999999999999e-05,0.0,1.2595625000000004e-15,0.0,3.5e-05
C13.logical0_no_read_control,logical0_no_read_control,ACTIVE,branch_current,RJ1,A,2880,-6.310382e-09,7.120113e-09,2.0734649999999998e-11,6.315807059628475e-11,1.3430495e-08,2.2501975545912266e-21,3.070019485209124e-20,-7.905522e-10
C13.logical0_no_read_control,logical0_no_read_control,ACTIVE,branch_current,RJ2,A,2880,-3.008309e-09,3.408794e-09,1.739583e-11,2.3863891090381954e-11,6.417103e-09,8.765054318162577e-22,1.7062011312441264e-20,-4.4975355e-10
C13.logical0_no_read_control,logical0_no_read_control,ACTIVE,kcl_residual,input,A,2880,,,,,,,,
C13.logical0_no_read_control,logical0_no_read_control,ACTIVE,kcl_residual,node2,A,2880,,,,,,,,
C13.logical0_no_read_control,logical0_no_read_control,ACTIVE,kcl_residual,node3,A,2880,,,,,,,,
C13.logical0_no_read_control,logical0_no_read_control,ACTIVE,kcl_residual,node4,A,2880,,,,,,,,
C13.logical0_no_read_control,logical0_no_read_control,TRANSITION,branch_current,source,A,800,-4.577031e-10,3.402947e-10,-6.2027825e-12,-1.0927006976374997e-11,7.979978000000001e-10,-1.074891247637508e-22,1.3448010293986268e-20,-1.3572465e-09
C13.logical0_no_read_control,logical0_no_read_control,TRANSITION,branch_current,lin,A,800,-4.577031e-10,3.402947e-10,-6.2027825e-12,-1.0927006976374997e-11,7.979978000000001e-10,-1.074891247637508e-22,1.3448010293986268e-20,-1.3572465e-09
C13.logical0_no_read_control,logical0_no_read_control,TRANSITION,branch_current,BJs,A,800,-4.577031e-10,3.402947e-10,-6.2027825e-12,-1.0927006976374997e-11,7.979978000000001e-10,-1.074891247637508e-22,1.3448010293986268e-20,-1.3572465e-09
C13.logical0_no_read_control,logical0_no_read_control,TRANSITION,branch_current,BJL1,A,800,1.512134e-05,1.512202e-05,1.512169e-05,1.5121675475e-05,6.800000000001358e-10,1.510277351250002e-16,-9.581937499989297e-21,1.5122634999999999e-05
C13.logical0_no_read_control,logical0_no_read_control,TRANSITION,branch_current,BJL2,A,800,1.987816e-05,1.987851e-05,1.987834e-05,1.9878341449999997e-05,3.5000000000076745e-10,1.985349359375003e-16,4.159999999967136e-21,1.9877925000000003e-05
C13.logical0_no_read_control,logical0_no_read_control,TRANSITION,branch_current,L0,A,800,-3.318831e-10,2.733791e-10,-2.7279435e-11,-1.4607318071250005e-11,6.052622e-10,-1.4710566858749932e-22,4.800062631412508e-21,-4.95336e-10
C13.logical0_no_read_control,logical0_no_read_control,TRANSITION,branch_current,L1,A,800,-1.512213e-05,-1.512128e-05,-1.512169e-05,-1.5121681237499998e-05,8.499999999984757e-10,-1.510277922500002e-16,1.4967999999998146e-20,-1.512318e-05
C13.logical0_no_read_control,logical0_no_read_control,TRANSITION,branch_current,L2,A,800,1.987787e-05,1.987872e-05,1.987831e-05,1.9878318762500003e-05,8.500000000018638e-10,1.9853470775000026e-16,1.4967999999994017e-20,1.987682e-05
C13.logical0_no_read_control,logical0_no_read_control,TRANSITION,branch_current,RB,A,800,3.5e-05,3.5e-05,3.5e-05,3.499999999999999e-05,0.0,3.4956250000000044e-16,0.0,3.5e-05
C13.logical0_no_read_control,logical0_no_read_control,TRANSITION,branch_current,RJ1,A,800,-3.296752e-10,2.763508e-10,-3.4052735e-12,-5.152359910025e-12,6.06026e-10,-5.022328910025055e-23,7.84541680839976e-21,-7.905522e-10
C13.logical0_no_read_control,logical0_no_read_control,TRANSITION,branch_current,RJ2,A,800,-1.610299e-10,1.330642e-10,-1.2568880000000001e-11,-7.941694536e-12,2.9409410000000003e-10,-7.969723275999975e-23,4.412216347865007e-21,-4.4975355e-10
C13.logical0_no_read_control,logical0_no_read_control,TRANSITION,kcl_residual,input,A,800,,,,,,,,
C13.logical0_no_read_control,logical0_no_read_control,TRANSITION,kcl_residual,node2,A,800,,,,,,,,
C13.logical0_no_read_control,logical0_no_read_control,TRANSITION,kcl_residual,node3,A,800,,,,,,,,
C13.logical0_no_read_control,logical0_no_read_control,TRANSITION,kcl_residual,node4,A,800,,,,,,,,
C13.logical0_no_read_control,logical0_no_read_control,POST,branch_current,source,A,2400,-1.756633e-10,1.626975e-10,6.483866e-13,-1.0098036375001158e-14,3.383608e-10,-9.674543775016498e-25,4.069946196437249e-20,-1.3572465e-09
C13.logical0_no_read_control,logical0_no_read_control,POST,branch_current,lin,A,2400,-1.756633e-10,1.626975e-10,6.483866e-13,-1.0098036375001158e-14,3.383608e-10,-9.674543775016498e-25,4.069946196437249e-20,-1.3572465e-09
C13.logical0_no_read_control,logical0_no_read_control,POST,branch_current,BJs,A,2400,-1.756633e-10,1.626975e-10,6.483866e-13,-1.0098036375001158e-14,3.383608e-10,-9.674543775016498e-25,4.069946196437249e-20,-1.3572465e-09
C13.logical0_no_read_control,logical0_no_read_control,POST,branch_current,BJL1,A,2400,1.512151e-05,1.512179e-05,1.512166e-05,1.5121656504166666e-05,2.8000000000095277e-10,4.534606746249999e-16,-2.9342437499970914e-20,1.5122634999999999e-05
C13.logical0_no_read_control,logical0_no_read_control,POST,branch_current,BJL2,A,2400,1.987827e-05,1.987841e-05,1.987834e-05,1.98783416125e-05,1.3999999999962935e-10,5.961017686249999e-16,1.2492687499889356e-20,1.9877925000000003e-05
C13.logical0_no_read_control,logical0_no_read_control,POST,branch_current,L0,A,2400,-1.025456e-10,1.072301e-10,9.0477385e-13,1.3776842604750008e-12,2.097757e-10,4.149974103925061e-23,1.489538804103925e-20,-4.95336e-10
C13.logical0_no_read_control,logical0_no_read_control,POST,branch_current,L1,A,2400,-1.512181e-05,-1.51215e-05,-1.512166e-05,-1.5121656366666666e-05,3.099999999996633e-10,-4.53460670625e-16,4.568962499999345e-20,-1.512318e-05
C13.logical0_no_read_control,logical0_no_read_control,POST,branch_current,L2,A,2400,1.987819e-05,1.98785e-05,1.987834e-05,1.987834363333333e-05,3.0999999999796924e-10,5.961018293749999e-16,4.568962499997892e-20,1.987682e-05
C13.logical0_no_read_control,logical0_no_read_control,POST,branch_current,RB,A,2400,3.5e-05,3.5e-05,3.5e-05,3.499999999999999e-05,0.0,1.0495624999999998e-15,0.0,3.5e-05
C13.logical0_no_read_control,logical0_no_read_control,POST,branch_current,RJ1,A,2400,-1.011859e-10,1.04208e-10,-6.7336075e-13,-6.124852287083304e-14,2.053939e-10,-2.4618413286264902e-24,2.370422225617137e-20,-7.905522e-10
C13.logical0_no_read_control,logical0_no_read_control,POST,branch_current,RJ2,A,2400,-4.968714e-11,5.1826e-11,3.874608e-13,6.553728401124998e-13,1.0151314e-10,1.9609917647124996e-23,1.3506594498272123e-20,-4.4975355e-10
C13.logical0_no_read_control,logical0_no_read_control,POST,kcl_residual,input,A,2400,,,,,,,,
C13.logical0_no_read_control,logical0_no_read_control,POST,kcl_residual,node2,A,2400,,,,,,,,
C13.logical0_no_read_control,logical0_no_read_control,POST,kcl_residual,node3,A,2400,,,,,,,,
C13.logical0_no_read_control,logical0_no_read_control,POST,kcl_residual,node4,A,2400,,,,,,,,
D12.logical1_read,logical1_read,PRE,branch_current,source,A,1120,-1.444787e-08,1.331261e-08,-6.84592e-10,-4.1069505648214277e-10,2.776048e-08,-5.7857254594999395e-21,3.790005140500059e-21,-6.84592e-10
D12.logical1_read,logical1_read,PRE,branch_current,lin,A,1120,-1.444787e-08,1.331261e-08,-6.84592e-10,-4.1069505648214277e-10,2.776048e-08,-5.7857254594999395e-21,3.790005140500059e-21,-6.84592e-10
D12.logical1_read,logical1_read,PRE,branch_current,BJs,A,1120,-1.444787e-08,1.331261e-08,-6.84592e-10,-4.106950612160714e-10,2.776048e-08,-5.785725525774939e-21,3.79000507422506e-21,-6.84592e-10
D12.logical1_read,logical1_read,PRE,branch_current,BJL1,A,1120,1.510727e-05,1.513464e-05,1.51215e-05,1.5121477580357146e-05,2.7370000000000383e-08,2.115117261875e-16,-2.550625000119565e-22,1.51215e-05
D12.logical1_read,logical1_read,PRE,branch_current,BJL2,A,1120,1.987165e-05,1.988438e-05,1.9877995e-05,1.9878134937499998e-05,1.2729999999999453e-08,2.7804539849999996e-16,1.943437499979589e-21,1.9877995e-05
D12.logical1_read,logical1_read,PRE,branch_current,L0,A,1120,-9.951401e-09,1.088612e-08,2.5727675e-10,2.1960714333660716e-10,2.0837521e-08,3.0363232254625413e-21,-5.623353151624546e-22,2.5727675e-10
D12.logical1_read,logical1_read,PRE,branch_current,L1,A,1120,-1.513611e-05,-1.510593e-05,-1.5121635e-05,-1.51215921875e-05,3.0180000000000446e-08,-2.11513342875e-16,5.266875000013851e-22,-1.5121635e-05
D12.logical1_read,logical1_read,PRE,branch_current,L2,A,1120,1.986389e-05,1.989407e-05,1.9878365e-05,1.98784078125e-05,3.0180000000000446e-08,2.78049157125e-16,5.266874999970213e-22,1.9878365e-05
D12.logical1_read,logical1_read,PRE,branch_current,RB,A,1120,3.5e-05,3.5e-05,3.5e-05,3.499999999999998e-05,0.0,4.895625e-16,0.0,3.5e-05
D12.logical1_read,logical1_read,PRE,branch_current,RJ1,A,1120,-1.023955e-08,9.404947e-09,-5.1097405e-10,-2.959618831839286e-10,1.9644497e-08,-4.167275107699959e-21,2.97997441667504e-21,-5.1097405e-10
D12.logical1_read,logical1_read,PRE,branch_current,RJ2,A,1120,-4.858845e-09,5.31808e-09,6.034338000000001e-11,5.3436060971428535e-11,1.0176925e-08,7.246309348500288e-22,-1.1942209289997101e-22,6.034338000000001e-11
D12.logical1_read,logical1_read,PRE,kcl_residual,input,A,1120,,,,,,,,
D12.logical1_read,logical1_read,PRE,kcl_residual,node2,A,1120,,,,,,,,
D12.logical1_read,logical1_read,PRE,kcl_residual,node3,A,1120,,,,,,,,
D12.logical1_read,logical1_read,PRE,kcl_residual,node4,A,1120,,,,,,,,
D12.logical1_read,logical1_read,ACTIVE,branch_current,source,A,2880,-2.638012e-05,6.81454e-05,1.2018105e-06,9.577019163374568e-06,9.452552e-05,3.447754994153676e-16,3.4480013616996757e-16,-6.84592e-10
D12.logical1_read,logical1_read,ACTIVE,branch_current,lin,A,2880,-2.638012e-05,6.81454e-05,1.2018105e-06,9.577019163374568e-06,9.452552e-05,3.447754994153676e-16,3.4480013616996757e-16,-6.84592e-10
D12.logical1_read,logical1_read,ACTIVE,branch_current,BJs,A,2880,-2.638012e-05,6.81454e-05,1.2018105e-06,9.577019163374912e-06,9.452552e-05,3.447754994153799e-16,3.4480013616997995e-16,-6.84592e-10
D12.logical1_read,logical1_read,ACTIVE,branch_current,BJL1,A,2880,-3.45239e-06,4.985576e-05,1.5132525e-05,1.9091957476458335e-05,5.330815e-05,6.871156185900002e-16,1.4293063733999995e-16,1.51215e-05
D12.logical1_read,logical1_read,ACTIVE,branch_current,BJL2,A,2880,1.06585e-05,5.342825e-05,2.0097505e-05,2.5535983652777773e-05,4.276975e-05,9.190426640625003e-16,2.0368331899999996e-16,1.9877995e-05
D12.logical1_read,logical1_read,ACTIVE,branch_current,L0,A,2880,-1.752166e-05,7.840224e-06,2.873176e-07,-1.5631671737323054e-08,2.5361884e-05,-5.477310470812011e-19,-5.569897941218195e-19,2.5727675e-10
D12.logical1_read,logical1_read,ACTIVE,branch_current,L1,A,2880,-3.083332e-05,2.432701e-05,-1.4425795e-05,-9.490723519142014e-06,5.516033e-05,-3.4146069762661277e-16,2.0272914193588744e-16,-1.5121635e-05
D12.logical1_read,logical1_read,ACTIVE,branch_current,L2,A,2880,4.166678e-06,5.932701e-05,2.0574205e-05,2.5509276430902778e-05,5.5160331999999995e-05,9.181018005750003e-16,2.027291401374999e-16,1.9878365e-05
D12.logical1_read,logical1_read,ACTIVE,branch_current,RB,A,2880,3.5e-05,3.5e-05,3.5e-05,3.499999999999999e-05,0.0,1.2595625000000004e-15,0.0,3.5e-05
D12.logical1_read,logical1_read,ACTIVE,branch_current,RJ1,A,2880,-1.424288e-05,6.516989e-06,3.2982415e-07,-2.4214821480875035e-08,2.0759869e-05,-8.794225299483273e-19,-8.610338513239547e-19,-5.1097405e-10
D12.logical1_read,logical1_read,ACTIVE,branch_current,RJ2,A,2880,-8.266345e-06,3.672263e-06,1.2138289999999998e-07,-1.1075473158420165e-08,1.1938608e-05,-3.9312967670939865e-19,-3.953012840971532e-19,6.034338000000001e-11
D12.logical1_read,logical1_read,ACTIVE,kcl_residual,input,A,2880,,,,,,,,
D12.logical1_read,logical1_read,ACTIVE,kcl_residual,node2,A,2880,,,,,,,,
D12.logical1_read,logical1_read,ACTIVE,kcl_residual,node3,A,2880,,,,,,,,
D12.logical1_read,logical1_read,ACTIVE,kcl_residual,node4,A,2880,,,,,,,,
D12.logical1_read,logical1_read,TRANSITION,branch_current,source,A,800,-2.160026e-06,2.518629e-06,1.1775635e-07,2.1360989090000015e-08,4.678655e-06,2.1814695777499765e-19,2.2498432037499736e-19,-6.84592e-10
D12.logical1_read,logical1_read,TRANSITION,branch_current,lin,A,800,-2.160026e-06,2.518629e-06,1.1775635e-07,2.1360989090000015e-08,4.678655e-06,2.1814695777499765e-19,2.2498432037499736e-19,-6.84592e-10
D12.logical1_read,logical1_read,TRANSITION,branch_current,BJs,A,800,-2.160026e-06,2.518629e-06,1.1775635e-07,2.1360987838750005e-08,4.678655e-06,2.1814694526249745e-19,2.2498430786249716e-19,-6.84592e-10
D12.logical1_read,logical1_read,TRANSITION,branch_current,BJL1,A,800,1.251803e-05,1.699219e-05,1.5073155e-05,1.49849191375e-05,4.474159999999999e-06,1.496605621875002e-16,-1.3654190625000134e-18,1.51215e-05
D12.logical1_read,logical1_read,TRANSITION,branch_current,BJL2,A,800,1.872391e-05,2.073459e-05,1.990707e-05,1.9853232425000004e-05,2.0106799999999995e-06,1.9828008025000025e-16,-2.5139481250000967e-19,1.9877995e-05
D12.logical1_read,logical1_read,TRANSITION,branch_current,L0,A,800,-2.356629e-06,2.084439e-06,-8.243361e-08,4.586375910687499e-08,4.441068e-06,4.70569885443741e-19,4.680003339031155e-19,2.5727675e-10
D12.logical1_read,logical1_read,TRANSITION,branch_current,L1,A,800,-1.763304e-05,-1.264451e-05,-1.5233299999999999e-05,-1.5063039337500001e-05,4.988530000000002e-06,-1.504292771875002e-16,5.980523749999951e-19,-1.5121635e-05
D12.logical1_read,logical1_read,TRANSITION,branch_current,L2,A,800,1.736696e-05,2.235549e-05,1.97667e-05,1.99369606625e-05,4.98853e-06,1.9913322281250025e-16,5.980523749999916e-19,1.9878365e-05
D12.logical1_read,logical1_read,TRANSITION,branch_current,RB,A,800,3.5e-05,3.5e-05,3.5e-05,3.499999999999999e-05,0.0,3.4956250000000044e-16,0.0,3.5e-05
D12.logical1_read,logical1_read,TRANSITION,branch_current,RJ1,A,800,-1.381239e-06,2.013484e-06,-2.5736715e-08,9.948119003999998e-08,3.394723e-06,9.868619635875087e-19,9.919653169118834e-19,-5.1097405e-10
D12.logical1_read,logical1_read,TRANSITION,branch_current,RJ2,A,800,-8.610223e-07,1.009061e-06,-2.6583005e-08,3.786451218112502e-08,1.8700833e-06,3.825730530612478e-19,3.8197037355349776e-19,6.034338000000001e-11
D12.logical1_read,logical1_read,TRANSITION,kcl_residual,input,A,800,,,,,,,,
D12.logical1_read,logical1_read,TRANSITION,kcl_residual,node2,A,800,,,,,,,,
D12.logical1_read,logical1_read,TRANSITION,kcl_residual,node3,A,800,,,,,,,,
D12.logical1_read,logical1_read,TRANSITION,kcl_residual,node4,A,800,,,,,,,,
D12.logical1_read,logical1_read,POST,branch_current,source,A,2400,-9.714673e-07,9.407931e-07,-3.7549859999999996e-10,-9.876472798666671e-09,1.9122604e-06,-2.9350580939749814e-19,-2.7297660679749805e-19,-6.84592e-10
