case,role,window,kind,signal,unit,n,min,max,median,mean,p2p,signed_integral,dynamic_integral,baseline_median
D12.logical1_read,logical1_read,POST,branch_current,lin,A,2400,-9.714673e-07,9.407931e-07,-3.7549859999999996e-10,-9.876472798666671e-09,1.9122604e-06,-2.9350580939749814e-19,-2.7297660679749805e-19,-6.84592e-10
D12.logical1_read,logical1_read,POST,branch_current,BJs,A,2400,-9.714673e-07,9.407931e-07,-3.7549875e-10,-9.876473056070839e-09,1.9122604e-06,-2.9350581711962317e-19,-2.72976614519623e-19,-6.84592e-10
D12.logical1_read,logical1_read,POST,branch_current,BJL1,A,2400,1.419777e-05,1.622995e-05,1.5116075e-05,1.5118179262500001e-05,2.0321799999999992e-06,4.533622809375e-16,-9.370031250001054e-20,1.51215e-05
D12.logical1_read,logical1_read,POST,branch_current,BJL2,A,2400,1.943362e-05,2.031398e-05,1.9876225e-05,1.9871016525e-05,8.803599999999998e-07,5.958828054374999e-16,-2.0856962500004316e-19,1.9877995e-05
D12.logical1_read,logical1_read,POST,branch_current,L0,A,2400,-5.737934e-07,5.368306e-07,5.159364e-09,3.923727253504165e-09,1.110624e-06,1.1481464673011806e-19,1.0709956018949304e-19,2.5727675e-10
D12.logical1_read,logical1_read,POST,branch_current,L1,A,2400,-1.599985e-05,-1.433622e-05,-1.511618e-05,-1.5124159433333333e-05,1.6636299999999992e-06,-4.535393261874999e-16,-7.929662500000739e-20,-1.5121635e-05
D12.logical1_read,logical1_read,POST,branch_current,L2,A,2400,1.900015e-05,2.066378e-05,1.9883820000000002e-05,1.9875840566666668e-05,1.6636299999999975e-06,5.960231738124999e-16,-7.929662500001703e-20,1.9878365e-05
D12.logical1_read,logical1_read,POST,branch_current,RB,A,2400,3.5e-05,3.5e-05,3.5e-05,3.499999999999999e-05,0.0,1.0495624999999998e-15,0.0,3.5e-05
D12.logical1_read,logical1_read,POST,branch_current,RJ1,A,2400,-5.56043e-07,5.534827e-07,-7.7079235e-10,-3.896148684933331e-09,1.1095257e-06,-1.164559235480015e-19,-1.0113308922362648e-19,-5.1097405e-10
D12.logical1_read,logical1_read,POST,branch_current,RJ2,A,2400,-2.773224e-07,2.553949e-07,2.1767715e-09,9.002461004991657e-10,5.327173000000001e-07,2.555166102122108e-20,2.374211391347109e-20,6.034338000000001e-11
D12.logical1_read,logical1_read,POST,kcl_residual,input,A,2400,,,,,,,,
D12.logical1_read,logical1_read,POST,kcl_residual,node2,A,2400,,,,,,,,
D12.logical1_read,logical1_read,POST,kcl_residual,node3,A,2400,,,,,,,,
D12.logical1_read,logical1_read,POST,kcl_residual,node4,A,2400,,,,,,,,
D12.logical0_read,logical0_read,PRE,branch_current,source,A,1120,-1.327073e-08,1.438885e-08,6.521026000000001e-10,4.109205390625e-10,2.7659580000000003e-08,5.7880135299999405e-21,-3.3332715875000588e-21,6.521026000000001e-10
D12.logical0_read,logical0_read,PRE,branch_current,lin,A,1120,-1.327073e-08,1.438885e-08,6.521026000000001e-10,4.109205390625e-10,2.7659580000000003e-08,5.7880135299999405e-21,-3.3332715875000588e-21,6.521026000000001e-10
D12.logical0_read,logical0_read,PRE,branch_current,BJs,A,1120,-1.327073e-08,1.438885e-08,6.521026000000001e-10,4.1092053547321423e-10,2.7659580000000003e-08,5.788013479749943e-21,-3.3332716377500575e-21,6.521026000000001e-10
D12.logical0_read,logical0_read,PRE,branch_current,BJL1,A,1120,1.510873e-05,1.513599e-05,1.512183e-05,1.5121833482142858e-05,2.7259999999999465e-08,2.1151658712499999e-16,-1.000000000256039e-23,1.512183e-05
D12.logical0_read,logical0_read,PRE,branch_current,BJL2,A,1120,1.987233e-05,1.988501e-05,1.9878695e-05,1.9878549339285715e-05,1.2679999999999343e-08,2.780512224375e-16,-2.023874999994027e-21,1.9878695e-05
D12.logical0_read,logical0_read,PRE,branch_current,L0,A,1120,-1.083282e-08,9.906248e-09,-2.379622e-10,-2.1581329181696433e-10,2.0739068e-08,-2.9830217979375426e-21,3.454744745624539e-22,-2.379622e-10
D12.logical0_read,logical0_read,PRE,branch_current,L1,A,1120,-1.513731e-05,-1.510727e-05,-1.5121664999999999e-05,-1.5121718223214287e-05,3.004000000000082e-08,-2.115149615625e-16,-6.723750000166455e-22,-1.5121664999999999e-05
D12.logical0_read,logical0_read,PRE,branch_current,L2,A,1120,1.986269e-05,1.989273e-05,1.9878334999999998e-05,1.9878281776785714e-05,3.003999999999743e-08,2.780475384375e-16,-6.723749999732478e-22,1.9878334999999998e-05
D12.logical0_read,logical0_read,PRE,branch_current,RB,A,1120,3.5e-05,3.5e-05,3.5e-05,3.499999999999998e-05,0.0,4.895625e-16,0.0,3.5e-05
D12.logical0_read,logical0_read,PRE,branch_current,RJ1,A,1120,-9.369579e-09,1.019311e-08,4.9543175e-10,2.9577369124642873e-10,1.9562688999999998e-08,4.164035303699959e-21,-2.7658162994250365e-21,4.9543175e-10
D12.logical0_read,logical0_read,PRE,branch_current,RJ2,A,1120,-5.291763e-09,4.83683e-09,-4.0608765e-11,-5.157638878098213e-11,1.0128593e-08,-6.9861394293377945e-22,-1.3059884249627875e-22,-4.0608765e-11
D12.logical0_read,logical0_read,PRE,kcl_residual,input,A,1120,,,,,,,,
D12.logical0_read,logical0_read,PRE,kcl_residual,node2,A,1120,,,,,,,,
D12.logical0_read,logical0_read,PRE,kcl_residual,node3,A,1120,,,,,,,,
D12.logical0_read,logical0_read,PRE,kcl_residual,node4,A,1120,,,,,,,,
D12.logical0_read,logical0_read,ACTIVE,branch_current,source,A,2880,-1.530129e-05,1.343327e-05,-2.5666365e-08,-5.016001654562648e-09,2.873456e-05,-1.822686039380019e-19,-2.0573614625549875e-19,6.521026000000001e-10
D12.logical0_read,logical0_read,ACTIVE,branch_current,lin,A,2880,-1.530129e-05,1.343327e-05,-2.5666365e-08,-5.016001654562648e-09,2.873456e-05,-1.822686039380019e-19,-2.0573614625549875e-19,6.521026000000001e-10
D12.logical0_read,logical0_read,ACTIVE,branch_current,BJs,A,2880,-1.530129e-05,1.343327e-05,-2.5666365e-08,-5.016001654562648e-09,2.873456e-05,-1.822686039380019e-19,-2.0573614625549875e-19,6.521026000000001e-10
D12.logical0_read,logical0_read,ACTIVE,branch_current,BJL1,A,2880,7.497523e-06,2.264371e-05,1.5123395000000001e-05,1.510548014861111e-05,1.5146186999999999e-05,5.436066765375002e-16,-5.901805874999798e-19,1.512183e-05
D12.logical0_read,logical0_read,ACTIVE,branch_current,BJL2,A,2880,1.517358e-05,2.483503e-05,1.9876695e-05,1.9895947302083336e-05,9.66145e-06,7.160046898750002e-16,6.201535625000131e-19,1.9878695e-05
D12.logical0_read,logical0_read,ACTIVE,branch_current,L0,A,2880,-3.421021e-06,2.880594e-06,2.6030759999999996e-09,-2.3476619188715313e-09,6.301615e-06,-8.272109935439066e-20,-7.415743468188978e-20,-2.379622e-10
D12.logical0_read,logical0_read,ACTIVE,branch_current,L1,A,2880,-2.295917e-05,-8.264413e-06,-1.5124495e-05,-1.5107948852430554e-05,1.4694757e-05,-5.436956982500002e-16,4.952209374999333e-19,-1.5121664999999999e-05
D12.logical0_read,logical0_read,ACTIVE,branch_current,L2,A,2880,1.204083e-05,2.673559e-05,1.9875505e-05,1.9892051149305557e-05,1.4694760000000001e-05,7.158668018125001e-16,4.952210000000455e-19,1.9878334999999998e-05
D12.logical0_read,logical0_read,ACTIVE,branch_current,RB,A,2880,3.5e-05,3.5e-05,3.5e-05,3.499999999999999e-05,0.0,1.2595625000000004e-15,0.0,3.5e-05
D12.logical0_read,logical0_read,ACTIVE,branch_current,RJ1,A,2880,-2.979545e-06,2.534504e-06,-2.5364295e-09,-2.5472183292222186e-09,5.514049000000001e-06,-9.324403495699851e-20,-1.1107338506012398e-19,4.9543175e-10
D12.logical0_read,logical0_read,ACTIVE,branch_current,RJ2,A,2880,-1.6131e-06,1.358587e-06,8.4504235e-10,-1.5485178617430606e-09,2.971687e-06,-5.516791424150805e-20,-5.370650631107026e-20,-4.0608765e-11
D12.logical0_read,logical0_read,ACTIVE,kcl_residual,input,A,2880,,,,,,,,
D12.logical0_read,logical0_read,ACTIVE,kcl_residual,node2,A,2880,,,,,,,,
D12.logical0_read,logical0_read,ACTIVE,kcl_residual,node3,A,2880,,,,,,,,
D12.logical0_read,logical0_read,ACTIVE,kcl_residual,node4,A,2880,,,,,,,,
D12.logical0_read,logical0_read,TRANSITION,branch_current,source,A,800,-3.504894e-07,4.642225e-07,4.1561865e-09,1.3764795748999995e-08,8.147119e-07,1.3637355542750035e-19,1.298606807100003e-19,6.521026000000001e-10
D12.logical0_read,logical0_read,TRANSITION,branch_current,lin,A,800,-3.504894e-07,4.642225e-07,4.1561865e-09,1.3764795748999995e-08,8.147119e-07,1.3637355542750035e-19,1.298606807100003e-19,6.521026000000001e-10
D12.logical0_read,logical0_read,TRANSITION,branch_current,BJs,A,800,-3.504894e-07,4.642225e-07,4.1561865e-09,1.3764795746499993e-08,8.147119e-07,1.3637355540250033e-19,1.298606806850003e-19,6.521026000000001e-10
D12.logical0_read,logical0_read,TRANSITION,branch_current,BJL1,A,800,1.471117e-05,1.549027e-05,1.5095609999999999e-05,1.51071219125e-05,7.791000000000007e-07,1.508804638750002e-16,-1.488132500000004e-19,1.512183e-05
D12.logical0_read,logical0_read,TRANSITION,branch_current,BJL2,A,800,1.969204e-05,2.005526e-05,1.9878555e-05,1.98804606125e-05,3.632200000000016e-07,1.9855552175000026e-16,1.7055437500004177e-20,1.9878695e-05
D12.logical0_read,logical0_read,TRANSITION,branch_current,L0,A,800,-2.816028e-07,3.384011e-07,2.0807415e-08,1.0681828553625e-08,6.200039e-07,1.0845091078624878e-19,1.1082755825874878e-19,-2.379622e-10
D12.logical0_read,logical0_read,TRANSITION,branch_current,L1,A,800,-1.547693e-05,-1.464814e-05,-1.5095405e-05,-1.51021700375e-05,8.287899999999989e-07,-1.5083106387500022e-16,1.9656531249998692e-19,-1.5121664999999999e-05
D12.logical0_read,logical0_read,TRANSITION,branch_current,L2,A,800,1.952307e-05,2.035186e-05,1.9904595e-05,1.9897829962499998e-05,8.287900000000006e-07,1.9873143612500027e-16,1.965653125000174e-19,1.9878334999999998e-05
D12.logical0_read,logical0_read,TRANSITION,branch_current,RB,A,800,3.5e-05,3.5e-05,3.5e-05,3.499999999999999e-05,0.0,3.4956250000000044e-16,0.0,3.5e-05
D12.logical0_read,logical0_read,TRANSITION,branch_current,RJ1,A,800,-2.774099e-07,3.37597e-07,6.744179e-09,8.813190469000004e-09,6.150069e-07,8.697627750250043e-20,8.202815289937537e-20,4.9543175e-10
D12.logical0_read,logical0_read,TRANSITION,branch_current,RJ2,A,800,-1.285845e-07,1.643072e-07,1.034635e-08,6.687295742124999e-09,2.928917e-07,6.746118366499949e-20,6.786676370543698e-20,-4.0608765e-11
D12.logical0_read,logical0_read,TRANSITION,kcl_residual,input,A,800,,,,,,,,
D12.logical0_read,logical0_read,TRANSITION,kcl_residual,node2,A,800,,,,,,,,
D12.logical0_read,logical0_read,TRANSITION,kcl_residual,node3,A,800,,,,,,,,
D12.logical0_read,logical0_read,TRANSITION,kcl_residual,node4,A,800,,,,,,,,
D12.logical0_read,logical0_read,POST,branch_current,source,A,2400,-1.920324e-07,1.765195e-07,1.2929725e-10,1.0066394179166659e-09,3.685519e-07,3.075053398125123e-20,1.1195607263751274e-20,6.521026000000001e-10
D12.logical0_read,logical0_read,POST,branch_current,lin,A,2400,-1.920324e-07,1.765195e-07,1.2929725e-10,1.0066394179166659e-09,3.685519e-07,3.075053398125123e-20,1.1195607263751274e-20,6.521026000000001e-10
D12.logical0_read,logical0_read,POST,branch_current,BJs,A,2400,-1.920324e-07,1.765195e-07,1.2929724500000001e-10,1.0066394090424998e-09,3.685519e-07,3.075053371502622e-20,1.119560699752627e-20,6.521026000000001e-10
D12.logical0_read,logical0_read,POST,branch_current,BJL1,A,2400,1.498115e-05,1.525601e-05,1.512214e-05,1.5123360770833335e-05,2.748600000000003e-07,4.535115585e-16,4.5681374999993806e-20,1.512183e-05
D12.logical0_read,logical0_read,POST,branch_current,BJL2,A,2400,1.981483e-05,1.994209e-05,1.9878465e-05,1.9878883454166666e-05,1.272599999999985e-07,5.961183881875e-16,6.021875000012737e-21,1.9878695e-05
D12.logical0_read,logical0_read,POST,branch_current,L0,A,2400,-1.027754e-07,1.146493e-07,-1.9046335000000002e-10,-7.856089805041666e-10,2.174247e-07,-2.3634547421375672e-20,-1.6498655948875644e-20,-2.379622e-10
D12.logical0_read,logical0_read,POST,branch_current,L1,A,2400,-1.528413e-05,-1.495254e-05,-1.5121415e-05,-1.5122310695833333e-05,3.3158999999999965e-07,-4.534799402499999e-16,-1.9011062500035386e-20,-1.5121664999999999e-05
D12.logical0_read,logical0_read,POST,branch_current,L2,A,2400,1.971587e-05,2.004746e-05,1.9878585000000002e-05,1.9877689304166666e-05,3.3159000000000134e-07,5.960825597499999e-16,-1.901106249994316e-20,1.9878334999999998e-05
D12.logical0_read,logical0_read,POST,branch_current,RB,A,2400,3.5e-05,3.5e-05,3.5e-05,3.499999999999999e-05,0.0,1.0495624999999998e-15,0.0,3.5e-05
D12.logical0_read,logical0_read,POST,branch_current,RJ1,A,2400,-1.045341e-07,1.126717e-07,-7.12689e-10,-4.343862395874926e-11,2.1720579999999998e-07,-8.677906668863706e-22,-1.572455027001139e-20,4.9543175e-10
D12.logical0_read,logical0_read,POST,branch_current,RJ2,A,2400,-5.000691e-08,5.547739e-08,-1.7465225e-10,-4.0844907799166664e-10,1.054843e-07,-1.2191131808500089e-20,-1.0973376468062598e-20,-4.0608765e-11
D12.logical0_read,logical0_read,POST,kcl_residual,input,A,2400,,,,,,,,
D12.logical0_read,logical0_read,POST,kcl_residual,node2,A,2400,,,,,,,,
D12.logical0_read,logical0_read,POST,kcl_residual,node3,A,2400,,,,,,,,
D12.logical0_read,logical0_read,POST,kcl_residual,node4,A,2400,,,,,,,,
D12.logical1_no_read_control,logical1_no_read_control,PRE,branch_current,source,A,1120,-1.444787e-08,1.331261e-08,-6.84592e-10,-4.1069505648214277e-10,2.776048e-08,-5.7857254594999395e-21,3.790005140500059e-21,-6.84592e-10
D12.logical1_no_read_control,logical1_no_read_control,PRE,branch_current,lin,A,1120,-1.444787e-08,1.331261e-08,-6.84592e-10,-4.1069505648214277e-10,2.776048e-08,-5.7857254594999395e-21,3.790005140500059e-21,-6.84592e-10
D12.logical1_no_read_control,logical1_no_read_control,PRE,branch_current,BJs,A,1120,-1.444787e-08,1.331261e-08,-6.84592e-10,-4.106950612160714e-10,2.776048e-08,-5.785725525774939e-21,3.79000507422506e-21,-6.84592e-10
D12.logical1_no_read_control,logical1_no_read_control,PRE,branch_current,BJL1,A,1120,1.510727e-05,1.513464e-05,1.51215e-05,1.5121477580357146e-05,2.7370000000000383e-08,2.115117261875e-16,-2.550625000119565e-22,1.51215e-05
D12.logical1_no_read_control,logical1_no_read_control,PRE,branch_current,BJL2,A,1120,1.987165e-05,1.988438e-05,1.9877995e-05,1.9878134937499998e-05,1.2729999999999453e-08,2.7804539849999996e-16,1.943437499979589e-21,1.9877995e-05
D12.logical1_no_read_control,logical1_no_read_control,PRE,branch_current,L0,A,1120,-9.951401e-09,1.088612e-08,2.5727675e-10,2.1960714333660716e-10,2.0837521e-08,3.0363232254625413e-21,-5.623353151624546e-22,2.5727675e-10
D12.logical1_no_read_control,logical1_no_read_control,PRE,branch_current,L1,A,1120,-1.513611e-05,-1.510593e-05,-1.5121635e-05,-1.51215921875e-05,3.0180000000000446e-08,-2.11513342875e-16,5.266875000013851e-22,-1.5121635e-05
D12.logical1_no_read_control,logical1_no_read_control,PRE,branch_current,L2,A,1120,1.986389e-05,1.989407e-05,1.9878365e-05,1.98784078125e-05,3.0180000000000446e-08,2.78049157125e-16,5.266874999970213e-22,1.9878365e-05
D12.logical1_no_read_control,logical1_no_read_control,PRE,branch_current,RB,A,1120,3.5e-05,3.5e-05,3.5e-05,3.499999999999998e-05,0.0,4.895625e-16,0.0,3.5e-05
D12.logical1_no_read_control,logical1_no_read_control,PRE,branch_current,RJ1,A,1120,-1.023955e-08,9.404947e-09,-5.1097405e-10,-2.959618831839286e-10,1.9644497e-08,-4.167275107699959e-21,2.97997441667504e-21,-5.1097405e-10
D12.logical1_no_read_control,logical1_no_read_control,PRE,branch_current,RJ2,A,1120,-4.858845e-09,5.31808e-09,6.034338000000001e-11,5.3436060971428535e-11,1.0176925e-08,7.246309348500288e-22,-1.1942209289997101e-22,6.034338000000001e-11
D12.logical1_no_read_control,logical1_no_read_control,PRE,kcl_residual,input,A,1120,,,,,,,,
D12.logical1_no_read_control,logical1_no_read_control,PRE,kcl_residual,node2,A,1120,,,,,,,,
D12.logical1_no_read_control,logical1_no_read_control,PRE,kcl_residual,node3,A,1120,,,,,,,,
D12.logical1_no_read_control,logical1_no_read_control,PRE,kcl_residual,node4,A,1120,,,,,,,,
D12.logical1_no_read_control,logical1_no_read_control,ACTIVE,branch_current,source,A,2880,-3.553225e-09,3.733865e-09,4.7442284999999994e-12,3.384483167295487e-11,7.28709e-09,1.2247586277263712e-21,2.5861513227726384e-20,-6.84592e-10
D12.logical1_no_read_control,logical1_no_read_control,ACTIVE,branch_current,lin,A,2880,-3.553225e-09,3.733865e-09,4.7442284999999994e-12,3.384483167295139e-11,7.28709e-09,1.2247586277262463e-21,2.5861513227726258e-20,-6.84592e-10
D12.logical1_no_read_control,logical1_no_read_control,ACTIVE,branch_current,BJs,A,2880,-3.553225e-09,3.733865e-09,4.7442259999999996e-12,3.38448299617743e-11,7.28709e-09,1.2247585667488713e-21,2.586151316674888e-20,-6.84592e-10
D12.logical1_no_read_control,logical1_no_read_control,ACTIVE,branch_current,BJL1,A,2880,1.511829e-05,1.512539e-05,1.512165e-05,1.5121665986111111e-05,7.100000000000322e-09,5.441909318125001e-16,5.950562499970491e-21,1.51215e-05
D12.logical1_no_read_control,logical1_no_read_control,ACTIVE,branch_current,BJL2,A,2880,1.987677e-05,1.988008e-05,1.987835e-05,1.98783590625e-05,3.3100000000011592e-09,7.153724483750004e-16,1.3103312499948088e-20,1.9877995e-05
D12.logical1_no_read_control,logical1_no_read_control,ACTIVE,branch_current,L0,A,2880,-2.75442e-09,2.531324e-09,1.3029425e-12,-1.3530426979415287e-11,5.285744e-09,-4.71888474508939e-22,-9.730635515133943e-21,2.5727675e-10
D12.logical1_no_read_control,logical1_no_read_control,ACTIVE,branch_current,L1,A,2880,-1.512561e-05,-1.511796e-05,-1.512165e-05,-1.5121656586805557e-05,7.649999999999834e-09,-5.441905913750003e-16,-7.518124999954809e-22,-1.5121635e-05
D12.logical1_no_read_control,logical1_no_read_control,ACTIVE,branch_current,L2,A,2880,1.987439e-05,1.988204e-05,1.987835e-05,1.9878343413194445e-05,7.649999999999834e-09,7.153719086250003e-16,-7.518125000074135e-22,1.9878365e-05
D12.logical1_no_read_control,logical1_no_read_control,ACTIVE,branch_current,RB,A,2880,3.5e-05,3.5e-05,3.5e-05,3.499999999999999e-05,0.0,1.2595625000000004e-15,0.0,3.5e-05
D12.logical1_no_read_control,logical1_no_read_control,ACTIVE,branch_current,RJ1,A,2880,-2.447802e-09,2.614054e-09,5.1690035e-12,2.435567811537152e-11,5.061856e-09,8.810995092158721e-22,1.9269778133590878e-20,-5.1097405e-10
D12.logical1_no_read_control,logical1_no_read_control,ACTIVE,branch_current,RJ2,A,2880,-1.346807e-09,1.236592e-09,2.203793e-12,-2.0910671288784736e-12,2.5833989999999997e-09,-6.685346062712012e-23,-2.238460848377121e-21,6.034338000000001e-11
D12.logical1_no_read_control,logical1_no_read_control,ACTIVE,kcl_residual,input,A,2880,,,,,,,,
D12.logical1_no_read_control,logical1_no_read_control,ACTIVE,kcl_residual,node2,A,2880,,,,,,,,
D12.logical1_no_read_control,logical1_no_read_control,ACTIVE,kcl_residual,node3,A,2880,,,,,,,,
D12.logical1_no_read_control,logical1_no_read_control,ACTIVE,kcl_residual,node4,A,2880,,,,,,,,
D12.logical1_no_read_control,logical1_no_read_control,TRANSITION,branch_current,source,A,800,-1.467813e-10,1.490179e-10,4.2221745e-12,3.979543637677502e-12,2.957992e-10,4.0133508251774935e-23,6.877496108251784e-21,-6.84592e-10
D12.logical1_no_read_control,logical1_no_read_control,TRANSITION,branch_current,lin,A,800,-1.467813e-10,1.490179e-10,4.2221745e-12,3.979543625052503e-12,2.957992e-10,4.013350812552494e-23,6.877496108125534e-21,-6.84592e-10
D12.logical1_no_read_control,logical1_no_read_control,TRANSITION,branch_current,BJs,A,800,-1.467813e-10,1.490179e-10,4.2221725e-12,3.97954181791875e-12,2.957992e-10,4.013349005418742e-23,6.877496090054197e-21,-6.84592e-10
D12.logical1_no_read_control,logical1_no_read_control,TRANSITION,branch_current,BJL1,A,800,1.512156e-05,1.512177e-05,1.512167e-05,1.5121662925e-05,2.0999999999944403e-10,1.5102760868750022e-16,1.6274374999912315e-21,1.51215e-05
D12.logical1_no_read_control,logical1_no_read_control,TRANSITION,branch_current,BJL2,A,800,1.987829e-05,1.987839e-05,1.987834e-05,1.9878342812499997e-05,1.0000000000021927e-10,1.9853494912500026e-16,3.474062499985006e-21,1.9877995e-05
D12.logical1_no_read_control,logical1_no_read_control,TRANSITION,branch_current,L0,A,800,-9.234201e-11,8.507973e-11,-4.760219e-12,-2.8437539786374994e-12,1.7742174e-10,-2.8750413248874644e-23,-2.598301953873878e-21,2.5727675e-10
D12.logical1_no_read_control,logical1_no_read_control,TRANSITION,branch_current,L1,A,800,-1.512179e-05,-1.512153e-05,-1.512166e-05,-1.5121660900000001e-05,2.6000000000124773e-10,-1.510275884375002e-16,-2.588749999989558e-22,-1.5121635e-05
D12.logical1_no_read_control,logical1_no_read_control,TRANSITION,branch_current,L2,A,800,1.987821e-05,1.987847e-05,1.987834e-05,1.9878339099999997e-05,2.6000000000124773e-10,1.985349115625003e-16,-2.588750000029051e-22,1.9878365e-05
D12.logical1_no_read_control,logical1_no_read_control,TRANSITION,branch_current,RB,A,800,3.5e-05,3.5e-05,3.5e-05,3.499999999999999e-05,0.0,3.4956250000000044e-16,0.0,3.5e-05
D12.logical1_no_read_control,logical1_no_read_control,TRANSITION,branch_current,RJ1,A,800,-9.007902e-11,8.318038e-11,4.4257055e-12,2.30011724475e-12,1.732594e-10,2.3272223947499906e-23,5.126625548322507e-21,-5.1097405e-10
D12.logical1_no_read_control,logical1_no_read_control,TRANSITION,branch_current,RJ2,A,800,-4.46518e-11,4.115831e-11,-1.8227085e-12,-1.0925615874000003e-12,8.581011e-11,-1.1021193467749842e-23,-6.137007012177507e-22,6.034338000000001e-11
D12.logical1_no_read_control,logical1_no_read_control,TRANSITION,kcl_residual,input,A,800,,,,,,,,
D12.logical1_no_read_control,logical1_no_read_control,TRANSITION,kcl_residual,node2,A,800,,,,,,,,
D12.logical1_no_read_control,logical1_no_read_control,TRANSITION,kcl_residual,node3,A,800,,,,,,,,
D12.logical1_no_read_control,logical1_no_read_control,TRANSITION,kcl_residual,node4,A,800,,,,,,,,
D12.logical1_no_read_control,logical1_no_read_control,POST,branch_current,source,A,2400,-5.253787e-11,5.748377e-11,-3.45209e-14,-6.553554849583327e-13,1.1002164e-10,-2.0053279273750759e-23,2.0509149320726248e-20,-6.84592e-10
D12.logical1_no_read_control,logical1_no_read_control,POST,branch_current,lin,A,2400,-5.253787e-11,5.748377e-11,-3.4520905e-14,-6.553554851158333e-13,1.1002164e-10,-2.0053279278475758e-23,2.0509149320721524e-20,-6.84592e-10
D12.logical1_no_read_control,logical1_no_read_control,POST,branch_current,BJs,A,2400,-5.253787e-11,5.748377e-11,-3.4521345e-14,-6.553580035320834e-13,1.1002164e-10,-2.0053354805963264e-23,2.0509149245194036e-20,-6.84592e-10
D12.logical1_no_read_control,logical1_no_read_control,POST,branch_current,BJL1,A,2400,1.512161e-05,1.51217e-05,1.512166e-05,1.5121657658333333e-05,8.999999999951972e-11,4.534607092499999e-16,4.7279999999715e-21,1.51215e-05
D12.logical1_no_read_control,logical1_no_read_control,POST,branch_current,BJL2,A,2400,1.987832e-05,1.987836e-05,1.987834e-05,1.9878341224999996e-05,3.999999999941008e-11,5.961017574374999e-16,1.0382374999924881e-20,1.9877995e-05
D12.logical1_no_read_control,logical1_no_read_control,POST,branch_current,L0,A,2400,-4.393069e-11,5.191212e-11,-9.346267e-14,2.9015514031827914e-13,9.584281000000001e-11,8.430963104547944e-24,-7.70665557752045e-21,2.5727675e-10
D12.logical1_no_read_control,logical1_no_read_control,POST,branch_current,L1,A,2400,-1.512172e-05,-1.512158e-05,-1.512166e-05,-1.5121658070833335e-05,1.3999999999962935e-10,-4.534607218749998e-16,-6.923124999909723e-22,-1.5121635e-05
D12.logical1_no_read_control,logical1_no_read_control,POST,branch_current,L2,A,2400,1.987828e-05,1.987842e-05,1.987834e-05,1.9878341929166667e-05,1.3999999999962935e-10,5.961017781249999e-16,-6.923125000166903e-22,1.9878365e-05
D12.logical1_no_read_control,logical1_no_read_control,POST,branch_current,RB,A,2400,3.5e-05,3.5e-05,3.5e-05,3.499999999999999e-05,0.0,1.0495624999999998e-15,0.0,3.5e-05
D12.logical1_no_read_control,logical1_no_read_control,POST,branch_current,RJ1,A,2400,-4.257772e-11,2.809318e-11,1.6078475000000001e-13,-5.33243263849771e-13,7.06709e-11,-1.6176362615493468e-23,1.5306657961759502e-20,-5.1097405e-10
D12.logical1_no_read_control,logical1_no_read_control,POST,branch_current,RJ2,A,2400,-2.122085e-11,2.50179e-11,-9.5061015e-15,4.824934089499993e-14,4.623875e-11,1.2886956330997354e-24,-1.8082584121169004e-21,6.034338000000001e-11
D12.logical1_no_read_control,logical1_no_read_control,POST,kcl_residual,input,A,2400,,,,,,,,
D12.logical1_no_read_control,logical1_no_read_control,POST,kcl_residual,node2,A,2400,,,,,,,,
D12.logical1_no_read_control,logical1_no_read_control,POST,kcl_residual,node3,A,2400,,,,,,,,
D12.logical1_no_read_control,logical1_no_read_control,POST,kcl_residual,node4,A,2400,,,,,,,,
D12.logical0_no_read_control,logical0_no_read_control,PRE,branch_current,source,A,1120,-1.327073e-08,1.438885e-08,6.521026000000001e-10,4.109205390625e-10,2.7659580000000003e-08,5.7880135299999405e-21,-3.3332715875000588e-21,6.521026000000001e-10
D12.logical0_no_read_control,logical0_no_read_control,PRE,branch_current,lin,A,1120,-1.327073e-08,1.438885e-08,6.521026000000001e-10,4.109205390625e-10,2.7659580000000003e-08,5.7880135299999405e-21,-3.3332715875000588e-21,6.521026000000001e-10
D12.logical0_no_read_control,logical0_no_read_control,PRE,branch_current,BJs,A,1120,-1.327073e-08,1.438885e-08,6.521026000000001e-10,4.1092053547321423e-10,2.7659580000000003e-08,5.788013479749943e-21,-3.3332716377500575e-21,6.521026000000001e-10
D12.logical0_no_read_control,logical0_no_read_control,PRE,branch_current,BJL1,A,1120,1.510873e-05,1.513599e-05,1.512183e-05,1.5121833482142858e-05,2.7259999999999465e-08,2.1151658712499999e-16,-1.000000000256039e-23,1.512183e-05
D12.logical0_no_read_control,logical0_no_read_control,PRE,branch_current,BJL2,A,1120,1.987233e-05,1.988501e-05,1.9878695e-05,1.9878549339285715e-05,1.2679999999999343e-08,2.780512224375e-16,-2.023874999994027e-21,1.9878695e-05
D12.logical0_no_read_control,logical0_no_read_control,PRE,branch_current,L0,A,1120,-1.083282e-08,9.906248e-09,-2.379622e-10,-2.1581329181696433e-10,2.0739068e-08,-2.9830217979375426e-21,3.454744745624539e-22,-2.379622e-10
D12.logical0_no_read_control,logical0_no_read_control,PRE,branch_current,L1,A,1120,-1.513731e-05,-1.510727e-05,-1.5121664999999999e-05,-1.5121718223214287e-05,3.004000000000082e-08,-2.115149615625e-16,-6.723750000166455e-22,-1.5121664999999999e-05
